Data export from TecQuipment CE2000

Data series 1

    Time    Squar    veloc    Vmoto    error 
     9.90    4.085    9.400   10.235    4.100
     9.97    4.080    9.400   10.235    4.100
    10.03    4.080    9.400   10.235    4.100
    10.10    4.080    9.400   10.235    4.100
    10.16    4.080    9.405   10.235    4.100
    10.23    4.080    9.405   10.235    4.100
    10.30    4.085    9.405   10.235    4.100
    10.36    4.080    9.405   10.235    4.100
    10.43    4.080    9.405   10.235    4.100
    10.49    4.080    9.405   10.235    4.100
    10.56    4.080    9.405   10.235    4.100
    10.63    4.080    9.405   10.235    4.100
    10.69    4.080    9.400   10.235    4.100
    10.76    4.080    9.400   10.235    4.100
    10.82    4.080    9.400   10.235    4.100
    10.89    4.080    9.400   10.235    4.100
    10.96    4.080    9.400   10.235    4.100
    11.02    4.080    9.405   10.235    4.100
    11.09    4.085    9.405   10.235    4.100
    11.15    4.080    9.405   10.235    4.100
    11.22    4.085    9.405   10.235    4.100
    11.29    4.085    9.410   10.235    4.105
    11.35    4.085    9.410   10.235    4.100
    11.42    4.080    9.405   10.235    4.105
    11.48    4.085    9.405   10.235    4.100
    11.55    4.085    9.405   10.235    4.105
    11.62    4.085    9.405   10.235    4.100
    11.68    4.085    9.400   10.235    4.105
    11.75    4.085    9.400   10.235    4.105
    11.81    4.080    9.400   10.235    4.100
    11.88    4.085    9.400   10.235    4.100
    11.95    4.085    9.405   10.235    4.100
    12.01    4.085    9.400   10.235    4.100
    12.08    4.085    9.400   10.235    4.100
    12.14    4.085    9.405   10.235    4.100
    12.21    4.080    9.405   10.235    4.100
    12.28    4.080    9.405   10.235    4.100
    12.34    4.080    9.400   10.235    4.100
    12.41    4.080    9.400   10.235    4.095
    12.47    4.080    9.395   10.235    4.100
    12.54    4.080    9.400   10.235    4.100
    12.61    4.080    9.395   10.235    4.100
    12.67    4.080    9.395   10.235    4.100
    12.74    4.080    9.395   10.235    4.100
    12.80    4.080    9.395   10.235    4.100
    12.87    4.080    9.395   10.235    4.100
    12.94    4.080    9.395   10.235    4.100
    13.00    4.080    9.400   10.235    4.100
    13.07    4.080    9.400   10.235    4.105
    13.13    4.080    9.400   10.235    4.100
    13.20    4.080    9.400   10.235    4.100
    13.27    4.080    9.400   10.235    4.100
    13.33    4.080    9.400   10.235    4.105
    13.40    4.085    9.395   10.235    4.100
    13.46    4.085    9.395   10.235    4.100
    13.53    4.085    9.395   10.235    4.105
    13.60    4.085    9.390   10.235    4.100
    13.66    4.080    9.395   10.235    4.100
    13.73    4.080    9.390   10.235    4.100
    13.79    4.080    9.390   10.235    4.100
    13.86    4.085    9.395   10.235    4.100
    13.93    4.080    9.395   10.235    4.100
    13.99    3.255    9.395   10.160    3.270
    14.06    2.130    9.385   10.010    2.140
    14.12    2.135    9.380   10.010    2.140
    14.19    2.130    9.375   10.010    2.145
    14.26    2.130    9.375   10.015    2.140
    14.32    2.130    9.365   10.010    2.140
    14.39    2.135    9.355   10.010    2.140
    14.45    2.130    9.350   10.005    2.140
    14.52    2.135    9.345   10.005    2.140
    14.59    2.130    9.335   10.000    2.140
    14.65    2.130    9.335   10.000    2.140
    14.72    2.130    9.335   10.000    2.140
    14.78    2.130    9.325   10.000    2.140
    14.85    2.130    9.325   10.005    2.140
    14.92    2.130    9.325   10.005    2.135
    14.98    2.130    9.320   10.000    2.140
    15.05    2.130    9.320   10.005    2.140
    15.11    2.130    9.315   10.005    2.140
    15.18    2.130    9.315   10.000    2.140
    15.25    2.130    9.310   10.000    2.140
    15.31    2.130    9.310   10.005    2.140
    15.38    2.130    9.305   10.005    2.140
    15.44    2.130    9.300   10.005    2.135
    15.51    2.130    9.295   10.005    2.140
    15.58    2.135    9.295   10.010    2.140
    15.64    2.135    9.295   10.015    2.140
    15.71    2.135    9.295   10.010    2.140
    15.77    2.130    9.295   10.015    2.140
    15.84    2.135    9.295   10.010    2.140
    15.91    2.130    9.295   10.015    2.140
    15.97    2.135    9.295   10.010    2.140
    16.04    2.130    9.295   10.015    2.140
    16.10    2.130    9.295   10.010    2.140
    16.17    2.135    9.295   10.010    2.140
    16.24    2.135    9.290   10.010    2.140
    16.30    2.130    9.290   10.015    2.140
    16.37    2.135    9.285   10.010    2.140
    16.43    2.135    9.280   10.010    2.140
    16.50    2.130    9.280   10.010    2.145
    16.57    2.135    9.285   10.010    2.140
