Data export from TecQuipment CE2000

Data series 1

    Time    Squar    veloc    Vmoto    error 
    44.02    2.130    2.130    2.935    0.060
    44.09    2.130    2.130    2.910    0.060
    44.15    2.130    2.130    2.930    0.060
    44.22    2.130    2.130    2.915    0.060
    44.29    2.130    2.130    2.915    0.065
    44.35    2.130    2.130    2.900    0.060
    44.42    2.130    2.130    2.900    0.060
    44.48    3.845    2.205    9.510    1.735
    44.55    4.080    2.520   10.235    1.650
    44.62    4.080    2.880   10.235    1.295
    44.68    4.080    3.220   10.235    0.955
    44.75    4.080    3.530   10.090    0.640
    44.81    4.080    3.830    7.900    0.335
    44.88    4.080    4.035    5.890    0.125
    44.95    4.080    4.110    5.130    0.050
    45.01    4.080    4.130    4.925    0.030
    45.08    4.080    4.130    4.865    0.025
    45.14    4.080    4.130    4.855    0.030
    45.21    4.075    4.130    4.865    0.030
    45.28    4.080    4.125    4.875    0.030
    45.34    4.080    4.125    4.875    0.030
    45.41    4.075    4.120    4.875    0.035
    45.47    4.075    4.120    4.875    0.035
    45.54    4.080    4.120    4.875    0.035
    45.61    4.080    4.120    4.870    0.035
    45.67    4.080    4.120    4.865    0.035
    45.74    0.000    0.000    0.000    0.000

