Data export from TecQuipment CE2000

Data series 1

    Time    Squar    veloc    Vmoto    error 
    44.02    2.120    1.630    2.310    0.545
    44.09    2.120    1.630    2.325    0.555
    44.15    2.120    1.630    2.330    0.550
    44.22    2.125    1.630    2.325    0.550
    44.29    2.120    1.625    2.345    0.560
    44.35    2.125    1.630    2.335    0.555
    44.42    2.120    1.635    2.320    0.550
    44.48    2.125    1.630    2.330    0.555
    44.55    2.120    1.630    2.330    0.555
    44.62    2.125    1.630    2.330    0.555
    44.68    2.125    1.630    2.345    0.555
    44.75    2.125    1.630    2.325    0.555
    44.81    2.125    1.630    2.335    0.555
    44.88    2.120    1.630    2.345    0.555
    44.95    2.125    1.630    2.325    0.550
    45.01    2.125    1.630    2.335    0.555
    45.08    2.125    1.630    2.340    0.555
    45.14    2.125    1.630    2.325    0.555
    45.21    2.125    1.630    2.340    0.560
    45.28    2.125    1.630    2.340    0.555
    45.34    2.120    1.630    2.335    0.555
    45.41    2.120    1.625    2.340    0.555
    45.47    2.120    1.625    2.335    0.555
    45.54    2.125    1.630    2.330    0.555
    45.61    2.120    1.625    2.355    0.555
    45.67    2.120    1.625    2.345    0.555
    45.74    2.120    1.625    2.345    0.555
    45.80    2.120    1.625    2.360    0.560
    45.87    2.120    1.625    2.340    0.550
    45.94    2.120    1.625    2.350    0.555
    46.00    2.120    1.625    2.360    0.560
    46.07    2.120    1.625    2.345    0.555
    46.13    2.120    1.625    2.360    0.560
    46.20    2.120    1.620    2.355    0.555
    46.27    2.120    1.625    2.340    0.560
    46.33    2.120    1.625    2.355    0.560
    46.40    2.120    1.625    2.350    0.560
    46.46    2.120    1.625    2.340    0.555
    46.53    2.125    1.625    2.360    0.560
    46.60    2.120    1.630    2.345    0.555
    46.66    2.120    1.630    2.340    0.555
    46.73    2.125    1.630    2.355    0.565
    46.79    2.125    1.630    2.335    0.555
    46.86    2.120    1.625    2.340    0.555
    46.93    2.125    1.625    2.350    0.560
    46.99    2.125    1.630    2.335    0.555
    47.06    2.125    1.630    2.345    0.555
    47.12    2.125    1.625    2.350    0.560
    47.19    2.125    1.630    2.335    0.555
    47.26    2.120    1.625    2.345    0.555
    47.32    2.125    1.625    2.345    0.555
    47.39    2.120    1.630    2.330    0.555
    47.45    2.125    1.625    2.345    0.555
    47.52    2.125    1.630    2.340    0.555
    47.59    2.125    1.635    2.330    0.555
    47.65    2.120    1.625    2.345    0.555
    47.72    2.120    1.630    2.325    0.555
    47.78    2.125    1.630    2.320    0.555
    47.85    2.120    1.625    2.335    0.555
    47.92    2.120    1.630    2.320    0.550
    47.98    2.120    1.630    2.315    0.550
    48.05    2.120    1.630    2.340    0.555
    48.11    2.120    1.630    2.315    0.550
    48.18    2.120    1.630    2.325    0.550
    48.25    2.120    1.625    2.340    0.555
    48.31    2.120    1.630    2.320    0.550
    48.38    2.120    1.630    2.330    0.550
    48.44    2.120    1.625    2.340    0.555
    48.51    2.120    1.630    2.325    0.550
    48.58    2.120    1.630    2.335    0.555
    48.64    2.120    1.630    2.335    0.555
    48.71    2.120    1.630    2.320    0.550
    48.77    2.120    1.625    2.350    0.555
    48.84    2.125    1.630    2.340    0.555
    48.91    2.120    1.630    2.330    0.555
    48.97    2.120    1.625    2.350    0.560
    49.04    2.125    1.630    2.335    0.555
    49.10    2.120    1.630    2.330    0.555
    49.17    2.125    1.625    2.345    0.555
    49.24    2.125    1.630    2.335    0.555
    49.30    2.125    1.630    2.340    0.555
    49.37    2.125    1.625    2.350    0.555
    49.43    2.120    1.635    2.325    0.550
    49.50    2.125    1.630    2.330    0.550
    49.57    2.125    1.630    2.335    0.555
    49.63    2.125    1.635    2.320    0.550
    49.70    2.120    1.630    2.330    0.555
    49.76    2.125    1.630    2.330    0.555
    49.83    2.125    1.635    2.320    0.555
    49.90    2.125    1.630    2.340    0.555
    49.96    2.125    1.630    2.320    0.550
    50.03    2.120    1.635    2.305    0.550
    50.09    2.120    1.630    2.320    0.550
    50.16    2.120    1.630    2.320    0.550
    50.23    2.120    1.630    2.325    0.555
    50.29    2.120    1.625    2.335    0.555
    50.36    2.120    1.635    2.320    0.555
    50.42    2.125    1.630    2.330    0.555
    50.49    2.120    1.625    2.340    0.555
    50.56    2.120    1.635    2.315    0.550
    50.62    2.120    1.630    2.335    0.550
    50.69    0.000    0.000    0.000    0.000

