Data export from TecQuipment CE2000

Data series 1

    Time    Squar    veloc    Vmoto    error 
    46.13    2.125    2.160    2.305    0.030
    46.20    2.125    2.155    2.300    0.030
    46.27    2.125    2.160    2.305    0.030
    46.33    2.130    2.155    2.285    0.030
    46.40    2.125    2.155    2.305    0.035
    46.46    2.125    2.155    2.285    0.030
    46.53    2.130    2.155    2.305    0.035
    46.60    2.125    2.155    2.275    0.035
    46.66    2.125    2.150    2.310    0.040
    46.73    2.130    2.150    2.280    0.035
    46.79    2.125    2.150    2.310    0.040
    46.86    2.125    2.155    2.285    0.035
    46.93    2.130    2.150    2.310    0.040
    46.99    2.125    2.150    2.295    0.040
    47.06    2.130    2.145    2.320    0.045
    47.12    2.130    2.150    2.305    0.045
    47.19    2.130    2.150    2.305    0.045
    47.26    2.130    2.150    2.310    0.045
    47.32    2.125    2.145    2.310    0.045
    47.39    2.130    2.145    2.315    0.045
    47.45    2.130    2.145    2.295    0.045
    47.52    2.130    2.150    2.310    0.050
    47.59    2.130    2.145    2.285    0.045
    47.65    2.125    2.145    2.305    0.045
    47.72    2.130    2.145    2.270    0.045
    47.78    2.130    2.145    2.300    0.050
    47.85    2.130    2.145    2.275    0.045
    47.92    2.130    2.145    2.295    0.050
    47.98    2.130    2.145    2.270    0.045
    48.05    2.125    2.140    2.300    0.050
    48.11    2.130    2.145    2.280    0.050
    48.18    2.130    2.140    2.290    0.050
    48.25    2.125    2.140    2.275    0.045
    48.31    2.130    2.140    2.280    0.050
    48.38    2.125    2.140    2.290    0.050
    48.44    2.125    2.140    2.280    0.050
    48.51    2.130    2.135    2.305    0.055
    48.58    2.130    2.135    2.285    0.055
    48.64    2.125    2.135    2.300    0.055
    48.71    2.125    2.135    2.270    0.050
    48.77    2.130    2.135    2.295    0.055
    48.84    2.125    2.135    2.270    0.055
    48.91    2.130    2.135    2.295    0.055
    48.97    2.125    2.135    2.265    0.055
    49.04    2.125    2.135    2.295    0.055
    49.10    2.125    2.135    2.280    0.055
    49.17    2.125    2.135    2.290    0.055
    49.24    2.130    2.135    2.285    0.055
    49.30    2.125    2.140    2.290    0.055
    49.37    2.130    2.135    2.300    0.055
    49.43    2.130    2.135    2.285    0.055
    49.50    2.130    2.135    2.300    0.060
    49.57    2.130    2.140    2.285    0.055
    49.63    2.130    2.135    2.315    0.060
    49.70    2.130    2.140    2.290    0.055
    49.76    2.125    2.135    2.315    0.055
    49.83    2.130    2.135    2.280    0.055
    49.90    2.130    2.135    2.310    0.055
    49.96    2.130    2.140    2.275    0.055
    50.03    2.130    2.135    2.295    0.060
    50.09    2.130    2.135    2.275    0.060
    50.16    2.130    2.135    2.285    0.055
    50.23    2.130    2.135    2.285    0.055
    50.29    2.130    2.135    2.285    0.055
    50.36    2.130    2.135    2.285    0.055
    50.42    2.130    2.135    2.270    0.055
    50.49    2.125    2.135    2.280    0.060
    50.56    2.125    2.135    2.260    0.055
    50.62    2.125    2.130    2.295    0.060
    50.69    2.125    2.135    2.270    0.055
    50.75    2.130    2.130    2.300    0.060
    50.82    2.125    2.135    2.270    0.055
    50.89    2.130    2.130    2.300    0.060
    50.95    2.125    2.130    2.280    0.060
    51.02    2.125    2.130    2.305    0.060
    51.08    2.125    2.130    2.275    0.055
    51.15    2.125    2.135    2.285    0.060
    51.22    2.125    2.135    2.290    0.060
    51.28    2.130    2.130    2.290    0.060
    51.35    2.125    2.130    2.280    0.060
    51.41    2.125    2.135    2.275    0.060
    51.48    2.130    2.130    2.295    0.060
    51.55    2.130    2.135    2.275    0.055
    51.61    2.130    2.130    2.310    0.065
    51.68    2.130    2.135    2.280    0.055
    51.74    2.130    2.130    2.305    0.060
    51.81    2.125    2.135    2.275    0.060
    51.88    2.130    2.130    2.305    0.060
    51.94    2.130    2.130    2.285    0.060
    52.01    2.130    2.130    2.310    0.060
    52.07    2.130    2.135    2.300    0.060
    52.14    2.130    2.130    2.300    0.060
    52.21    2.130    2.130    2.295    0.060
    52.27    2.125    2.135    2.295    0.060
    52.34    2.130    2.135    2.290    0.060
    52.40    2.130    2.135    2.275    0.055
    52.47    2.130    2.130    2.290    0.060
    52.54    2.130    2.135    2.275    0.060
    52.60    2.130    2.130    2.290    0.060
    52.67    2.130    2.135    2.260    0.055
    52.73    0.000    0.000    0.000    0.000

