Data export from TecQuipment CE2000

Data series 1

    Time       T1       T2 heater input 
   379.37    2.660    2.670    0.000
   379.43    2.660    2.670    0.000
   379.50    2.660    2.670    0.000
   379.57    2.660    2.670    0.000
   379.63    2.660    2.670    0.000
   379.70    2.660    2.670    0.000
   379.76    2.660    2.670    0.000
   379.83    2.660    2.670    0.000
   379.90    2.660    2.670    0.000
   379.96    2.660    2.670    0.000
   380.03    2.655    2.670    0.000
   380.09    2.655    2.670    0.000
   380.16    2.660    2.670    0.000
   380.23    2.655    2.665    0.000
   380.29    2.655    2.665    0.000
   380.36    2.655    2.665    0.000
   380.42    2.655    2.665    0.000
   380.49    2.655    2.665    0.000
   380.56    2.655    2.665    0.000
   380.62    2.655    2.665    0.000
   380.69    2.655    2.665    0.000
   380.75    2.655    2.665    0.000
   380.82    2.655    2.665    0.000
   380.89    2.655    2.665    0.000
   380.95    2.655    2.665    0.000
   381.02    2.655    2.665    0.000
   381.08    2.655    2.665    0.000
   381.15    2.655    2.665    0.000
   381.22    2.655    2.665    0.000
   381.28    2.655    2.665    0.000
   381.35    2.655    2.665    0.000
   381.41    2.655    2.665    0.000
   381.48    2.655    2.665    0.000
   381.55    2.655    2.665    0.000
   381.61    2.655    2.665    0.000
   381.68    2.655    2.665    0.000
   381.74    2.655    2.665    0.000
   381.81    2.655    2.665    0.000
   381.88    2.655    2.665    0.000
   381.94    2.655    2.665    0.000
   382.01    2.655    2.665    0.000
   382.07    2.655    2.665    0.000
   382.14    2.655    2.665    0.000
   382.21    2.655    2.665    0.000
   382.27    2.655    2.665    0.000
   382.34    2.655    2.660    0.000
   382.40    2.655    2.665    0.000
   382.47    2.655    2.660    0.000
   382.54    2.655    2.660    0.000
   382.60    2.655    2.660    0.000
   382.67    2.655    2.660    0.000
   382.73    2.655    2.665    0.000
   382.80    2.650    2.660    0.000
   382.87    2.650    2.660    0.000
   382.93    2.650    2.660    0.000
   383.00    2.650    2.660    0.000
   383.06    2.655    2.660    0.000
   383.13    2.650    2.660    0.000
   383.20    2.650    2.660    0.000
   383.26    2.650    2.660    0.000
   383.33    2.650    2.660    0.000
   383.39    2.650    2.660    0.000
   383.46    2.650    2.660    0.000
   383.53    2.650    2.660    0.000
   383.59    2.650    2.660    0.000
   383.66    2.650    2.660    0.000
   383.72    2.650    2.660    0.000
   383.79    2.650    2.660    0.000
   383.86    2.650    2.660    0.000
   383.92    2.650    2.660    0.000
   383.99    2.650    2.660    0.000
   384.05    2.650    2.660    0.000
   384.12    2.650    2.660    0.000
   384.19    2.650    2.660    0.000
   384.25    2.650    2.660    0.000
   384.32    2.650    2.660    0.000
   384.38    2.650    2.660    0.000
   384.45    2.650    2.660    0.000
   384.52    2.650    2.660    0.000
   384.58    2.650    2.660    0.000
   384.65    2.650    2.655    0.000
   384.71    2.650    2.660    0.000
   384.78    2.650    2.660    0.000
   384.85    2.650    2.655    0.000
   384.91    2.650    2.655    0.000
   384.98    2.650    2.655    0.000
   385.04    2.650    2.655    0.000
   385.11    2.650    2.655    0.000
   385.18    2.650    2.655    0.000
   385.24    2.645    2.655    0.000
   385.31    2.650    2.655    0.000
   385.37    2.645    2.655    0.000
   385.44    2.650    2.655    0.000
   385.51    2.645    2.655    0.000
   385.57    2.645    2.655    0.000
   385.64    2.645    2.655    0.000
   385.70    2.645    2.655    0.000
   385.77    2.645    2.655    0.000
   385.84    2.645    2.655    0.000
   385.90    2.645    2.655    0.000
   385.97    2.645    2.655    0.000
   386.03    2.645    2.655    0.000
   386.10    2.645    2.655    0.000
   386.17    2.645    2.655    0.000
   386.23    2.645    2.655    0.000
   386.30    2.645    2.655    0.000
   386.36    2.645    2.655    0.000
   386.43    2.645    2.655    0.000
   386.50    2.645    2.655    0.000
   386.56    2.645    2.655    0.000
   386.63    2.645    2.655    0.000
   386.69    2.645    2.655    0.000
   386.76    2.645    2.655    0.000
   386.83    2.645    2.655    0.000
   386.89    2.645    2.655    0.000
   386.96    2.645    2.655    0.000
   387.02    2.645    2.655    0.000
   387.09    2.645    2.655    0.000
   387.16    2.645    2.655    0.000
   387.22    2.645    2.655    0.000
   387.29    2.645    2.655    0.000
   387.35    2.645    2.655    0.000
   387.42    2.645    2.650    0.000
   387.49    2.645    2.655    0.000
   387.55    2.645    2.650    0.000
   387.62    2.645    2.650    0.000
   387.68    2.645    2.650    0.000
   387.75    2.645    2.650    0.000
   387.82    2.640    2.650    0.000
   387.88    2.645    2.650    0.000
   387.95    2.645    2.650    0.000
   388.01    2.640    2.650    0.000
   388.08    2.645    2.650    0.000
   388.15    2.640    2.650    0.000
   388.21    2.640    2.650    0.000
   388.28    2.640    2.650    0.000
   388.34    2.640    2.650    0.000
   388.41    2.640    2.650    0.000
   388.48    2.640    2.650    0.000
   388.54    2.640    2.650    0.000
   388.61    2.640    2.650    0.000
   388.67    2.640    2.650    0.000
   388.74    2.640    2.650    0.000
   388.81    2.640    2.650    0.000
   388.87    2.640    2.650    0.000
   388.94    2.640    2.650    0.000
   389.00    2.640    2.650    0.000
   389.07    2.640    2.650    0.000
   389.14    2.640    2.650    0.000
   389.20    2.640    2.650    0.000
   389.27    2.640    2.650    0.000
   389.33    2.640    2.650    0.000
   389.40    2.640    2.650    0.000
   389.47    2.640    2.650    0.000
   389.53    2.640    2.650    0.000
   389.60    2.640    2.650    0.000
   389.66    2.640    2.650    0.000
   389.73    2.640    2.650    0.000
   389.80    2.640    2.650    0.000
   389.86    2.640    2.645    0.000
   389.93    2.640    2.650    0.000
   389.99    2.640    2.650    0.000
   390.06    2.640    2.645    0.000
   390.13    2.640    2.645    0.000
   390.19    2.640    2.645    0.000
   390.26    2.640    2.645    0.000
   390.32    2.640    2.645    0.000
   390.39    2.640    2.645    0.000
   390.46    2.640    2.645    0.000
   390.52    2.640    2.645    0.000
   390.59    2.640    2.645    0.000
   390.65    2.640    2.645    0.000
   390.72    2.640    2.645    0.000
   390.79    2.640    2.645    0.000
   390.85    2.640    2.645    0.000
   390.92    2.635    2.645    0.000
   390.98    2.635    2.645    0.000
   391.05    2.635    2.645    0.000
   391.12    2.635    2.645    0.000
   391.18    2.635    2.645    0.000
   391.25    2.640    2.645    0.000
   391.31    2.635    2.645    0.000
   391.38    2.635    2.645    0.000
   391.45    2.635    2.645    0.000
   391.51    2.635    2.645    0.000
   391.58    2.635    2.645    0.000
   391.64    2.635    2.645    0.000
   391.71    2.635    2.645    0.000
   391.78    2.635    2.645    0.000
   391.84    2.635    2.645    0.000
   391.91    2.635    2.645    0.000
   391.97    2.635    2.645    0.000
   392.04    2.635    2.645    0.000
   392.11    2.635    2.645    0.000
   392.17    2.635    2.640    0.000
   392.24    2.635    2.645    0.000
   392.30    2.635    2.640    0.000
   392.37    2.635    2.645    0.000
   392.44    2.635    2.645    0.000
   392.50    2.635    2.645    0.000
   392.57    2.635    2.640    0.000
   392.63    2.635    2.640    0.000
   392.70    2.635    2.640    0.000
   392.77    2.635    2.645    0.000
   392.83    2.635    2.640    0.000
   392.90    2.635    2.640    0.000
   392.96    2.635    2.640    0.000
   393.03    2.635    2.640    0.000
   393.10    2.635    2.640    0.000
   393.16    2.635    2.640    0.000
   393.23    2.635    2.640    0.000
   393.29    2.635    2.640    0.000
   393.36    2.635    2.640    0.000
   393.43    2.635    2.640    0.000
   393.49    2.635    2.640    0.000
   393.56    2.630    2.640    0.000
   393.62    2.635    2.640    0.000
   393.69    2.635    2.640    0.000
   393.76    2.630    2.640    0.000
   393.82    2.630    2.640    0.000
   393.89    2.630    2.640    0.000
   393.95    2.630    2.640    0.000
   394.02    2.630    2.640    0.000
   394.09    2.630    2.640    0.000
   394.15    2.630    2.640    0.000
   394.22    2.630    2.640    0.000
   394.28    2.630    2.640    0.000
   394.35    2.630    2.640    0.000
   394.42    2.630    2.640    0.000
   394.48    2.630    2.640    0.000
   394.55    2.630    2.635    0.000
   394.61    2.630    2.635    0.000
   394.68    2.630    2.640    0.000
   394.75    2.630    2.640    0.000
   394.81    2.630    2.635    0.000
   394.88    2.630    2.635    0.000
   394.94    2.630    2.640    0.000
   395.01    2.630    2.635    0.000
   395.08    2.630    2.635    0.000
   395.14    2.630    2.635    0.000
   395.21    2.630    2.635    0.000
   395.27    2.630    2.635    0.000
   395.34    2.630    2.635    0.000
   395.41    2.630    2.635    0.000
   395.47    2.630    2.635    0.000
   395.54    2.630    2.635    0.000
   395.60    2.630    2.635    0.000
   395.67    2.630    2.635    0.000
   395.74    2.630    2.635    0.000
   395.80    2.630    2.635    0.000
   395.87    2.630    2.635    0.000
   395.93    2.630    2.635    0.000
   396.00    2.625    2.635    0.000
   396.07    2.630    2.635    0.000
   396.13    2.630    2.635    0.000
   396.20    2.630    2.635    0.000
   396.26    2.630    2.635    0.000
   396.33    2.625    2.635    0.000
   396.40    2.625    2.635    0.000
   396.46    2.630    2.635    0.000
   396.53    2.630    2.635    0.000
   396.59    2.630    2.635    0.000
   396.66    2.630    2.635    0.000
   396.73    2.625    2.635    0.000
   396.79    2.625    2.635    0.000
   396.86    2.630    2.635    0.000
   396.92    2.630    2.635    0.000
   396.99    2.625    2.635    0.000
   397.06    2.630    2.635    0.000
   397.12    2.630    2.630    0.000
   397.19    2.625    2.635    0.000
   397.25    2.625    2.635    0.000
   397.32    2.625    2.635    0.000
   397.39    2.625    2.635    0.000
   397.45    2.625    2.635    0.000
   397.52    2.625    2.630    0.000
   397.58    2.625    2.630    0.000
   397.65    2.625    2.630    0.000
   397.72    2.625    2.630    0.000
   397.78    2.625    2.630    0.000
   397.85    2.625    2.630    0.000
   397.91    2.625    2.630    0.000
   397.98    2.625    2.630    0.000
   398.05    2.625    2.630    0.000
   398.11    2.625    2.630    0.000
   398.18    2.625    2.630    0.000
   398.24    2.625    2.630    0.000
   398.31    2.625    2.630    0.000
   398.38    2.625    2.630    0.000
   398.44    2.625    2.630    0.000
   398.51    2.625    2.630    0.000
   398.57    2.625    2.630    0.000
   398.64    2.625    2.630    0.000
   398.71    2.625    2.630    0.000
   398.77    2.625    2.630    0.000
   398.84    2.625    2.630    0.000
   398.90    2.625    2.630    0.000
   398.97    2.625    2.630    0.000
   399.04    2.625    2.630    0.000
   399.10    2.625    2.630    0.000
   399.17    2.625    2.630    0.000
   399.23    2.620    2.630    0.000
   399.30    2.625    2.630    0.000
   399.37    2.620    2.630    0.000
   399.43    2.620    2.630    0.000
   399.50    2.625    2.630    0.000
   399.56    2.620    2.625    0.000
   399.63    2.625    2.625    0.000
   399.70    2.620    2.630    0.000
   399.76    2.620    2.625    0.000
   399.83    2.620    2.625    0.000
   399.89    2.620    2.625    0.000
   399.96    2.620    2.625    0.000
   400.03    2.620    2.625    0.000
   400.09    2.620    2.625    0.000
   400.16    2.620    2.625    0.000
   400.22    2.620    2.625    0.000
   400.29    2.620    2.625    0.000
   400.36    2.620    2.625    0.000
   400.42    2.620    2.625    0.000
   400.49    2.620    2.625    0.000
   400.55    2.620    2.625    0.000
   400.62    2.620    2.625    0.000
   400.69    2.620    2.625    0.000
   400.75    2.620    2.625    0.000
   400.82    2.620    2.625    0.000
   400.88    2.620    2.625    0.000
   400.95    2.620    2.625    0.000
   401.02    2.620    2.625    0.000
   401.08    2.620    2.625    0.000
   401.15    2.620    2.625    0.000
   401.21    2.620    2.625    0.000
   401.28    2.620    2.625    0.000
   401.35    2.620    2.625    0.000
   401.41    2.620    2.625    0.000
   401.48    2.620    2.625    0.000
   401.54    2.615    2.625    0.000
   401.61    2.620    2.625    0.000
   401.68    2.620    2.625    0.000
   401.74    2.620    2.625    0.000
   401.81    2.620    2.625    0.000
   401.87    2.615    2.625    0.000
   401.94    2.620    2.625    0.000
   402.01    2.615    2.625    0.000
   402.07    2.615    2.625    0.000
   402.14    2.615    2.625    0.000
   402.20    2.615    2.625    0.000
   402.27    2.615    2.620    0.000
   402.34    2.615    2.620    0.000
   402.40    2.615    2.620    0.000
   402.47    2.615    2.620    0.000
   402.53    2.615    2.620    0.000
   402.60    2.615    2.620    0.000
   402.67    2.615    2.620    0.000
   402.73    2.615    2.620    0.000
   402.80    2.615    2.620    0.000
   402.86    2.615    2.620    0.000
   402.93    2.615    2.620    0.000
   403.00    2.615    2.620    0.000
   403.06    2.615    2.620    0.000
   403.13    2.615    2.620    0.000
   403.19    2.615    2.620    0.000
   403.26    2.615    2.620    0.000
   403.33    2.615    2.620    0.000
   403.39    2.615    2.620    0.000
   403.46    2.615    2.620    0.000
   403.52    2.615    2.620    0.000
   403.59    2.615    2.620    0.000
   403.66    2.615    2.620    0.000
   403.72    2.615    2.620    0.000
   403.79    2.615    2.620    0.000
   403.85    2.615    2.620    0.000
   403.92    2.615    2.620    0.000
   403.99    2.615    2.620    0.000
   404.05    2.615    2.620    0.000
   404.12    2.615    2.620    0.000
   404.18    2.615    2.620    0.000
   404.25    2.615    2.620    0.000
   404.32    2.615    2.620    0.000
   404.38    2.615    2.615    0.000
   404.45    2.615    2.620    0.000
   404.51    2.615    2.620    0.000
   404.58    2.615    2.620    0.000
   404.65    2.615    2.615    0.000
   404.71    2.610    2.620    0.000
   404.78    2.615    2.615    0.000
   404.84    2.615    2.615    0.000
   404.91    2.610    2.615    0.000
   404.98    2.615    2.615    0.000
   405.04    2.610    2.615    0.000
   405.11    2.610    2.615    0.000
   405.17    2.610    2.615    0.000
   405.24    2.610    2.615    0.000
   405.31    2.610    2.615    0.000
   405.37    2.610    2.615    0.000
   405.44    2.610    2.615    0.000
   405.50    2.610    2.615    0.000
   405.57    2.610    2.615    0.000
   405.64    2.610    2.615    0.000
   405.70    2.610    2.615    0.000
   405.77    2.610    2.615    0.000
   405.83    2.610    2.615    0.000
   405.90    2.610    2.615    0.000
   405.97    2.610    2.615    0.000
   406.03    2.610    2.615    0.000
   406.10    2.610    2.615    0.000
   406.16    2.610    2.615    0.000
   406.23    2.610    2.615    0.000
   406.30    2.610    2.615    0.000
   406.36    2.610    2.615    0.000
   406.43    2.610    2.615    0.000
   406.49    2.610    2.615    0.000
   406.56    2.610    2.615    0.000
   406.63    2.610    2.615    0.000
   406.69    2.610    2.615    0.000
   406.76    2.610    2.615    0.000
   406.82    2.610    2.615    0.000
   406.89    2.610    2.615    0.000
   406.96    2.610    2.615    0.000
   407.02    2.610    2.615    0.000
   407.09    2.610    2.615    0.000
   407.15    2.610    2.615    0.000
   407.22    2.610    2.615    0.000
   407.29    2.610    2.615    0.000
   407.35    2.610    2.615    0.000
   407.42    2.605    2.610    0.000
   407.48    2.610    2.610    0.000
   407.55    2.610    2.610    0.000
   407.62    2.605    2.615    0.000
   407.68    2.610    2.610    0.000
   407.75    2.610    2.610    0.000
   407.81    2.605    2.610    0.000
   407.88    2.610    2.610    0.000
   407.95    2.610    2.610    0.000
   408.01    2.605    2.610    0.000
   408.08    2.605    2.610    0.000
   408.14    2.605    2.610    0.000
   408.21    2.605    2.610    0.000
   408.28    2.605    2.610    0.000
   408.34    2.605    2.610    0.000
   408.41    2.605    2.610    0.000
   408.47    2.605    2.610    0.000
   408.54    2.605    2.610    0.000
   408.61    2.605    2.610    0.000
   408.67    2.605    2.610    0.000
   408.74    2.605    2.610    0.000
   408.80    2.605    2.610    0.000
   408.87    2.605    2.610    0.000
   408.94    2.605    2.610    0.000
   409.00    2.605    2.610    0.000
   409.07    2.605    2.610    0.000
   409.13    2.605    2.610    0.000
   409.20    2.605    2.610    0.000
   409.27    2.605    2.610    0.000
   409.33    2.605    2.610    0.000
   409.40    2.605    2.610    0.000
   409.46    2.605    2.610    0.000
   409.53    2.605    2.610    0.000
   409.60    2.605    2.610    0.000
   409.66    2.605    2.605    0.000
   409.73    2.605    2.610    0.000
   409.79    2.605    2.610    0.000
   409.86    2.605    2.605    0.000
   409.93    2.605    2.610    0.000
   409.99    2.605    2.610    0.000
   410.06    2.600    2.605    0.000
   410.12    2.600    2.605    0.000
   410.19    2.605    2.605    0.000
   410.26    2.600    2.605    0.000
   410.32    2.600    2.605    0.000
   410.39    2.600    2.605    0.000
   410.45    2.600    2.605    0.000
   410.52    2.600    2.605    0.000
   410.59    2.600    2.605    0.000
   410.65    2.600    2.605    0.000
   410.72    2.600    2.605    0.000
   410.78    2.600    2.605    0.000
   410.85    2.600    2.605    0.000
   410.92    2.600    2.605    0.000
   410.98    2.600    2.605    0.000
   411.05    2.600    2.605    0.000
   411.11    2.600    2.605    0.000
   411.18    2.600    2.605    0.000
   411.25    2.600    2.605    0.000
   411.31    2.600    2.605    0.000
   411.38    2.600    2.605    0.000
   411.44    2.600    2.605    0.000
   411.51    2.600    2.605    0.000
   411.58    2.600    2.605    0.000
   411.64    2.600    2.605    0.000
   411.71    2.600    2.605    0.000
   411.77    2.600    2.605    0.000
   411.84    2.600    2.605    0.000
   411.91    2.600    2.605    0.000
   411.97    2.600    2.605    0.000
   412.04    2.600    2.605    0.000
   412.10    2.600    2.605    0.000
   412.17    2.600    2.605    0.000
   412.24    2.600    2.605    0.000
   412.30    2.600    2.605    0.000
   412.37    2.600    2.605    0.000
   412.43    2.600    2.605    0.000
   412.50    2.600    2.605    0.000
   412.57    2.600    2.600    0.000
   412.63    2.600    2.605    0.000
   412.70    2.600    2.600    0.000
   412.76    2.600    2.600    0.000
   412.83    2.600    2.600    0.000
   412.90    2.600    2.600    0.000
   412.96    2.600    2.600    0.000
   413.03    2.600    2.600    0.000
   413.09    2.600    2.600    0.000
   413.16    2.600    2.600    0.000
   413.23    2.600    2.600    0.000
   413.29    2.600    2.600    0.000
   413.36    2.600    2.600    0.000
   413.42    2.600    2.600    0.000
   413.49    2.595    2.600    0.000
   413.56    2.595    2.600    0.000
   413.62    2.595    2.600    0.000
   413.69    2.595    2.600    0.000
   413.75    2.595    2.600    0.000
   413.82    2.595    2.600    0.000
   413.89    2.595    2.600    0.000
   413.95    2.595    2.600    0.000
   414.02    2.595    2.600    0.000
   414.08    2.595    2.600    0.000
   414.15    2.595    2.600    0.000
   414.22    2.595    2.600    0.000
   414.28    2.595    2.600    0.000
   414.35    2.595    2.600    0.000
   414.41    2.595    2.600    0.000
   414.48    2.595    2.600    0.000
   414.55    2.595    2.600    0.000
   414.61    2.595    2.600    0.000
   414.68    2.595    2.600    0.000
   414.74    2.595    2.600    0.000
   414.81    2.595    2.600    0.000
   414.88    2.595    2.600    0.000
   414.94    2.595    2.600    0.000
   415.01    2.595    2.600    0.000
   415.07    2.595    2.600    0.000
   415.14    2.595    2.600    0.000
   415.21    2.595    2.600    0.000
   415.27    2.595    2.600    0.000
   415.34    2.595    2.600    0.000
   415.40    2.595    2.600    0.000
   415.47    2.595    2.600    0.000
   415.54    2.595    2.600    0.000
   415.60    2.595    2.600    0.000
   415.67    2.595    2.595    0.000
   415.73    2.595    2.595    0.000
   415.80    2.595    2.595    0.000
   415.87    2.595    2.600    0.000
   415.93    2.595    2.595    0.000
   416.00    2.595    2.595    0.000
   416.06    2.595    2.595    0.000
   416.13    2.595    2.595    0.000
   416.20    2.595    2.595    0.000
   416.26    2.595    2.595    0.000
   416.33    2.595    2.595    0.000
   416.39    2.595    2.595    0.000
   416.46    2.595    2.595    0.000
   416.53    2.595    2.595    0.000
   416.59    2.595    2.595    0.000
   416.66    2.595    2.595    0.000
   416.72    2.595    2.595    0.000
   416.79    2.595    2.595    0.000
   416.86    2.595    2.595    0.000
   416.92    2.595    2.595    0.000
   416.99    2.595    2.595    0.000
   417.05    2.595    2.595    0.000
   417.12    2.595    2.595    0.000
   417.19    2.590    2.595    0.000
   417.25    2.595    2.595    0.000
   417.32    2.590    2.595    0.000
   417.38    2.595    2.595    0.000
   417.45    2.590    2.595    0.000
   417.52    2.590    2.595    0.000
   417.58    2.590    2.595    0.000
   417.65    2.590    2.595    0.000
   417.71    2.590    2.595    0.000
   417.78    2.590    2.595    0.000
   417.85    2.590    2.595    0.000
   417.91    2.595    2.595    0.000
   417.98    2.590    2.595    0.000
   418.04    2.590    2.595    0.000
   418.11    2.590    2.595    0.000
   418.18    2.590    2.595    0.000
   418.24    2.590    2.595    0.000
   418.31    2.590    2.595    0.000
   418.37    2.590    2.595    0.000
   418.44    2.590    2.595    0.000
   418.51    2.590    2.590    0.000
   418.57    2.590    2.595    0.000
   418.64    2.590    2.595    0.000
   418.70    2.590    2.590    0.000
   418.77    2.590    2.590    0.000
   418.84    2.590    2.590    0.000
   418.90    2.590    2.590    0.000
   418.97    2.590    2.595    0.000
   419.03    2.590    2.590    0.000
   419.10    2.590    2.590    0.000
   419.17    2.590    2.590    0.000
   419.23    2.590    2.590    0.000
   419.30    2.590    2.590    0.000
   419.36    2.590    2.590    0.000
   419.43    2.590    2.590    0.000
   419.50    2.590    2.590    0.000
   419.56    2.590    2.590    0.000
   419.63    2.590    2.590    0.000
   419.69    2.590    2.590    0.000
   419.76    2.590    2.590    0.000
   419.83    2.590    2.590    0.000
   419.89    2.590    2.590    0.000
   419.96    2.590    2.590    0.000
   420.02    2.590    2.590    0.000
   420.09    2.590    2.590    0.000
   420.16    2.590    2.590    0.000
   420.22    2.590    2.590    0.000
   420.29    2.590    2.590    0.000
   420.35    2.590    2.590    0.000
   420.42    2.590    2.590    0.000
   420.49    2.590    2.590    0.000
   420.55    2.590    2.590    0.000
   420.62    2.590    2.590    0.000
   420.68    2.590    2.590    0.000
   420.75    2.590    2.590    0.000
   420.82    2.590    2.590    0.000
   420.88    2.590    2.590    0.000
   420.95    2.590    2.590    0.000
   421.01    2.590    2.590    0.000
   421.08    2.590    2.590    0.000
   421.15    2.590    2.590    0.000
   421.21    2.585    2.590    0.000
   421.28    2.590    2.590    0.000
   421.34    2.585    2.585    0.000
   421.41    2.585    2.590    0.000
   421.48    2.585    2.590    0.000
   421.54    2.585    2.590    0.000
   421.61    2.590    2.590    0.000
   421.67    2.585    2.585    0.000
   421.74    2.585    2.585    0.000
   421.81    2.585    2.590    0.000
   421.87    2.585    2.590    0.000
   421.94    2.585    2.585    0.000
   422.00    2.585    2.585    0.000
   422.07    2.585    2.585    0.000
   422.14    2.585    2.585    0.000
   422.20    2.585    2.585    0.000
   422.27    2.585    2.585    0.000
   422.33    2.585    2.585    0.000
   422.40    2.585    2.585    0.000
   422.47    2.585    2.585    0.000
   422.53    2.585    2.585    0.000
   422.60    2.585    2.585    0.000
   422.66    2.585    2.585    0.000
   422.73    2.585    2.585    0.000
   422.80    2.585    2.585    0.000
   422.86    2.585    2.585    0.000
   422.93    2.585    2.585    0.000
   422.99    2.585    2.585    0.000
   423.06    2.585    2.585    0.000
   423.13    2.585    2.585    0.000
   423.19    2.585    2.585    0.000
   423.26    2.585    2.585    0.000
   423.32    2.585    2.585    0.000
   423.39    2.585    2.585    0.000
   423.46    2.585    2.585    0.000
   423.52    2.585    2.585    0.000
   423.59    2.585    2.585    0.000
   423.65    2.585    2.585    0.000
   423.72    2.585    2.585    0.000
   423.79    2.585    2.585    0.000
   423.85    2.585    2.585    0.000
   423.92    2.585    2.585    0.000
   423.98    2.585    2.585    0.000
   424.05    2.585    2.585    0.000
   424.12    2.585    2.585    0.000
   424.18    2.585    2.585    0.000
   424.25    2.585    2.585    0.000
   424.31    2.585    2.585    0.000
   424.38    2.585    2.585    0.000
   424.45    2.585    2.585    0.000
   424.51    2.585    2.585    0.000
   424.58    2.585    2.585    0.000
   424.64    2.585    2.580    0.000
   424.71    2.585    2.580    0.000
   424.78    2.585    2.585    0.000
   424.84    2.585    2.580    0.000
   424.91    2.585    2.580    0.000
   424.97    2.580    2.580    0.000
   425.04    2.585    2.580    0.000
   425.11    2.580    2.580    0.000
   425.17    2.585    2.580    0.000
   425.24    2.580    2.585    0.000
   425.30    2.580    2.580    0.000
   425.37    2.580    2.580    0.000
   425.44    2.580    2.580    0.000
   425.50    2.580    2.580    0.000
   425.57    2.580    2.580    0.000
   425.63    2.580    2.580    0.000
   425.70    2.580    2.580    0.000
   425.77    2.580    2.580    0.000
   425.83    2.580    2.580    0.000
   425.90    2.580    2.580    0.000
   425.96    2.580    2.580    0.000
   426.03    2.580    2.580    0.000
   426.10    2.580    2.580    0.000
   426.16    2.580    2.580    0.000
   426.23    2.580    2.580    0.000
   426.29    2.580    2.580    0.000
   426.36    2.580    2.580    0.000
   426.43    2.580    2.580    0.000
   426.49    2.580    2.580    0.000
   426.56    2.580    2.580    0.000
   426.62    2.580    2.580    0.000
   426.69    2.580    2.580    0.000
   426.76    2.580    2.580    0.000
   426.82    2.580    2.580    0.000
   426.89    2.580    2.580    0.000
   426.95    2.580    2.580    0.000
   427.02    2.580    2.580    0.000
   427.09    2.580    2.580    0.000
   427.15    2.580    2.580    0.000
   427.22    2.580    2.580    0.000
   427.28    2.580    2.580    0.000
   427.35    2.580    2.580    0.000
   427.42    2.580    2.580    0.000
   427.48    2.580    2.580    0.000
   427.55    2.580    2.580    0.000
   427.61    2.580    2.580    0.000
   427.68    2.580    2.580    0.000
   427.75    2.580    2.580    0.000
   427.81    2.580    2.580    0.000
   427.88    2.580    2.580    0.000
   427.94    2.580    2.575    0.000
   428.01    2.580    2.580    0.000
   428.08    2.580    2.580    0.000
   428.14    2.580    2.575    0.000
   428.21    2.580    2.575    0.000
   428.27    2.580    2.575    0.000
   428.34    2.580    2.575    0.000
   428.41    2.580    2.575    0.000
   428.47    2.580    2.575    0.000
   428.54    2.580    2.575    0.000
   428.60    2.580    2.575    0.000
   428.67    2.580    2.575    0.000
   428.74    2.580    2.575    0.000
   428.80    2.580    2.575    0.000
   428.87    2.580    2.575    0.000
   428.93    2.580    2.575    0.000
   429.00    2.580    2.575    0.000
   429.07    2.580    2.575    0.000
   429.13    2.580    2.575    0.000
   429.20    2.580    2.575    0.000
   429.26    2.580    2.575    0.000
   429.33    2.580    2.575    0.000
   429.40    2.580    2.575    0.000
   429.46    2.580    2.575    0.000
   429.53    2.580    2.575    0.000
   429.59    2.580    2.575    0.000
   429.66    2.580    2.575    0.000
   429.73    2.575    2.575    0.000
   429.79    2.580    2.575    0.000
   429.86    2.580    2.575    0.000
   429.92    2.580    2.575    0.000
   429.99    2.580    2.575    0.000
   430.06    2.580    2.575    0.000
   430.12    2.575    2.575    0.000
   430.19    2.580    2.575    0.000
   430.25    2.575    2.575    0.000
   430.32    2.575    2.575    0.000
   430.39    2.575    2.575    0.000
   430.45    2.580    2.575    0.000
   430.52    2.575    2.575    0.000
   430.58    2.575    2.575    0.000
   430.65    2.580    2.575    0.000
   430.72    2.575    2.575    0.000
   430.78    2.575    2.575    0.000
   430.85    2.575    2.575    0.000
   430.91    2.575    2.575    0.000
   430.98    2.575    2.575    0.000
   431.05    2.580    2.575    0.000
   431.11    2.575    2.575    0.000
   431.18    2.575    2.575    0.000
   431.24    2.575    2.575    0.000
   431.31    2.575    2.575    0.000
   431.38    2.575    2.570    0.000
   431.44    2.575    2.575    0.000
   431.51    2.575    2.570    0.000
   431.57    2.575    2.575    0.000
   431.64    2.575    2.575    0.000
   431.71    2.575    2.575    0.000
   431.77    2.575    2.575    0.000
   431.84    2.575    2.570    0.000
   431.90    2.575    2.570    0.000
   431.97    2.575    2.570    0.000
   432.04    2.575    2.570    0.000
   432.10    2.575    2.575    0.000
   432.17    2.575    2.570    0.000
   432.23    2.575    2.570    0.000
   432.30    2.575    2.570    0.000
   432.37    2.575    2.570    0.000
   432.43    2.575    2.570    0.000
   432.50    2.575    2.570    0.000
   432.56    2.575    2.570    0.000
   432.63    2.575    2.570    0.000
   432.70    2.575    2.570    0.000
   432.76    2.575    2.570    0.000
   432.83    2.575    2.570    0.000
   432.89    2.575    2.570    0.000
   432.96    2.575    2.570    0.000
   433.03    2.575    2.570    0.000
   433.09    2.575    2.570    0.000
   433.16    2.575    2.570    0.000
   433.22    2.575    2.570    0.000
   433.29    2.575    2.570    0.000
   433.36    2.575    2.570    0.000
   433.42    2.575    2.570    0.000
   433.49    2.575    2.570    0.000
