Data export from TecQuipment CE2000

Data series 1

    Time       T1       T2 heater input 
  1359.67    2.740    2.750    0.000
  1359.73    2.740    2.755    0.000
  1359.80    2.740    2.755    0.000
  1359.86    2.740    2.755    0.000
  1359.93    2.740    2.755    0.000
  1360.00    2.740    2.750    0.000
  1360.06    2.740    2.750    0.000
  1360.13    2.740    2.750    0.000
  1360.19    2.740    2.755    0.000
  1360.26    2.740    2.750    0.000
  1360.33    2.740    2.750    0.000
  1360.39    2.740    2.750    0.000
  1360.46    2.740    2.750    0.000
  1360.52    2.740    2.750    0.000
  1360.59    2.740    2.750    0.000
  1360.66    2.740    2.750    0.000
  1360.72    2.740    2.750    0.000
  1360.79    2.740    2.750    0.000
  1360.85    2.735    2.750    0.000
  1360.92    2.740    2.750    0.000
  1360.99    2.740    2.750    0.000
  1361.05    2.740    2.750    0.000
  1361.12    2.740    2.750    0.000
  1361.18    2.740    2.750    0.000
  1361.25    2.735    2.750    0.000
  1361.32    2.740    2.750    0.000
  1361.38    2.735    2.750    0.000
  1361.45    2.735    2.750    0.000
  1361.51    2.735    2.750    0.000
  1361.58    2.735    2.750    0.000
  1361.65    2.740    2.750    0.000
  1361.71    2.735    2.750    0.000
  1361.78    2.735    2.750    0.000
  1361.84    2.735    2.750    0.000
  1361.91    2.735    2.750    0.000
  1361.98    2.735    2.750    0.000
  1362.04    2.735    2.750    0.000
  1362.11    2.735    2.745    0.000
  1362.17    2.735    2.750    0.000
  1362.24    2.735    2.750    0.000
  1362.31    2.735    2.745    0.000
  1362.37    2.735    2.750    0.000
  1362.44    2.735    2.745    0.000
  1362.50    2.735    2.750    0.000
  1362.57    2.735    2.745    0.000
  1362.64    2.735    2.745    0.000
  1362.70    2.735    2.745    0.000
  1362.77    2.735    2.745    0.000
  1362.83    2.735    2.745    0.000
  1362.90    2.735    2.745    0.000
  1362.97    2.735    2.745    0.000
  1363.03    2.735    2.745    0.000
  1363.10    2.735    2.745    0.000
  1363.16    2.735    2.745    0.000
  1363.23    2.735    2.745    0.000
  1363.30    2.735    2.745    0.000
  1363.36    2.735    2.745    0.000
  1363.43    2.735    2.745    0.000
  1363.49    2.735    2.745    0.000
  1363.56    2.735    2.745    0.000
  1363.63    2.735    2.745    0.000
  1363.69    2.735    2.745    0.000
  1363.76    2.735    2.745    0.000
  1363.82    2.735    2.745    0.000
  1363.89    2.735    2.745    0.000
  1363.96    2.735    2.745    0.000
  1364.02    2.730    2.745    0.000
  1364.09    2.735    2.745    0.000
  1364.15    2.735    2.740    0.000
  1364.22    2.735    2.745    0.000
  1364.29    2.730    2.745    0.000
  1364.35    2.730    2.745    0.000
  1364.42    2.730    2.745    0.000
  1364.48    2.730    2.745    0.000
  1364.55    2.730    2.740    0.000
  1364.62    2.730    2.740    0.000
  1364.68    2.730    2.740    0.000
  1364.75    2.730    2.740    0.000
  1364.81    2.730    2.740    0.000
  1364.88    2.730    2.740    0.000
  1364.95    2.730    2.740    0.000
  1365.01    2.730    2.740    0.000
  1365.08    2.730    2.740    0.000
  1365.14    2.730    2.740    0.000
  1365.21    2.730    2.740    0.000
  1365.28    2.730    2.740    0.000
  1365.34    2.730    2.740    0.000
  1365.41    2.730    2.740    0.000
  1365.47    2.730    2.740    0.000
  1365.54    2.730    2.740    0.000
  1365.61    2.730    2.740    0.000
  1365.67    2.730    2.740    0.000
  1365.74    2.730    2.740    0.000
  1365.80    2.730    2.740    0.000
  1365.87    2.730    2.740    0.000
  1365.94    2.730    2.740    0.000
  1366.00    2.730    2.740    0.000
  1366.07    2.725    2.740    0.000
  1366.13    2.730    2.740    0.000
  1366.20    2.730    2.740    0.000
  1366.27    2.725    2.740    0.000
  1366.33    2.725    2.740    0.000
  1366.40    2.730    2.740    0.000
  1366.46    2.730    2.735    0.000
  1366.53    2.725    2.735    0.000
  1366.60    2.725    2.740    0.000
  1366.66    2.725    2.735    0.000
  1366.73    2.725    2.735    0.000
  1366.79    2.730    2.735    0.000
  1366.86    2.725    2.735    0.000
  1366.93    2.725    2.735    0.000
  1366.99    2.725    2.735    0.000
  1367.06    2.725    2.735    0.000
  1367.12    2.725    2.735    0.000
  1367.19    2.725    2.735    0.000
  1367.26    2.725    2.735    0.000
  1367.32    2.725    2.735    0.000
  1367.39    2.725    2.735    0.000
  1367.45    2.725    2.735    0.000
  1367.52    2.725    2.735    0.000
  1367.59    2.725    2.735    0.000
  1367.65    2.725    2.735    0.000
  1367.72    2.725    2.735    0.000
  1367.78    2.725    2.735    0.000
  1367.85    2.725    2.735    0.000
  1367.92    2.725    2.735    0.000
  1367.98    2.725    2.735    0.000
  1368.05    2.725    2.735    0.000
  1368.11    2.725    2.735    0.000
  1368.18    2.725    2.735    0.000
  1368.25    2.725    2.735    0.000
  1368.31    2.725    2.735    0.000
  1368.38    2.725    2.735    0.000
  1368.44    2.725    2.735    0.000
  1368.51    2.725    2.735    0.000
  1368.58    2.725    2.735    0.000
  1368.64    2.725    2.735    0.000
  1368.71    2.725    2.735    0.000
  1368.77    2.725    2.735    0.000
  1368.84    2.725    2.735    0.000
  1368.91    2.725    2.735    0.000
  1368.97    2.725    2.735    0.000
  1369.04    2.720    2.735    0.000
  1369.10    2.725    2.730    0.000
  1369.17    2.725    2.730    0.000
  1369.24    2.725    2.730    0.000
  1369.30    2.720    2.735    0.000
  1369.37    2.725    2.730    0.000
  1369.43    2.720    2.735    0.000
  1369.50    2.720    2.730    0.000
  1369.57    2.720    2.730    0.000
  1369.63    2.720    2.730    0.000
  1369.70    2.720    2.730    0.000
  1369.76    2.720    2.730    0.000
  1369.83    2.720    2.730    0.000
  1369.90    2.720    2.730    0.000
  1369.96    2.720    2.730    0.000
  1370.03    2.720    2.730    0.000
  1370.09    2.720    2.730    0.000
  1370.16    2.720    2.730    0.000
  1370.23    2.720    2.730    0.000
  1370.29    2.720    2.730    0.000
  1370.36    2.720    2.730    0.000
  1370.42    2.720    2.730    0.000
  1370.49    2.720    2.730    0.000
  1370.56    2.720    2.730    0.000
  1370.62    2.720    2.730    0.000
  1370.69    2.720    2.730    0.000
  1370.75    2.720    2.730    0.000
  1370.82    2.720    2.730    0.000
  1370.89    2.720    2.730    0.000
  1370.95    2.720    2.730    0.000
  1371.02    2.720    2.730    0.000
  1371.08    2.720    2.730    0.000
  1371.15    2.720    2.730    0.000
  1371.22    2.720    2.730    0.000
  1371.28    2.720    2.730    0.000
  1371.35    2.720    2.725    0.000
  1371.41    2.720    2.730    0.000
  1371.48    2.720    2.730    0.000
  1371.55    2.720    2.725    0.000
  1371.61    2.720    2.730    0.000
  1371.68    2.715    2.725    0.000
  1371.74    2.715    2.725    0.000
  1371.81    2.715    2.725    0.000
  1371.88    2.715    2.725    0.000
  1371.94    2.715    2.725    0.000
  1372.01    2.715    2.725    0.000
  1372.07    2.715    2.725    0.000
  1372.14    2.715    2.725    0.000
  1372.21    2.715    2.725    0.000
  1372.27    2.715    2.725    0.000
  1372.34    2.715    2.725    0.000
  1372.40    2.715    2.725    0.000
  1372.47    2.715    2.725    0.000
  1372.54    2.715    2.725    0.000
  1372.60    2.715    2.725    0.000
  1372.67    2.715    2.725    0.000
  1372.73    2.715    2.725    0.000
  1372.80    2.715    2.725    0.000
  1372.87    2.715    2.725    0.000
  1372.93    2.715    2.725    0.000
  1373.00    2.715    2.725    0.000
  1373.06    2.715    2.725    0.000
  1373.13    2.715    2.725    0.000
  1373.20    2.715    2.725    0.000
  1373.26    2.715    2.725    0.000
  1373.33    2.715    2.725    0.000
  1373.39    2.715    2.725    0.000
  1373.46    2.715    2.725    0.000
  1373.53    2.715    2.725    0.000
  1373.59    2.715    2.725    0.000
  1373.66    2.715    2.725    0.000
  1373.72    2.715    2.725    0.000
  1373.79    2.715    2.720    0.000
  1373.86    2.715    2.720    0.000
  1373.92    2.715    2.720    0.000
  1373.99    2.715    2.725    0.000
  1374.05    2.715    2.720    0.000
  1374.12    2.715    2.725    0.000
  1374.19    2.710    2.725    0.000
  1374.25    2.715    2.720    0.000
  1374.32    2.715    2.720    0.000
  1374.38    2.715    2.720    0.000
  1374.45    2.715    2.720    0.000
  1374.52    2.710    2.720    0.000
  1374.58    2.710    2.720    0.000
  1374.65    2.715    2.720    0.000
  1374.71    2.710    2.720    0.000
  1374.78    2.710    2.720    0.000
  1374.85    2.710    2.720    0.000
  1374.91    2.715    2.720    0.000
  1374.98    2.710    2.720    0.000
  1375.04    2.710    2.720    0.000
  1375.11    2.715    2.720    0.000
  1375.18    2.710    2.720    0.000
  1375.24    2.710    2.720    0.000
  1375.31    2.710    2.720    0.000
  1375.37    2.710    2.720    0.000
  1375.44    2.710    2.720    0.000
  1375.51    2.710    2.720    0.000
  1375.57    2.710    2.720    0.000
  1375.64    2.710    2.720    0.000
  1375.70    2.710    2.720    0.000
  1375.77    2.710    2.720    0.000
  1375.84    2.710    2.720    0.000
  1375.90    2.710    2.720    0.000
  1375.97    2.710    2.720    0.000
  1376.03    2.710    2.720    0.000
  1376.10    2.710    2.715    0.000
  1376.17    2.710    2.720    0.000
  1376.23    2.710    2.720    0.000
  1376.30    2.710    2.720    0.000
  1376.36    2.710    2.715    0.000
  1376.43    2.710    2.715    0.000
  1376.50    2.710    2.715    0.000
  1376.56    2.710    2.715    0.000
  1376.63    2.710    2.715    0.000
  1376.69    2.710    2.715    0.000
  1376.76    2.710    2.715    0.000
  1376.83    2.710    2.715    0.000
  1376.89    2.710    2.715    0.000
  1376.96    2.710    2.715    0.000
  1377.02    2.710    2.715    0.000
  1377.09    2.710    2.715    0.000
  1377.16    2.705    2.715    0.000
  1377.22    2.710    2.715    0.000
  1377.29    2.705    2.715    0.000
  1377.35    2.710    2.715    0.000
  1377.42    2.710    2.715    0.000
  1377.49    2.710    2.715    0.000
  1377.55    2.705    2.715    0.000
  1377.62    2.705    2.715    0.000
  1377.68    2.710    2.715    0.000
  1377.75    2.710    2.715    0.000
  1377.82    2.705    2.715    0.000
  1377.88    2.705    2.715    0.000
  1377.95    2.705    2.715    0.000
  1378.01    2.705    2.715    0.000
  1378.08    2.705    2.715    0.000
  1378.15    2.705    2.715    0.000
  1378.21    2.705    2.715    0.000
  1378.28    2.705    2.715    0.000
  1378.34    2.705    2.715    0.000
  1378.41    2.705    2.715    0.000
  1378.48    2.705    2.715    0.000
  1378.54    2.705    2.715    0.000
  1378.61    2.705    2.715    0.000
  1378.67    2.705    2.715    0.000
  1378.74    2.705    2.715    0.000
  1378.81    2.705    2.715    0.000
  1378.87    2.705    2.710    0.000
  1378.94    2.705    2.710    0.000
  1379.00    2.705    2.715    0.000
  1379.07    2.705    2.710    0.000
  1379.14    2.705    2.710    0.000
  1379.20    2.705    2.715    0.000
  1379.27    2.705    2.715    0.000
  1379.33    2.705    2.710    0.000
  1379.40    2.705    2.710    0.000
  1379.47    2.705    2.710    0.000
  1379.53    2.705    2.710    0.000
  1379.60    2.705    2.710    0.000
  1379.66    2.705    2.710    0.000
  1379.73    2.705    2.710    0.000
  1379.80    2.705    2.710    0.000
  1379.86    2.705    2.710    0.000
  1379.93    2.705    2.710    0.000
  1379.99    2.700    2.710    0.000
  1380.06    2.705    2.710    0.000
  1380.13    2.700    2.710    0.000
  1380.19    2.700    2.710    0.000
  1380.26    2.705    2.710    0.000
  1380.32    2.700    2.710    0.000
  1380.39    2.700    2.710    0.000
  1380.46    2.700    2.710    0.000
  1380.52    2.700    2.710    0.000
  1380.59    2.700    2.710    0.000
  1380.65    2.700    2.710    0.000
  1380.72    2.700    2.710    0.000
  1380.79    2.700    2.710    0.000
  1380.85    2.700    2.710    0.000
  1380.92    2.700    2.710    0.000
  1380.98    2.700    2.710    0.000
  1381.05    2.700    2.710    0.000
  1381.12    2.700    2.710    0.000
  1381.18    2.700    2.710    0.000
  1381.25    2.700    2.710    0.000
  1381.31    2.700    2.710    0.000
  1381.38    2.700    2.705    0.000
  1381.45    2.700    2.710    0.000
  1381.51    2.700    2.705    0.000
  1381.58    2.700    2.705    0.000
  1381.64    2.700    2.710    0.000
  1381.71    2.700    2.705    0.000
  1381.78    2.700    2.705    0.000
  1381.84    2.700    2.705    0.000
  1381.91    2.700    2.710    0.000
  1381.97    2.700    2.705    0.000
  1382.04    2.700    2.705    0.000
  1382.11    2.700    2.705    0.000
  1382.17    2.700    2.705    0.000
  1382.24    2.700    2.705    0.000
  1382.30    2.700    2.705    0.000
  1382.37    2.700    2.705    0.000
  1382.44    2.700    2.705    0.000
  1382.50    2.700    2.705    0.000
  1382.57    2.700    2.705    0.000
  1382.63    2.700    2.705    0.000
  1382.70    2.700    2.705    0.000
  1382.77    2.695    2.705    0.000
  1382.83    2.700    2.705    0.000
  1382.90    2.700    2.705    0.000
  1382.96    2.695    2.705    0.000
  1383.03    2.700    2.705    0.000
  1383.10    2.695    2.705    0.000
  1383.16    2.695    2.705    0.000
  1383.23    2.695    2.705    0.000
  1383.29    2.695    2.705    0.000
  1383.36    2.695    2.705    0.000
  1383.43    2.695    2.705    0.000
  1383.49    2.695    2.705    0.000
  1383.56    2.695    2.705    0.000
  1383.62    2.695    2.705    0.000
  1383.69    2.695    2.705    0.000
  1383.76    2.695    2.705    0.000
  1383.82    2.695    2.700    0.000
  1383.89    2.695    2.705    0.000
  1383.95    2.695    2.705    0.000
  1384.02    2.695    2.700    0.000
  1384.09    2.695    2.700    0.000
  1384.15    2.695    2.700    0.000
  1384.22    2.695    2.700    0.000
  1384.28    2.695    2.700    0.000
  1384.35    2.695    2.700    0.000
  1384.42    2.695    2.700    0.000
  1384.48    2.695    2.700    0.000
  1384.55    2.695    2.700    0.000
  1384.61    2.695    2.700    0.000
  1384.68    2.695    2.700    0.000
  1384.75    2.695    2.700    0.000
  1384.81    2.695    2.700    0.000
  1384.88    2.695    2.700    0.000
  1384.94    2.695    2.700    0.000
  1385.01    2.695    2.700    0.000
  1385.08    2.695    2.700    0.000
  1385.14    2.695    2.700    0.000
  1385.21    2.695    2.700    0.000
  1385.27    2.695    2.700    0.000
  1385.34    2.690    2.700    0.000
  1385.41    2.695    2.700    0.000
  1385.47    2.690    2.700    0.000
  1385.54    2.690    2.700    0.000
  1385.60    2.695    2.700    0.000
  1385.67    2.690    2.700    0.000
  1385.74    2.690    2.700    0.000
  1385.80    2.690    2.700    0.000
  1385.87    2.690    2.700    0.000
  1385.93    2.690    2.700    0.000
  1386.00    2.690    2.700    0.000
  1386.07    2.690    2.700    0.000
  1386.13    2.690    2.700    0.000
  1386.20    2.690    2.700    0.000
  1386.26    2.690    2.700    0.000
  1386.33    2.690    2.700    0.000
  1386.40    2.690    2.695    0.000
  1386.46    2.690    2.695    0.000
  1386.53    2.690    2.695    0.000
  1386.59    2.690    2.695    0.000
  1386.66    2.690    2.695    0.000
  1386.73    2.690    2.695    0.000
  1386.79    2.690    2.695    0.000
  1386.86    2.690    2.695    0.000
  1386.92    2.690    2.695    0.000
  1386.99    2.690    2.695    0.000
  1387.06    2.690    2.695    0.000
  1387.12    2.690    2.695    0.000
  1387.19    2.690    2.695    0.000
  1387.25    2.690    2.695    0.000
  1387.32    2.690    2.695    0.000
  1387.39    2.690    2.695    0.000
  1387.45    2.690    2.695    0.000
  1387.52    2.690    2.695    0.000
  1387.58    2.690    2.695    0.000
  1387.65    2.690    2.695    0.000
  1387.72    2.690    2.695    0.000
  1387.78    2.690    2.695    0.000
  1387.85    2.690    2.695    0.000
  1387.91    2.690    2.695    0.000
  1387.98    2.690    2.695    0.000
  1388.05    2.690    2.695    0.000
  1388.11    2.685    2.695    0.000
  1388.18    2.685    2.695    0.000
  1388.24    2.685    2.695    0.000
  1388.31    2.690    2.695    0.000
  1388.38    2.685    2.695    0.000
  1388.44    2.685    2.695    0.000
  1388.51    2.685    2.695    0.000
  1388.57    2.685    2.695    0.000
  1388.64    2.685    2.695    0.000
  1388.71    2.685    2.695    0.000
  1388.77    2.685    2.690    0.000
  1388.84    2.685    2.695    0.000
  1388.90    2.685    2.690    0.000
  1388.97    2.685    2.695    0.000
  1389.04    2.685    2.695    0.000
  1389.10    2.685    2.690    0.000
  1389.17    2.685    2.690    0.000
  1389.23    2.685    2.690    0.000
  1389.30    2.685    2.690    0.000
  1389.37    2.685    2.690    0.000
  1389.43    2.685    2.690    0.000
  1389.50    2.685    2.690    0.000
  1389.56    2.685    2.690    0.000
  1389.63    2.685    2.690    0.000
  1389.70    2.685    2.690    0.000
  1389.76    2.685    2.690    0.000
  1389.83    2.685    2.690    0.000
  1389.89    2.685    2.690    0.000
  1389.96    2.685    2.690    0.000
  1390.03    2.685    2.690    0.000
  1390.09    2.685    2.690    0.000
  1390.16    2.685    2.690    0.000
  1390.22    2.685    2.690    0.000
  1390.29    2.685    2.690    0.000
  1390.36    2.685    2.690    0.000
  1390.42    2.680    2.690    0.000
  1390.49    2.685    2.690    0.000
  1390.55    2.685    2.690    0.000
  1390.62    2.680    2.690    0.000
  1390.69    2.680    2.690    0.000
  1390.75    2.680    2.690    0.000
  1390.82    2.680    2.690    0.000
  1390.88    2.680    2.690    0.000
  1390.95    2.680    2.690    0.000
  1391.02    2.680    2.690    0.000
  1391.08    2.680    2.685    0.000
  1391.15    2.680    2.690    0.000
  1391.21    2.680    2.685    0.000
  1391.28    2.680    2.685    0.000
  1391.35    2.680    2.685    0.000
  1391.41    2.680    2.685    0.000
  1391.48    2.680    2.685    0.000
  1391.54    2.680    2.685    0.000
  1391.61    2.680    2.685    0.000
  1391.68    2.680    2.685    0.000
  1391.74    2.680    2.685    0.000
  1391.81    2.680    2.685    0.000
  1391.87    2.680    2.685    0.000
  1391.94    2.680    2.685    0.000
  1392.01    2.680    2.685    0.000
  1392.07    2.680    2.685    0.000
  1392.14    2.680    2.685    0.000
  1392.20    2.680    2.685    0.000
  1392.27    2.680    2.685    0.000
  1392.34    2.680    2.685    0.000
  1392.40    2.680    2.685    0.000
  1392.47    2.680    2.685    0.000
  1392.53    2.680    2.685    0.000
  1392.60    2.680    2.685    0.000
  1392.67    2.680    2.685    0.000
  1392.73    2.680    2.685    0.000
  1392.80    2.675    2.685    0.000
  1392.86    2.680    2.685    0.000
  1392.93    2.680    2.685    0.000
  1393.00    2.680    2.685    0.000
  1393.06    2.680    2.685    0.000
  1393.13    2.675    2.685    0.000
  1393.19    2.675    2.685    0.000
  1393.26    2.675    2.685    0.000
  1393.33    2.675    2.685    0.000
  1393.39    2.680    2.685    0.000
  1393.46    2.675    2.685    0.000
  1393.52    2.675    2.685    0.000
  1393.59    2.675    2.680    0.000
  1393.66    2.675    2.680    0.000
  1393.72    2.675    2.685    0.000
  1393.79    2.675    2.680    0.000
  1393.85    2.675    2.680    0.000
  1393.92    2.675    2.685    0.000
  1393.99    2.675    2.680    0.000
  1394.05    2.675    2.685    0.000
  1394.12    2.675    2.680    0.000
  1394.18    2.675    2.680    0.000
  1394.25    2.675    2.680    0.000
  1394.32    2.675    2.685    0.000
  1394.38    2.675    2.680    0.000
  1394.45    2.675    2.680    0.000
  1394.51    2.675    2.680    0.000
  1394.58    2.675    2.680    0.000
  1394.65    2.675    2.680    0.000
  1394.71    2.675    2.680    0.000
  1394.78    2.675    2.680    0.000
  1394.84    2.675    2.680    0.000
  1394.91    2.675    2.680    0.000
  1394.98    2.675    2.680    0.000
  1395.04    2.675    2.680    0.000
  1395.11    2.675    2.680    0.000
  1395.17    2.675    2.680    0.000
  1395.24    2.675    2.680    0.000
  1395.31    2.675    2.680    0.000
  1395.37    2.675    2.680    0.000
  1395.44    2.675    2.680    0.000
  1395.50    2.675    2.680    0.000
  1395.57    2.675    2.680    0.000
  1395.64    2.675    2.680    0.000
  1395.70    2.675    2.680    0.000
  1395.77    2.675    2.680    0.000
  1395.83    2.675    2.680    0.000
  1395.90    2.670    2.680    0.000
  1395.97    2.675    2.680    0.000
  1396.03    2.670    2.680    0.000
  1396.10    2.675    2.680    0.000
  1396.16    2.675    2.680    0.000
  1396.23    2.670    2.680    0.000
  1396.30    2.675    2.675    0.000
  1396.36    2.675    2.675    0.000
  1396.43    2.670    2.680    0.000
  1396.49    2.670    2.675    0.000
  1396.56    2.675    2.680    0.000
  1396.63    2.670    2.675    0.000
  1396.69    2.670    2.675    0.000
  1396.76    2.670    2.675    0.000
  1396.82    2.670    2.675    0.000
  1396.89    2.670    2.675    0.000
  1396.96    2.670    2.675    0.000
  1397.02    2.670    2.675    0.000
  1397.09    2.670    2.675    0.000
  1397.15    2.670    2.675    0.000
  1397.22    2.670    2.675    0.000
  1397.29    2.670    2.675    0.000
  1397.35    2.670    2.675    0.000
  1397.42    2.670    2.675    0.000
  1397.48    2.670    2.675    0.000
  1397.55    2.670    2.675    0.000
  1397.62    2.670    2.675    0.000
  1397.68    2.670    2.675    0.000
  1397.75    2.670    2.675    0.000
  1397.81    2.670    2.675    0.000
  1397.88    2.670    2.675    0.000
  1397.95    2.670    2.675    0.000
  1398.01    2.670    2.675    0.000
  1398.08    2.670    2.675    0.000
  1398.14    2.670    2.675    0.000
  1398.21    2.670    2.675    0.000
  1398.28    2.670    2.675    0.000
  1398.34    2.670    2.675    0.000
  1398.41    2.670    2.675    0.000
  1398.47    2.670    2.675    0.000
  1398.54    2.670    2.675    0.000
  1398.61    2.670    2.675    0.000
  1398.67    2.670    2.675    0.000
  1398.74    2.670    2.675    0.000
  1398.80    2.670    2.675    0.000
  1398.87    2.670    2.675    0.000
  1398.94    2.670    2.670    0.000
  1399.00    2.670    2.670    0.000
  1399.07    2.670    2.675    0.000
  1399.13    2.665    2.675    0.000
  1399.20    2.665    2.675    0.000
  1399.27    2.670    2.670    0.000
  1399.33    2.665    2.670    0.000
  1399.40    2.665    2.670    0.000
  1399.46    2.665    2.670    0.000
  1399.53    2.665    2.670    0.000
  1399.60    2.665    2.670    0.000
  1399.66    2.665    2.670    0.000
  1399.73    2.670    2.670    0.000
  1399.79    2.665    2.670    0.000
  1399.86    2.665    2.670    0.000
  1399.93    2.665    2.670    0.000
  1399.99    2.665    2.670    0.000
  1400.06    2.665    2.670    0.000
  1400.12    2.665    2.670    0.000
  1400.19    2.665    2.670    0.000
  1400.26    2.665    2.670    0.000
  1400.32    2.665    2.670    0.000
  1400.39    2.665    2.670    0.000
  1400.45    2.665    2.670    0.000
  1400.52    2.665    2.670    0.000
  1400.59    2.665    2.670    0.000
  1400.65    2.665    2.670    0.000
  1400.72    2.665    2.670    0.000
  1400.78    2.665    2.670    0.000
  1400.85    2.665    2.670    0.000
  1400.92    2.665    2.670    0.000
  1400.98    2.665    2.670    0.000
  1401.05    2.665    2.670    0.000
  1401.11    2.665    2.670    0.000
  1401.18    2.665    2.670    0.000
  1401.25    2.665    2.670    0.000
  1401.31    2.665    2.670    0.000
  1401.38    2.665    2.670    0.000
  1401.44    2.665    2.670    0.000
  1401.51    2.665    2.670    0.000
  1401.58    2.665    2.670    0.000
  1401.64    2.665    2.670    0.000
  1401.71    2.665    2.670    0.000
  1401.77    2.665    2.665    0.000
  1401.84    2.665    2.665    0.000
  1401.91    2.665    2.665    0.000
  1401.97    2.660    2.665    0.000
  1402.04    2.660    2.665    0.000
  1402.10    2.665    2.665    0.000
  1402.17    2.660    2.665    0.000
  1402.24    2.660    2.665    0.000
  1402.30    2.660    2.665    0.000
  1402.37    2.660    2.665    0.000
  1402.43    2.660    2.665    0.000
  1402.50    2.660    2.665    0.000
  1402.57    2.665    2.665    0.000
  1402.63    2.660    2.665    0.000
  1402.70    2.660    2.665    0.000
  1402.76    2.660    2.665    0.000
  1402.83    2.660    2.665    0.000
  1402.90    2.660    2.665    0.000
  1402.96    2.660    2.665    0.000
  1403.03    2.660    2.665    0.000
  1403.09    2.660    2.665    0.000
  1403.16    2.660    2.665    0.000
  1403.23    2.660    2.665    0.000
  1403.29    2.660    2.665    0.000
  1403.36    2.660    2.665    0.000
  1403.42    2.660    2.665    0.000
  1403.49    2.660    2.665    0.000
  1403.56    2.660    2.665    0.000
  1403.62    2.660    2.665    0.000
  1403.69    2.660    2.665    0.000
  1403.75    2.660    2.665    0.000
  1403.82    2.660    2.665    0.000
  1403.89    2.660    2.665    0.000
  1403.95    2.660    2.665    0.000
  1404.02    2.660    2.665    0.000
  1404.08    2.660    2.665    0.000
  1404.15    2.660    2.660    0.000
  1404.22    2.660    2.665    0.000
  1404.28    2.660    2.660    0.000
  1404.35    2.660    2.660    0.000
  1404.41    2.660    2.660    0.000
  1404.48    2.660    2.660    0.000
  1404.55    2.660    2.660    0.000
  1404.61    2.660    2.660    0.000
  1404.68    2.660    2.660    0.000
  1404.74    2.660    2.660    0.000
  1404.81    2.660    2.660    0.000
  1404.88    2.660    2.660    0.000
  1404.94    2.660    2.660    0.000
  1405.01    2.660    2.660    0.000
  1405.07    2.655    2.660    0.000
  1405.14    2.660    2.660    0.000
  1405.21    2.655    2.660    0.000
  1405.27    2.660    2.660    0.000
  1405.34    2.660    2.660    0.000
  1405.40    2.655    2.660    0.000
  1405.47    2.655    2.660    0.000
  1405.54    2.655    2.660    0.000
  1405.60    2.655    2.660    0.000
  1405.67    2.660    2.660    0.000
  1405.73    2.655    2.660    0.000
  1405.80    2.655    2.660    0.000
  1405.87    2.655    2.660    0.000
  1405.93    2.655    2.660    0.000
  1406.00    2.655    2.660    0.000
  1406.06    2.655    2.660    0.000
  1406.13    2.655    2.660    0.000
  1406.20    2.655    2.660    0.000
  1406.26    2.655    2.660    0.000
  1406.33    2.655    2.660    0.000
  1406.39    2.655    2.660    0.000
  1406.46    2.655    2.660    0.000
  1406.53    2.655    2.660    0.000
  1406.59    2.655    2.660    0.000
  1406.66    2.655    2.660    0.000
  1406.72    2.655    2.660    0.000
  1406.79    2.655    2.660    0.000
  1406.86    2.655    2.660    0.000
  1406.92    2.655    2.660    0.000
  1406.99    2.655    2.660    0.000
  1407.05    2.655    2.655    0.000
  1407.12    2.655    2.655    0.000
  1407.19    2.655    2.655    0.000
  1407.25    2.655    2.655    0.000
  1407.32    2.655    2.655    0.000
  1407.38    2.655    2.655    0.000
  1407.45    2.655    2.655    0.000
  1407.52    2.655    2.655    0.000
  1407.58    2.655    2.655    0.000
  1407.65    2.655    2.655    0.000
  1407.71    2.655    2.655    0.000
  1407.78    2.655    2.655    0.000
  1407.85    2.655    2.655    0.000
  1407.91    2.655    2.655    0.000
  1407.98    2.655    2.655    0.000
  1408.04    2.655    2.655    0.000
  1408.11    2.655    2.655    0.000
  1408.18    2.655    2.655    0.000
  1408.24    2.650    2.655    0.000
  1408.31    2.655    2.655    0.000
  1408.37    2.650    2.655    0.000
  1408.44    2.650    2.655    0.000
  1408.51    2.650    2.655    0.000
  1408.57    2.650    2.655    0.000
  1408.64    2.650    2.655    0.000
  1408.70    2.650    2.655    0.000
  1408.77    2.650    2.655    0.000
  1408.84    2.650    2.655    0.000
  1408.90    2.650    2.655    0.000
  1408.97    2.650    2.655    0.000
  1409.03    2.650    2.655    0.000
  1409.10    2.650    2.655    0.000
  1409.17    2.650    2.655    0.000
  1409.23    2.650    2.655    0.000
  1409.30    2.650    2.655    0.000
  1409.36    2.650    2.655    0.000
  1409.43    2.650    2.655    0.000
  1409.50    2.650    2.655    0.000
  1409.56    2.650    2.655    0.000
  1409.63    2.650    2.655    0.000
  1409.69    2.650    2.650    0.000
  1409.76    2.650    2.655    0.000
  1409.83    2.650    2.650    0.000
  1409.89    2.650    2.655    0.000
  1409.96    2.650    2.650    0.000
  1410.02    2.650    2.650    0.000
  1410.09    2.650    2.650    0.000
  1410.16    2.650    2.650    0.000
  1410.22    2.650    2.650    0.000
  1410.29    2.650    2.650    0.000
  1410.35    2.650    2.650    0.000
  1410.42    2.650    2.650    0.000
  1410.49    2.650    2.650    0.000
  1410.55    2.650    2.650    0.000
  1410.62    2.650    2.650    0.000
  1410.68    2.650    2.650    0.000
  1410.75    2.650    2.650    0.000
