Data export from TecQuipment CE2000

Data series 1

    Time       T1       T2 setpoint  shutter       T1 
   229.60    3.010    2.885    1.000   10.000    3.010
   229.70    3.015    2.885    1.000   10.000    3.015
   229.80    3.010    2.885    1.000   10.000    3.010
   229.90    3.010    2.885    1.000   10.000    3.010
   230.00    3.015    2.885    1.000   10.000    3.015
   230.10    3.015    2.885    1.000   10.000    3.015
   230.20    3.015    2.885    1.000   10.000    3.015
   230.30    3.015    2.885    1.000   10.000    3.015
   230.40    3.015    2.885    1.000   10.000    3.015
   230.50    3.015    2.885    1.000   10.000    3.015
   230.60    3.015    2.885    1.000   10.000    3.015
   230.70    3.015    2.885    1.000   10.000    3.015
   230.80    3.015    2.885    1.000   10.000    3.015
   230.90    3.015    2.885    1.000   10.000    3.015
   231.00    3.015    2.885    1.000   10.000    3.015
   231.10    3.010    2.885    1.000   10.000    3.010
   231.20    3.015    2.885    1.000   10.000    3.015
   231.30    3.015    2.885    1.000   10.000    3.015
   231.40    3.015    2.885    1.000   10.000    3.015
   231.50    3.010    2.885    1.000   10.000    3.010
   231.60    3.010    2.885    1.000   10.000    3.010
   231.70    3.015    2.885    1.000   10.000    3.015
   231.80    3.015    2.885    1.000   10.000    3.015
   231.90    3.015    2.885    1.000   10.000    3.015
   232.00    3.015    2.885    1.000   10.000    3.015
   232.10    3.015    2.885    1.000   10.000    3.015
   232.20    3.015    2.885    1.000   10.000    3.015
   232.30    3.015    2.885    1.000   10.000    3.015
   232.40    3.015    2.885    1.000   10.000    3.015
   232.50    3.015    2.885    1.000   10.000    3.015
   232.60    3.015    2.885    1.000   10.000    3.015
   232.70    3.015    2.885    1.000   10.000    3.015
   232.80    3.015    2.885    1.000   10.000    3.015
   232.90    3.015    2.885    1.000   10.000    3.015
   233.00    3.015    2.885    1.000   10.000    3.015
   233.10    3.015    2.885    1.000   10.000    3.015
   233.20    3.010    2.885    1.000   10.000    3.010
   233.30    3.015    2.885    1.000   10.000    3.015
   233.40    3.015    2.885    1.000   10.000    3.015
   233.50    3.015    2.885    1.000   10.000    3.015
   233.60    3.015    2.885    1.000   10.000    3.015
   233.70    3.015    2.885    1.000   10.000    3.015
   233.80    3.015    2.885    1.000   10.000    3.015
   233.90    3.015    2.885    1.000   10.000    3.015
   234.00    3.015    2.885    1.000   10.000    3.015
   234.10    3.010    2.885    1.000   10.000    3.010
   234.20    3.015    2.885    1.000   10.000    3.015
   234.30    3.015    2.885    1.000   10.000    3.015
   234.40    3.015    2.885    1.000   10.000    3.015
   234.50    3.015    2.885    1.000   10.000    3.015
   234.60    3.010    2.890    1.000   10.000    3.010
   234.70    3.015    2.890    1.000   10.000    3.015
   234.80    3.010    2.885    1.000   10.000    3.010
   234.90    3.015    2.885    1.000   10.000    3.015
   235.00    3.010    2.890    1.000   10.000    3.010
   235.10    3.015    2.885    1.000   10.000    3.015
   235.20    3.015    2.885    1.000   10.000    3.015
   235.30    3.015    2.890    1.000   10.000    3.015
   235.40    3.010    2.885    1.000   10.000    3.010
   235.50    3.015    2.890    1.000   10.000    3.015
   235.60    3.015    2.890    1.000   10.000    3.015
   235.70    3.010    2.890    1.000   10.000    3.010
   235.80    3.010    2.890    1.000   10.000    3.010
   235.90    3.010    2.885    1.000   10.000    3.010
   236.00    3.010    2.890    1.000   10.000    3.010
   236.10    3.015    2.885    1.000   10.000    3.015
   236.20    3.010    2.890    1.000   10.000    3.010
   236.30    3.010    2.885    1.000   10.000    3.010
   236.40    3.010    2.890    1.000   10.000    3.010
   236.50    3.015    2.890    1.000   10.000    3.015
   236.60    3.015    2.890    1.000   10.000    3.015
   236.70    3.010    2.890    1.000   10.000    3.010
   236.80    3.015    2.885    1.000   10.000    3.015
   236.90    3.010    2.890    1.000   10.000    3.010
   237.00    3.010    2.890    1.000   10.000    3.010
   237.10    3.015    2.890    1.000   10.000    3.015
   237.20    3.015    2.890    1.000   10.000    3.015
   237.30    3.010    2.890    1.000   10.000    3.010
   237.40    3.010    2.890    1.000   10.000    3.010
   237.50    3.015    2.890    1.000   10.000    3.015
   237.60    3.010    2.890    1.000   10.000    3.010
   237.70    3.010    2.890    1.000   10.000    3.010
   237.80    3.010    2.890    1.000   10.000    3.010
   237.90    3.010    2.890    1.000   10.000    3.010
   238.00    3.010    2.890    1.000   10.000    3.010
   238.10    3.015    2.890    1.000   10.000    3.015
   238.20    3.015    2.890    1.000   10.000    3.015
   238.30    3.015    2.890    1.000   10.000    3.015
   238.40    3.010    2.890    1.000   10.000    3.010
   238.50    3.015    2.890    1.000   10.000    3.015
   238.60    3.010    2.890    1.000   10.000    3.010
   238.70    3.015    2.890    1.000   10.000    3.015
   238.80    3.010    2.890    1.000   10.000    3.010
   238.90    3.010    2.890    1.000   10.000    3.010
   239.00    3.010    2.890    1.000   10.000    3.010
   239.10    3.010    2.890    1.000   10.000    3.010
   239.20    3.010    2.890    1.000   10.000    3.010
   239.30    3.010    2.890    1.000   10.000    3.010
   239.40    3.010    2.890    1.000   10.000    3.010
   239.50    3.010    2.890    1.000   10.000    3.010
   239.60    3.010    2.890    1.000   10.000    3.010
   239.70    3.010    2.890    1.000   10.000    3.010
   239.80    3.010    2.890    1.000   10.000    3.010
   239.90    3.010    2.890    1.000   10.000    3.010
   240.00    3.015    2.890    1.000   10.000    3.015
   240.10    3.015    2.890    1.000   10.000    3.015
   240.20    3.010    2.890    1.000   10.000    3.010
   240.30    3.015    2.890    1.000   10.000    3.015
   240.40    3.015    2.890    1.000   10.000    3.015
   240.50    3.015    2.890    1.000   10.000    3.015
   240.60    3.015    2.890    1.000   10.000    3.015
   240.70    3.015    2.890    1.000   10.000    3.015
   240.80    3.015    2.890    1.000   10.000    3.015
   240.90    3.015    2.890    1.000   10.000    3.015
   241.00    3.015    2.890    1.000   10.000    3.015
   241.10    3.015    2.890    1.000   10.000    3.015
   241.20    3.015    2.890    1.000   10.000    3.015
   241.30    3.015    2.890    1.000   10.000    3.015
   241.40    3.015    2.890    1.000   10.000    3.015
   241.50    3.015    2.890    1.000   10.000    3.015
   241.60    3.015    2.890    1.000   10.000    3.015
   241.70    3.015    2.890    1.000   10.000    3.015
   241.80    3.015    2.890    1.000   10.000    3.015
   241.90    3.015    2.890    1.000   10.000    3.015
   242.00    3.015    2.890    1.000   10.000    3.015
   242.10    3.015    2.890    1.000   10.000    3.015
   242.20    3.015    2.890    1.000   10.000    3.015
   242.30    3.015    2.890    1.000   10.000    3.015
   242.40    3.015    2.890    1.000   10.000    3.015
   242.50    3.015    2.890    1.000   10.000    3.015
   242.60    3.015    2.890    1.000   10.000    3.015
   242.70    3.015    2.890    1.000   10.000    3.015
   242.80    3.015    2.890    1.000   10.000    3.015
   242.90    3.015    2.890    1.000   10.000    3.015
   243.00    3.015    2.890    1.000   10.000    3.015
   243.10    3.015    2.890    1.000   10.000    3.015
   243.20    3.015    2.890    1.000   10.000    3.015
   243.30    3.015    2.890    1.000   10.000    3.015
   243.40    3.015    2.890    1.000   10.000    3.015
   243.50    3.015    2.890    1.000   10.000    3.015
   243.60    3.015    2.890    1.000   10.000    3.015
   243.70    3.015    2.890    1.000   10.000    3.015
   243.80    3.015    2.895    1.000   10.000    3.015
   243.90    3.015    2.890    1.000   10.000    3.015
   244.00    3.015    2.890    1.000   10.000    3.015
   244.10    3.015    2.890    1.000   10.000    3.015
   244.20    3.015    2.895    1.000   10.000    3.015
   244.30    3.015    2.890    1.000   10.000    3.015
   244.40    3.015    2.890    1.000   10.000    3.015
   244.50    3.015    2.890    1.000   10.000    3.015
   244.60    3.015    2.890    1.000   10.000    3.015
   244.70    3.015    2.895    1.000   10.000    3.015
   244.80    3.015    2.890    1.000   10.000    3.015
   244.90    3.015    2.895    1.000   10.000    3.015
   245.00    3.015    2.895    1.000   10.000    3.015
   245.10    3.015    2.895    1.000   10.000    3.015
   245.20    3.015    2.895    1.000   10.000    3.015
   245.30    3.015    2.895    1.000   10.000    3.015
   245.40    3.015    2.895    1.000   10.000    3.015
   245.50    3.015    2.895    1.000   10.000    3.015
   245.60    3.015    2.895    1.000   10.000    3.015
   245.70    3.015    2.895    1.000   10.000    3.015
   245.80    3.015    2.895    1.000   10.000    3.015
   245.90    3.015    2.895    1.000   10.000    3.015
   246.00    3.015    2.895    1.000   10.000    3.015
   246.10    3.015    2.895    1.000   10.000    3.015
   246.20    3.015    2.895    1.000   10.000    3.015
   246.30    3.015    2.895    1.000   10.000    3.015
   246.40    3.015    2.895    1.000   10.000    3.015
   246.50    3.015    2.895    1.000   10.000    3.015
   246.60    3.015    2.895    1.000   10.000    3.015
   246.70    3.015    2.895    1.000   10.000    3.015
   246.80    3.015    2.895    1.000   10.000    3.015
   246.90    3.015    2.895    1.000   10.000    3.015
   247.00    3.015    2.895    1.000   10.000    3.015
   247.10    3.015    2.895    1.000   10.000    3.015
   247.20    3.015    2.895    1.000   10.000    3.015
   247.30    3.015    2.895    1.000   10.000    3.015
   247.40    3.015    2.895    1.000   10.000    3.015
   247.50    3.015    2.895    1.000   10.000    3.015
   247.60    3.015    2.895    1.000   10.000    3.015
   247.70    3.015    2.895    1.000   10.000    3.015
   247.80    3.015    2.895    1.000   10.000    3.015
   247.90    3.015    2.895    1.000   10.000    3.015
   248.00    3.015    2.895    1.000   10.000    3.015
   248.10    3.015    2.895    1.000   10.000    3.015
   248.20    3.015    2.895    1.000   10.000    3.015
   248.30    3.015    2.895    1.000   10.000    3.015
   248.40    3.015    2.895    1.000   10.000    3.015
   248.50    3.015    2.895    1.000   10.000    3.015
   248.60    3.015    2.895    1.000   10.000    3.015
   248.70    3.015    2.895    1.000   10.000    3.015
   248.80    3.015    2.895    1.000   10.000    3.015
   248.90    3.015    2.895    1.000   10.000    3.015
   249.00    3.015    2.895    1.000   10.000    3.015
   249.10    3.015    2.895    1.000   10.000    3.015
   249.20    3.015    2.895    1.000   10.000    3.015
   249.30    3.015    2.895    1.000   10.000    3.015
   249.40    3.015    2.895    1.000   10.000    3.015
   249.50    3.015    2.895    1.000   10.000    3.015
   249.60    3.015    2.895    1.000   10.000    3.015
   249.70    3.015    2.895    1.000   10.000    3.015
   249.80    3.015    2.895    1.000   10.000    3.015
   249.90    3.015    2.895    1.000   10.000    3.015
   250.00    3.015    2.895    1.000   10.000    3.015
   250.10    3.015    2.895    1.000   10.000    3.015
   250.20    3.015    2.895    1.000   10.000    3.015
   250.30    3.015    2.895    1.000   10.000    3.015
   250.40    3.015    2.895    1.000   10.000    3.015
   250.50    3.015    2.895    1.000   10.000    3.015
   250.60    3.015    2.895    1.000   10.000    3.015
   250.70    3.015    2.895    1.000   10.000    3.015
   250.80    3.015    2.895    1.000   10.000    3.015
   250.90    3.015    2.895    1.000   10.000    3.015
   251.00    3.015    2.895    1.000   10.000    3.015
   251.10    3.015    2.895    1.000   10.000    3.015
   251.20    3.015    2.895    1.000   10.000    3.015
   251.30    3.015    2.895    1.000   10.000    3.015
   251.40    3.015    2.895    1.000   10.000    3.015
   251.50    3.015    2.895    1.000   10.000    3.015
   251.60    3.015    2.895    1.000   10.000    3.015
   251.70    3.015    2.895    1.000   10.000    3.015
   251.80    3.015    2.895    1.000   10.000    3.015
   251.90    3.015    2.895    1.000   10.000    3.015
   252.00    3.015    2.895    1.000   10.000    3.015
   252.10    3.015    2.895    1.000   10.000    3.015
   252.20    3.015    2.895    1.000   10.000    3.015
   252.30    3.015    2.895    1.000   10.000    3.015
   252.40    3.015    2.895    1.000   10.000    3.015
   252.50    3.015    2.895    1.000   10.000    3.015
   252.60    3.015    2.895    1.000   10.000    3.015
   252.70    3.015    2.895    1.000   10.000    3.015
   252.80    3.015    2.895    1.000   10.000    3.015
   252.90    3.015    2.895    1.000   10.000    3.015
   253.00    3.015    2.895    1.000   10.000    3.015
   253.10    3.015    2.895    1.000   10.000    3.015
   253.20    3.015    2.895    1.000   10.000    3.015
   253.30    3.015    2.895    1.000   10.000    3.015
   253.40    3.015    2.895    1.000   10.000    3.015
   253.50    3.015    2.895    1.000   10.000    3.015
   253.60    3.015    2.895    1.000   10.000    3.015
   253.70    3.015    2.895    1.000   10.000    3.015
   253.80    3.015    2.895    1.000   10.000    3.015
   253.90    3.015    2.895    1.000   10.000    3.015
   254.00    3.015    2.895    1.000   10.000    3.015
   254.10    3.015    2.895    1.000   10.000    3.015
   254.20    3.015    2.895    1.000   10.000    3.015
   254.30    3.015    2.895    1.000   10.000    3.015
   254.40    3.015    2.895    1.000   10.000    3.015
   254.50    3.015    2.895    1.000   10.000    3.015
   254.60    3.015    2.900    1.000   10.000    3.015
   254.70    3.015    2.895    1.000   10.000    3.015
   254.80    3.015    2.895    1.000   10.000    3.015
   254.90    3.015    2.895    1.000   10.000    3.015
   255.00    3.015    2.900    1.000   10.000    3.015
   255.10    3.015    2.895    1.000   10.000    3.015
   255.20    3.015    2.895    1.000   10.000    3.015
   255.30    3.015    2.895    1.000   10.000    3.015
   255.40    3.015    2.900    1.000   10.000    3.015
   255.50    3.015    2.895    1.000   10.000    3.015
   255.60    3.015    2.900    1.000   10.000    3.015
   255.70    3.015    2.900    1.000   10.000    3.015
   255.80    3.015    2.900    1.000   10.000    3.015
   255.90    3.015    2.900    1.000   10.000    3.015
   256.00    3.015    2.900    1.000   10.000    3.015
   256.10    3.015    2.895    1.000   10.000    3.015
   256.20    3.015    2.900    1.000   10.000    3.015
   256.30    3.015    2.900    1.000   10.000    3.015
   256.40    3.015    2.900    1.000   10.000    3.015
   256.50    3.015    2.900    1.000   10.000    3.015
   256.60    3.015    2.900    1.000   10.000    3.015
   256.70    3.015    2.900    1.000   10.000    3.015
   256.80    3.015    2.900    1.000   10.000    3.015
   256.90    3.015    2.900    1.000   10.000    3.015
   257.00    3.015    2.900    1.000   10.000    3.015
   257.10    3.015    2.900    1.000   10.000    3.015
   257.20    3.015    2.895    1.000   10.000    3.015
   257.30    3.015    2.900    1.000   10.000    3.015
   257.40    3.015    2.900    1.000   10.000    3.015
   257.50    3.015    2.900    1.000   10.000    3.015
   257.60    3.015    2.900    1.000   10.000    3.015
   257.70    3.015    2.900    1.000   10.000    3.015
   257.80    3.015    2.900    1.000   10.000    3.015
   257.90    3.015    2.900    1.000   10.000    3.015
   258.00    3.015    2.900    1.000   10.000    3.015
   258.10    3.015    2.900    1.000   10.000    3.015
   258.20    3.015    2.900    1.000   10.000    3.015
   258.30    3.015    2.900    1.000   10.000    3.015
   258.40    3.015    2.900    1.000   10.000    3.015
   258.50    3.015    2.900    1.000   10.000    3.015
   258.60    3.015    2.900    1.000   10.000    3.015
   258.70    3.015    2.900    1.000   10.000    3.015
   258.80    3.015    2.900    1.000   10.000    3.015
   258.90    3.015    2.900    1.000   10.000    3.015
   259.00    3.015    2.900    1.000   10.000    3.015
   259.10    3.015    2.900    1.000   10.000    3.015
   259.20    3.015    2.900    1.000   10.000    3.015
   259.30    3.015    2.900    1.000   10.000    3.015
   259.40    3.015    2.900    1.000   10.000    3.015
   259.50    3.015    2.900    1.000   10.000    3.015
   259.60    3.015    2.900    1.000   10.000    3.015
   259.70    3.015    2.900    1.000   10.000    3.015
   259.80    3.015    2.900    1.000   10.000    3.015
   259.90    3.015    2.900    1.000   10.000    3.015
   260.00    3.015    2.900    1.000   10.000    3.015
   260.10    3.015    2.900    1.000   10.000    3.015
   260.20    3.015    2.900    1.000   10.000    3.015
   260.30    3.015    2.900    1.000   10.000    3.015
   260.40    3.015    2.900    1.000   10.000    3.015
   260.50    3.015    2.900    1.000   10.000    3.015
   260.60    3.015    2.900    1.000   10.000    3.015
   260.70    3.015    2.900    1.000   10.000    3.015
   260.80    3.015    2.900    1.000   10.000    3.015
   260.90    3.020    2.900    1.000   10.000    3.020
   261.00    3.015    2.900    1.000   10.000    3.015
   261.10    3.020    2.900    1.000   10.000    3.020
   261.20    3.015    2.900    1.000   10.000    3.015
   261.30    3.015    2.900    1.000   10.000    3.015
   261.40    3.015    2.900    1.000   10.000    3.015
   261.50    3.015    2.900    1.000   10.000    3.015
   261.60    3.015    2.900    1.000   10.000    3.015
   261.70    3.015    2.900    1.000   10.000    3.015
   261.80    3.015    2.900    1.000   10.000    3.015
   261.90    3.015    2.900    1.000   10.000    3.015
   262.00    3.015    2.900    1.000   10.000    3.015
   262.10    3.020    2.900    1.000   10.000    3.020
   262.20    3.015    2.900    1.000   10.000    3.015
   262.30    3.015    2.900    1.000   10.000    3.015
   262.40    3.015    2.900    1.000   10.000    3.015
   262.50    3.015    2.900    1.000   10.000    3.015
   262.60    3.015    2.900    1.000   10.000    3.015
   262.70    3.015    2.900    1.000   10.000    3.015
   262.80    3.015    2.900    1.000   10.000    3.015
   262.90    3.015    2.900    1.000   10.000    3.015
   263.00    3.015    2.900    1.000   10.000    3.015
   263.10    3.020    2.900    1.000   10.000    3.020
   263.20    3.015    2.900    1.000   10.000    3.015
   263.30    3.015    2.900    1.000   10.000    3.015
   263.40    3.015    2.900    1.000   10.000    3.015
   263.50    3.015    2.900    1.000   10.000    3.015
   263.60    3.015    2.900    1.000   10.000    3.015
   263.70    3.015    2.900    1.000   10.000    3.015
   263.80    3.015    2.900    1.000   10.000    3.015
   263.90    3.015    2.900    1.000   10.000    3.015
   264.00    3.015    2.900    1.000   10.000    3.015
   264.10    3.015    2.900    1.000   10.000    3.015
   264.20    3.015    2.900    1.000   10.000    3.015
   264.30    3.015    2.900    1.000   10.000    3.015
   264.40    3.020    2.900    1.000   10.000    3.020
   264.50    3.015    2.900    1.000   10.000    3.015
   264.60    3.020    2.900    1.000   10.000    3.020
   264.70    3.015    2.900    1.000   10.000    3.015
   264.80    3.020    2.900    1.000   10.000    3.020
   264.90    3.020    2.900    1.000   10.000    3.020
   265.00    3.020    2.900    1.000   10.000    3.020
   265.10    3.020    2.900    1.000   10.000    3.020
   265.20    3.015    2.900    1.000   10.000    3.015
   265.30    3.020    2.900    1.000   10.000    3.020
   265.40    3.020    2.900    1.000   10.000    3.020
   265.50    3.020    2.900    1.000   10.000    3.020
   265.60    3.015    2.900    1.000   10.000    3.015
   265.70    3.015    2.900    1.000   10.000    3.015
   265.80    3.020    2.900    1.000   10.000    3.020
   265.90    3.020    2.900    1.000   10.000    3.020
   266.00    3.020    2.900    1.000   10.000    3.020
   266.10    3.015    2.900    1.000   10.000    3.015
   266.20    3.020    2.900    1.000   10.000    3.020
   266.30    3.015    2.900    1.000   10.000    3.015
   266.40    3.020    2.900    1.000   10.000    3.020
   266.50    3.020    2.900    1.000   10.000    3.020
   266.60    3.015    2.900    1.000   10.000    3.015
   266.70    3.020    2.900    1.000   10.000    3.020
   266.80    3.020    2.900    1.000   10.000    3.020
   266.90    3.020    2.900    1.000   10.000    3.020
   267.00    3.015    2.900    1.000   10.000    3.015
   267.10    3.015    2.900    1.000   10.000    3.015
   267.20    3.020    2.900    1.000   10.000    3.020
   267.30    3.015    2.900    1.000   10.000    3.015
   267.40    3.020    2.900    1.000   10.000    3.020
   267.50    3.015    2.900    1.000   10.000    3.015
   267.60    3.015    2.900    1.000   10.000    3.015
   267.70    3.015    2.900    1.000   10.000    3.015
   267.80    3.020    2.900    1.000   10.000    3.020
   267.90    3.020    2.905    1.000   10.000    3.020
   268.00    3.020    2.900    1.000   10.000    3.020
   268.10    3.020    2.905    1.000   10.000    3.020
   268.20    3.020    2.900    1.000   10.000    3.020
   268.30    3.020    2.900    1.000   10.000    3.020
   268.40    3.020    2.900    1.000   10.000    3.020
   268.50    3.020    2.900    1.000   10.000    3.020
   268.60    3.015    2.900    1.000   10.000    3.015
   268.70    3.015    2.900    1.000   10.000    3.015
   268.80    3.020    2.900    1.000   10.000    3.020
   268.90    3.020    2.900    1.000   10.000    3.020
   269.00    3.015    2.900    1.000   10.000    3.015
   269.10    3.020    2.900    1.000   10.000    3.020
   269.20    3.020    2.900    1.000   10.000    3.020
   269.30    3.020    2.900    1.000   10.000    3.020
   269.40    3.020    2.900    1.000   10.000    3.020
   269.50    3.020    2.905    1.000   10.000    3.020
   269.60    3.020    2.900    1.000   10.000    3.020
   269.70    3.020    2.905    1.000   10.000    3.020
   269.80    3.020    2.900    1.000   10.000    3.020
   269.90    3.020    2.900    1.000   10.000    3.020
   270.00    3.020    2.900    1.000   10.000    3.020
   270.10    3.020    2.900    1.000   10.000    3.020
   270.20    3.020    2.905    1.000   10.000    3.020
   270.30    3.020    2.905    1.000   10.000    3.020
   270.40    3.020    2.905    1.000   10.000    3.020
   270.50    3.020    2.905    1.000   10.000    3.020
   270.60    3.020    2.905    1.000   10.000    3.020
   270.70    3.020    2.905    1.000   10.000    3.020
   270.80    3.020    2.905    1.000   10.000    3.020
   270.90    3.020    2.905    1.000   10.000    3.020
   271.00    3.020    2.905    1.000   10.000    3.020
   271.10    3.020    2.905    1.000   10.000    3.020
   271.20    3.020    2.905    1.000   10.000    3.020
   271.30    3.015    2.905    1.000   10.000    3.015
   271.40    3.015    2.900    1.000   10.000    3.015
   271.50    3.020    2.905    1.000   10.000    3.020
   271.60    3.020    2.905    1.000   10.000    3.020
   271.70    3.020    2.905    1.000   10.000    3.020
   271.80    3.020    2.905    1.000   10.000    3.020
   271.90    3.020    2.905    1.000   10.000    3.020
   272.00    3.020    2.905    1.000   10.000    3.020
   272.10    3.020    2.905    1.000   10.000    3.020
   272.20    3.020    2.905    1.000   10.000    3.020
   272.30    3.020    2.905    1.000   10.000    3.020
   272.40    3.020    2.900    1.000   10.000    3.020
   272.50    3.020    2.905    1.000   10.000    3.020
   272.60    3.020    2.905    1.000   10.000    3.020
   272.70    3.020    2.905    1.000   10.000    3.020
   272.80    3.020    2.905    1.000   10.000    3.020
   272.90    3.020    2.905    1.000   10.000    3.020
   273.00    3.015    2.905    1.000   10.000    3.015
   273.10    3.020    2.905    1.000   10.000    3.020
   273.20    3.020    2.905    1.000   10.000    3.020
   273.30    3.020    2.905    1.000   10.000    3.020
   273.40    3.020    2.905    1.000   10.000    3.020
   273.50    3.020    2.905    1.000   10.000    3.020
   273.60    3.020    2.905    1.000   10.000    3.020
   273.70    3.020    2.905    1.000   10.000    3.020
   273.80    3.015    2.905    1.000   10.000    3.015
   273.90    3.020    2.905    1.000   10.000    3.020
   274.00    3.020    2.905    1.000   10.000    3.020
   274.10    3.020    2.905    1.000   10.000    3.020
   274.20    3.020    2.905    1.000   10.000    3.020
   274.30    3.015    2.905    1.000   10.000    3.015
   274.40    3.020    2.905    1.000   10.000    3.020
   274.50    3.020    2.905    1.000   10.000    3.020
   274.60    3.020    2.905    1.000   10.000    3.020
   274.70    3.015    2.900    1.000   10.000    3.015
   274.80    3.015    2.905    1.000   10.000    3.015
   274.90    3.020    2.905    1.000   10.000    3.020
   275.00    3.020    2.900    1.000   10.000    3.020
   275.10    3.020    2.905    1.000   10.000    3.020
   275.20    3.015    2.905    1.000   10.000    3.015
   275.30    3.020    2.905    1.000   10.000    3.020
   275.40    3.015    2.905    1.000   10.000    3.015
   275.50    3.020    2.905    1.000   10.000    3.020
   275.60    3.020    2.905    1.000   10.000    3.020
   275.70    3.020    2.905    1.000   10.000    3.020
   275.80    3.020    2.900    1.000   10.000    3.020
   275.90    3.015    2.900    1.000   10.000    3.015
   276.00    3.015    2.905    1.000   10.000    3.015
   276.10    3.015    2.905    1.000   10.000    3.015
   276.20    3.020    2.905    1.000   10.000    3.020
   276.30    3.020    2.905    1.000   10.000    3.020
   276.40    3.020    2.905    1.000   10.000    3.020
   276.50    3.020    2.905    1.000   10.000    3.020
   276.60    3.015    2.905    1.000   10.000    3.015
   276.70    3.020    2.905    1.000   10.000    3.020
   276.80    3.020    2.905    1.000   10.000    3.020
   276.90    3.020    2.905    1.000   10.000    3.020
   277.00    3.020    2.905    1.000   10.000    3.020
   277.10    3.020    2.905    1.000   10.000    3.020
   277.20    3.015    2.905    1.000   10.000    3.015
   277.30    3.020    2.905    1.000   10.000    3.020
   277.40    3.020    2.905    1.000   10.000    3.020
   277.50    3.020    2.905    1.000   10.000    3.020
   277.60    3.020    2.905    1.000   10.000    3.020
   277.70    3.020    2.905    1.000   10.000    3.020
   277.80    3.020    2.905    1.000   10.000    3.020
   277.90    3.015    2.905    1.000   10.000    3.015
   278.00    3.020    2.905    1.000   10.000    3.020
   278.10    3.020    2.905    1.000   10.000    3.020
   278.20    3.020    2.905    1.000   10.000    3.020
   278.30    3.020    2.905    1.000   10.000    3.020
   278.40    3.020    2.905    1.000   10.000    3.020
   278.50    3.020    2.905    1.000   10.000    3.020
   278.60    3.015    2.905    1.000   10.000    3.015
   278.70    3.020    2.905    1.000   10.000    3.020
   278.80    3.020    2.905    1.000   10.000    3.020
   278.90    3.020    2.905    1.000   10.000    3.020
   279.00    3.015    2.905    1.000   10.000    3.015
   279.10    3.015    2.905    1.000   10.000    3.015
   279.20    3.020    2.905    1.000   10.000    3.020
   279.30    3.020    2.905    1.000   10.000    3.020
   279.40    3.020    2.905    1.000   10.000    3.020
   279.50    3.020    2.905    1.000   10.000    3.020
   279.60    3.015    2.905    1.000   10.000    3.015
   279.70    3.015    2.905    1.000   10.000    3.015
   279.80    3.020    2.905    1.000   10.000    3.020
   279.90    3.015    2.905    1.000   10.000    3.015
   280.00    3.020    2.905    1.000   10.000    3.020
   280.10    3.015    2.905    1.000   10.000    3.015
   280.20    3.015    2.905    1.000   10.000    3.015
   280.30    3.020    2.905    1.000   10.000    3.020
   280.40    3.020    2.905    1.000   10.000    3.020
   280.50    3.020    2.905    1.000   10.000    3.020
   280.60    3.020    2.905    1.000   10.000    3.020
   280.70    3.020    2.905    1.000   10.000    3.020
   280.80    3.020    2.905    1.000   10.000    3.020
   280.90    3.020    2.905    1.000   10.000    3.020
   281.00    3.020    2.905    1.000   10.000    3.020
   281.10    3.015    2.905    1.000   10.000    3.015
   281.20    3.020    2.905    1.000   10.000    3.020
   281.30    3.020    2.905    1.000   10.000    3.020
   281.40    3.020    2.905    1.000   10.000    3.020
   281.50    3.020    2.905    1.000   10.000    3.020
   281.60    3.020    2.905    1.000   10.000    3.020
   281.70    3.020    2.905    1.000   10.000    3.020
   281.80    3.020    2.905    1.000   10.000    3.020
   281.90    3.020    2.905    1.000   10.000    3.020
   282.00    3.020    2.905    1.000   10.000    3.020
   282.10    3.020    2.905    1.000   10.000    3.020
   282.20    3.020    2.905    1.000   10.000    3.020
   282.30    3.020    2.905    1.000   10.000    3.020
   282.40    3.020    2.905    1.000   10.000    3.020
   282.50    3.020    2.905    1.000   10.000    3.020
   282.60    3.020    2.905    1.000   10.000    3.020
   282.70    3.020    2.905    1.000   10.000    3.020
   282.80    3.020    2.905    1.000   10.000    3.020
   282.90    3.020    2.905    1.000   10.000    3.020
   283.00    3.015    2.905    1.000   10.000    3.015
   283.10    3.020    2.905    1.000   10.000    3.020
   283.20    3.020    2.905    1.000   10.000    3.020
   283.30    3.015    2.905    1.000   10.000    3.015
   283.40    3.020    2.905    1.000   10.000    3.020
   283.50    3.020    2.905    1.000   10.000    3.020
   283.60    3.020    2.905    1.000   10.000    3.020
   283.70    3.020    2.905    1.000   10.000    3.020
   283.80    3.020    2.905    1.000   10.000    3.020
   283.90    3.020    2.905    1.000   10.000    3.020
   284.00    3.015    2.905    1.000   10.000    3.015
   284.10    3.015    2.905    1.000   10.000    3.015
   284.20    3.020    2.905    1.000   10.000    3.020
   284.30    3.015    2.905    1.000   10.000    3.015
   284.40    3.020    2.905    1.000   10.000    3.020
   284.50    3.020    2.905    1.000   10.000    3.020
   284.60    3.020    2.905    1.000   10.000    3.020
   284.70    3.015    2.905    1.000   10.000    3.015
   284.80    3.020    2.905    1.000   10.000    3.020
   284.90    3.020    2.905    1.000   10.000    3.020
   285.00    3.020    2.905    1.000   10.000    3.020
   285.10    3.020    2.905    1.000   10.000    3.020
   285.20    3.020    2.905    1.000   10.000    3.020
   285.30    3.020    2.905    1.000   10.000    3.020
