    Time       T1       T2  shutter Setpoint 
   175.76    3.940    3.725    0.000    4.000
   175.82    3.940    3.725    0.000    4.000
   175.89    3.940    3.725    0.000    4.000
   175.96    3.940    3.725    0.000    4.000
   176.02    3.940    3.725    0.000    4.000
   176.09    3.940    3.725    0.000    4.000
   176.15    3.940    3.725    0.000    4.000
   176.22    3.940    3.725    0.000    4.000
   176.29    3.940    3.725    0.000    4.000
   176.35    3.940    3.725    0.000    4.000
   176.42    3.940    3.725    0.000    4.000
   176.48    3.940    3.725    0.000    4.000
   176.55    3.940    3.725    0.000    4.000
   176.62    3.940    3.725    0.000    4.000
   176.68    3.940    3.725    0.000    4.000
   176.75    3.935    3.725    0.000    4.000
   176.81    3.940    3.725    0.000    4.000
   176.88    3.940    3.725    0.000    4.000
   176.95    3.935    3.725    0.000    4.000
   177.01    3.935    3.725    0.000    4.000
   177.08    3.935    3.725    0.000    4.000
   177.14    3.940    3.725    0.000    4.000
   177.21    3.935    3.725    0.000    4.000
   177.28    3.935    3.725    0.000    4.000
   177.34    3.935    3.725    0.000    4.000
   177.41    3.935    3.725    0.000    4.000
   177.47    3.935    3.725    0.000    4.000
   177.54    3.940    3.725    0.000    4.000
   177.61    3.935    3.725    0.000    4.000
   177.67    3.935    3.725    0.000    4.000
   177.74    3.935    3.725    0.000    4.000
   177.80    3.935    3.725    0.000    4.000
   177.87    3.940    3.725    0.000    4.000
   177.94    3.935    3.725    0.000    4.000
   178.00    3.940    3.725    0.000    4.000
   178.07    3.935    3.725    0.000    4.000
   178.13    3.940    3.725    0.000    4.000
   178.20    3.940    3.725    0.000    4.000
   178.27    3.935    3.725    0.000    4.000
   178.33    3.940    3.725    0.000    4.000
   178.40    3.935    3.725    0.000    4.000
   178.46    3.935    3.725    0.000    4.000
   178.53    3.935    3.725    0.000    4.000
   178.60    3.935    3.725    0.000    4.000
   178.66    3.935    3.725    0.000    4.000
   178.73    3.940    3.725    0.000    4.000
   178.79    3.935    3.725    0.000    4.000
   178.86    3.935    3.725    0.000    4.000
   178.93    3.935    3.725    0.000    4.000
   178.99    3.935    3.725    0.000    4.000
   179.06    3.940    3.725    0.000    4.000
   179.12    3.940    3.725    0.000    4.000
   179.19    3.935    3.725    0.000    4.000
   179.26    3.940    3.725    0.000    4.000
   179.32    3.935    3.725    0.000    4.000
   179.39    3.940    3.725    0.000    4.000
   179.45    3.935    3.725    0.000    4.000
   179.52    3.940    3.725    0.000    4.000
   179.59    3.935    3.725    0.000    4.000
   179.65    3.940    3.725    0.000    4.000
   179.72    3.940    3.725    0.000    4.000
   179.78    3.935    3.725    0.000    4.000
   179.85    3.935    3.725    0.000    4.000
   179.92    3.935    3.725    0.000    4.000
   179.98    3.935    3.725    0.000    4.000
   180.05    3.935    3.725    0.000    4.000
   180.11    3.935    3.725    0.000    4.000
   180.18    3.935    3.725    0.000    4.000
   180.25    3.935    3.725    0.000    4.000
   180.31    3.935    3.725    0.000    4.000
   180.38    3.935    3.725    0.000    4.000
   180.44    3.935    3.725    0.000    4.000
   180.51    3.935    3.725    0.000    4.000
   180.58    3.935    3.725    0.000    4.000
   180.64    3.935    3.725    0.000    4.000
   180.71    3.935    3.725    0.000    4.000
   180.77    3.935    3.725    0.000    4.000
   180.84    3.935    3.725    0.000    4.000
   180.91    3.935    3.725    0.000    4.000
   180.97    3.935    3.725    0.000    4.000
   181.04    3.935    3.725    0.000    4.000
   181.10    3.935    3.725    0.000    4.000
   181.17    3.935    3.725    0.000    4.000
   181.24    3.935    3.725    0.000    4.000
   181.30    3.935    3.725    0.000    4.000
   181.37    3.935    3.725    0.000    4.000
   181.43    3.935    3.725    0.000    4.000
   181.50    3.935    3.725    0.000    4.000
   181.57    3.935    3.725    0.000    4.000
   181.63    3.935    3.725    0.000    4.000
   181.70    3.935    3.725    0.000    4.000
   181.76    3.935    3.725    0.000    4.000
   181.83    3.935    3.725    0.000    4.000
   181.90    3.935    3.725    0.000    4.000
   181.96    3.935    3.725    0.000    4.000
   182.03    3.935    3.725    0.000    4.000
   182.09    3.935    3.725    0.000    4.000
   182.16    3.935    3.725    0.000    4.000
   182.23    3.935    3.725    0.000    4.000
   182.29    3.935    3.725    0.000    4.000
   182.36    3.935    3.725    0.000    4.000
   182.42    3.935    3.725    0.000    4.000
   182.49    3.935    3.725    0.000    4.000
   182.56    3.935    3.725    0.000    4.000
   182.62    3.935    3.725    0.000    4.000
   182.69    3.935    3.725    0.000    4.000
   182.75    3.935    3.725    0.000    4.000
   182.82    3.935    3.725    0.000    4.000
   182.89    3.935    3.725    0.000    4.000
   182.95    3.935    3.725    0.000    4.000
   183.02    3.935    3.725    0.000    4.000
   183.08    3.935    3.725    0.000    4.000
   183.15    3.935    3.725    0.000    4.000
   183.22    3.935    3.725    0.000    4.000
   183.28    3.935    3.725    0.000    4.000
   183.35    3.935    3.725    0.000    4.000
   183.41    3.935    3.725    0.000    4.000
   183.48    3.935    3.725    0.000    4.000
   183.55    3.935    3.725    0.000    4.000
   183.61    3.935    3.725    0.000    4.000
   183.68    3.935    3.725    0.000    4.000
   183.74    3.935    3.725    0.000    4.000
   183.81    3.935    3.725    0.000    4.000
   183.88    3.935    3.725    0.000    4.000
   183.94    3.935    3.730    0.000    4.000
   184.01    3.935    3.725    0.000    4.000
   184.07    3.935    3.725    0.000    4.000
   184.14    3.935    3.730    0.000    4.000
   184.21    3.935    3.730    0.000    4.000
   184.27    3.935    3.725    0.000    4.000
   184.34    3.935    3.725    0.000    4.000
   184.40    3.935    3.725    0.000    4.000
   184.47    3.935    3.725    0.000    4.000
   184.54    3.935    3.725    0.000    4.000
   184.60    3.935    3.725    0.000    4.000
   184.67    3.935    3.725    0.000    4.000
   184.73    3.935    3.725    0.000    4.000
   184.80    3.935    3.725    0.000    4.000
   184.87    3.935    3.725    0.000    4.000
   184.93    3.935    3.725    0.000    4.000
   185.00    3.935    3.725    0.000    4.000
   185.06    3.935    3.725    0.000    4.000
   185.13    3.935    3.725    0.000    4.000
   185.20    3.935    3.725    0.000    4.000
   185.26    3.935    3.730    0.000    4.000
   185.33    3.935    3.730    0.000    4.000
   185.39    3.935    3.730    0.000    4.000
   185.46    3.935    3.730    0.000    4.000
   185.53    3.935    3.730    0.000    4.000
   185.59    3.935    3.730    0.000    4.000
   185.66    3.935    3.730    0.000    4.000
   185.72    3.935    3.730    0.000    4.000
   185.79    3.935    3.725    0.000    4.000
   185.86    3.935    3.730    0.000    4.000
   185.92    3.935    3.730    0.000    4.000
   185.99    3.935    3.730    0.000    4.000
   186.05    3.935    3.730    0.000    4.000
   186.12    3.935    3.725    0.000    4.000
   186.19    3.935    3.725    0.000    4.000
   186.25    3.935    3.725    0.000    4.000
   186.32    3.935    3.725    0.000    4.000
   186.38    3.935    3.725    0.000    4.000
   186.45    3.935    3.725    0.000    4.000
   186.52    3.935    3.725    0.000    4.000
   186.58    3.935    3.725    0.000    4.000
   186.65    3.935    3.725    0.000    4.000
   186.71    3.935    3.725    0.000    4.000
   186.78    3.935    3.725    0.000    4.000
   186.85    3.935    3.725    0.000    4.000
   186.91    3.935    3.725    0.000    4.000
   186.98    3.935    3.725    0.000    4.000
   187.04    3.935    3.725    0.000    4.000
   187.11    3.935    3.725    0.000    4.000
   187.18    3.935    3.725    0.000    4.000
   187.24    3.935    3.725    0.000    4.000
   187.31    3.935    3.725    0.000    4.000
   187.37    3.935    3.725    0.000    4.000
   187.44    3.935    3.725    0.000    4.000
   187.51    3.935    3.730    0.000    4.000
   187.57    3.935    3.730    0.000    4.000
   187.64    3.935    3.730    0.000    4.000
   187.70    3.935    3.730    0.000    4.000
   187.77    3.935    3.730    0.000    4.000
   187.84    3.935    3.725    0.000    4.000
   187.90    3.935    3.730    0.000    4.000
   187.97    3.935    3.730    0.000    4.000
   188.03    3.935    3.730    0.000    4.000
   188.10    3.935    3.730    0.000    4.000
   188.17    3.935    3.730    0.000    4.000
   188.23    3.935    3.730    0.000    4.000
   188.30    3.935    3.725    0.000    4.000
   188.36    3.935    3.730    0.000    4.000
   188.43    3.935    3.725    0.000    4.000
   188.50    3.935    3.725    0.000    4.000
   188.56    3.935    3.725    0.000    4.000
   188.63    3.935    3.725    0.000    4.000
   188.69    3.935    3.725    0.000    4.000
   188.76    3.935    3.725    0.000    4.000
   188.83    3.935    3.725    0.000    4.000
   188.89    3.935    3.725    0.000    4.000
   188.96    3.935    3.730    0.000    4.000
   189.02    3.935    3.730    0.000    4.000
   189.09    3.935    3.725    0.000    4.000
   189.16    3.935    3.725    0.000    4.000
   189.22    3.935    3.730    0.000    4.000
   189.29    3.935    3.730    0.000    4.000
   189.35    3.935    3.725    0.000    4.000
   189.42    3.935    3.730    0.000    4.000
   189.49    3.935    3.730    0.000    4.000
   189.55    3.935    3.730    0.000    4.000
   189.62    3.935    3.730    0.000    4.000
   189.68    3.935    3.730    0.000    4.000
   189.75    3.940    3.725    0.000    4.000
   189.82    3.935    3.725    0.000    4.000
   189.88    3.940    3.725    0.000    4.000
   189.95    3.940    3.730    0.000    4.000
   190.01    3.940    3.730    0.000    4.000
   190.08    3.940    3.730    0.000    4.000
   190.15    3.935    3.725    0.000    4.000
   190.21    3.935    3.730    0.000    4.000
   190.28    3.935    3.730    0.000    4.000
   190.34    3.935    3.730    0.000    4.000
   190.41    3.935    3.730    0.000    4.000
   190.48    3.935    3.730    0.000    4.000
   190.54    3.935    3.730    0.000    4.000
   190.61    3.935    3.730    0.000    4.000
   190.67    3.935    3.730    0.000    4.000
   190.74    3.935    3.730    0.000    4.000
   190.81    3.935    3.730    0.000    4.000
   190.87    3.935    3.730    0.000    4.000
   190.94    3.935    3.730    0.000    4.000
   191.00    3.935    3.730    0.000    4.000
   191.07    3.935    3.730    0.000    4.000
   191.14    3.935    3.730    0.000    4.000
   191.20    3.935    3.730    0.000    4.000
   191.27    3.935    3.730    0.000    4.000
   191.33    3.935    3.730    0.000    4.000
   191.40    3.935    3.730    0.000    4.000
   191.47    3.935    3.730    0.000    4.000
   191.53    3.935    3.730    0.000    4.000
   191.60    3.935    3.730    0.000    4.000
   191.66    3.935    3.730    0.000    4.000
   191.73    3.935    3.730    0.000    4.000
   191.80    3.935    3.730    0.000    4.000
   191.86    3.935    3.730    0.000    4.000
   191.93    3.935    3.730    0.000    4.000
   191.99    3.935    3.730    0.000    4.000
   192.06    3.935    3.730    0.000    4.000
   192.13    3.940    3.730    0.000    4.000
   192.19    3.935    3.730    0.000    4.000
   192.26    3.935    3.730    0.000    4.000
   192.32    3.935    3.730    0.000    4.000
   192.39    3.940    3.730    0.000    4.000
   192.46    3.940    3.730    0.000    4.000
   192.52    3.935    3.730    0.000    4.000
   192.59    3.935    3.730    0.000    4.000
   192.65    3.935    3.730    0.000    4.000
   192.72    3.935    3.730    0.000    4.000
   192.79    3.935    3.730    0.000    4.000
   192.85    3.935    3.730    0.000    4.000
   192.92    3.935    3.730    0.000    4.000
   192.98    3.935    3.730    0.000    4.000
   193.05    3.935    3.730    0.000    4.000
   193.12    3.935    3.730    0.000    4.000
   193.18    3.935    3.730    0.000    4.000
   193.25    3.935    3.730    0.000    4.000
   193.31    3.935    3.730    0.000    4.000
   193.38    3.935    3.730    0.000    4.000
   193.45    3.935    3.730    0.000    4.000
   193.51    3.935    3.730    0.000    4.000
   193.58    3.935    3.730    0.000    4.000
   193.64    3.935    3.730    0.000    4.000
   193.71    3.935    3.730    0.000    4.000
   193.78    3.935    3.730    0.000    4.000
   193.84    3.935    3.730    0.000    4.000
   193.91    3.935    3.730    0.000    4.000
   193.97    3.935    3.730    0.000    4.000
   194.04    3.935    3.730    0.000    4.000
   194.11    3.935    3.730    0.000    4.000
   194.17    3.935    3.730    0.000    4.000
   194.24    3.935    3.730    0.000    4.000
   194.30    3.935    3.730    0.000    4.000
   194.37    3.935    3.730    0.000    4.000
   194.44    3.935    3.730    0.000    4.000
   194.50    3.935    3.730    0.000    4.000
   194.57    3.935    3.730    0.000    4.000
   194.63    3.935    3.730    0.000    4.000
   194.70    3.935    3.730    0.000    4.000
   194.77    3.935    3.730    0.000    4.000
   194.83    3.935    3.730    0.000    4.000
   194.90    3.935    3.730    0.000    4.000
   194.96    3.935    3.730    0.000    4.000
   195.03    3.935    3.730    0.000    4.000
   195.10    3.935    3.730    0.000    4.000
   195.16    3.935    3.730    0.000    4.000
   195.23    3.935    3.730    0.000    4.000
   195.29    3.935    3.730    0.000    4.000
   195.36    3.935    3.730    0.000    4.000
   195.43    3.935    3.730    0.000    4.000
   195.49    3.940    3.730    0.000    4.000
   195.56    3.935    3.730    0.000    4.000
   195.62    3.940    3.730    0.000    4.000
   195.69    3.940    3.730    0.000    4.000
   195.76    3.935    3.730    0.000    4.000
   195.82    3.935    3.730    0.000    4.000
   195.89    3.935    3.730    0.000    4.000
   195.95    3.935    3.730    0.000    4.000
   196.02    3.935    3.730    0.000    4.000
   196.09    3.935    3.730    0.000    4.000
   196.15    3.935    3.730    0.000    4.000
   196.22    3.935    3.730    0.000    4.000
   196.28    3.935    3.730    0.000    4.000
   196.35    3.935    3.730    0.000    4.000
   196.42    3.935    3.730    0.000    4.000
   196.48    3.935    3.730    0.000    4.000
   196.55    3.935    3.730    0.000    4.000
   196.61    3.935    3.730    0.000    4.000
   196.68    3.935    3.730    0.000    4.000
   196.75    3.935    3.730    0.000    4.000
   196.81    3.935    3.730    0.000    4.000
   196.88    3.935    3.730    0.000    4.000
   196.94    3.935    3.730    0.000    4.000
   197.01    3.935    3.730    0.000    4.000
   197.08    3.935    3.730    0.000    4.000
   197.14    3.935    3.730    0.000    4.000
   197.21    3.935    3.730    0.000    4.000
   197.27    3.935    3.730    0.000    4.000
   197.34    3.935    3.730    0.000    4.000
   197.41    3.935    3.730    0.000    4.000
   197.47    3.935    3.730    0.000    4.000
   197.54    3.935    3.730    0.000    4.000
   197.60    3.935    3.730    0.000    4.000
   197.67    3.935    3.730    0.000    4.000
   197.74    3.940    3.730    0.000    4.000
   197.80    3.940    3.730    0.000    4.000
   197.87    3.935    3.730    0.000    4.000
   197.93    3.935    3.730    0.000    4.000
   198.00    3.935    3.730    0.000    4.000
   198.07    3.935    3.730    0.000    4.000
   198.13    3.935    3.730    0.000    4.000
   198.20    3.935    3.730    0.000    4.000
   198.26    3.940    3.730    0.000    4.000
   198.33    3.940    3.730    0.000    4.000
   198.40    3.940    3.730    0.000    4.000
   198.46    3.940    3.730    0.000    4.000
   198.53    3.940    3.730    0.000    4.000
   198.59    3.940    3.730    0.000    4.000
   198.66    3.940    3.730    0.000    4.000
   198.73    3.940    3.730    0.000    4.000
   198.79    3.940    3.730    0.000    4.000
   198.86    3.940    3.730    0.000    4.000
   198.92    3.940    3.730    0.000    4.000
   198.99    3.935    3.730    0.000    4.000
   199.06    3.940    3.730    0.000    4.000
   199.12    3.940    3.730    0.000    4.000
   199.19    3.940    3.730    0.000    4.000
   199.25    3.940    3.730    0.000    4.000
   199.32    3.940    3.730    0.000    4.000
   199.39    3.940    3.730    0.000    4.000
   199.45    3.940    3.730    0.000    4.000
   199.52    3.940    3.730    0.000    4.000
   199.58    3.940    3.730    0.000    4.000
   199.65    3.940    3.730    0.000    4.000
   199.72    3.940    3.730    0.000    4.000
   199.78    3.940    3.730    0.000    4.000
   199.85    3.940    3.730    0.000    4.000
   199.91    3.940    3.730    0.000    4.000
   199.98    3.940    3.730    0.000    4.000
   200.05    3.940    3.730    0.000    4.000
   200.11    3.940    3.730    0.000    4.000
   200.18    3.940    3.730    0.000    4.000
   200.24    3.940    3.730    0.000    4.000
   200.31    3.940    3.730    0.000    4.000
   200.38    3.940    3.730    0.000    4.000
   200.44    3.940    3.730    0.000    4.000
   200.51    3.940    3.730    0.000    4.000
   200.57    3.940    3.730    0.000    4.000
   200.64    3.940    3.730    0.000    4.000
   200.71    3.940    3.730    0.000    4.000
   200.77    3.940    3.730    0.000    4.000
   200.84    3.940    3.730    0.000    4.000
   200.90    3.940    3.730    0.000    4.000
   200.97    3.940    3.730    0.000    4.000
   201.04    3.940    3.730    0.000    4.000
   201.10    3.940    3.730    0.000    4.000
   201.17    3.940    3.730    0.000    4.000
   201.23    3.940    3.730    0.000    4.000
   201.30    3.940    3.730    0.000    4.000
   201.37    3.940    3.730    0.000    4.000
   201.43    3.940    3.730    0.000    4.000
   201.50    3.940    3.730    0.000    4.000
   201.56    3.940    3.730    0.000    4.000
   201.63    3.940    3.730    0.000    4.000
   201.70    3.940    3.730    0.000    4.000
   201.76    3.940    3.730    0.000    4.000
   201.83    3.940    3.730    0.000    4.000
   201.89    3.940    3.730    0.000    4.000
   201.96    3.940    3.730    0.000    4.000
   202.03    3.940    3.730    0.000    4.000
   202.09    3.940    3.730    0.000    4.000
   202.16    3.940    3.730    0.000    4.000
   202.22    3.940    3.730    0.000    4.000
   202.29    3.940    3.730    0.000    4.000
   202.36    3.940    3.730    0.000    4.000
   202.42    3.940    3.730    0.000    4.000
   202.49    3.940    3.730    0.000    4.000
   202.55    3.940    3.730    0.000    4.000
   202.62    3.940    3.730    0.000    4.000
   202.69    3.940    3.730    0.000    4.000
   202.75    3.940    3.730    0.000    4.000
   202.82    3.940    3.730    0.000    4.000
   202.88    3.940    3.730    0.000    4.000
   202.95    3.940    3.730    0.000    4.000
   203.02    3.940    3.730    0.000    4.000
   203.08    3.940    3.730    0.000    4.000
   203.15    3.940    3.730    0.000    4.000
   203.21    3.940    3.730    0.000    4.000
   203.28    3.940    3.730    0.000    4.000
   203.35    3.940    3.730    0.000    4.000
   203.41    3.940    3.730    0.000    4.000
   203.48    3.940    3.730    0.000    4.000
   203.54    3.940    3.730    0.000    4.000
   203.61    3.940    3.730    0.000    4.000
   203.68    3.940    3.730    0.000    4.000
   203.74    3.940    3.730    0.000    4.000
   203.81    3.940    3.730    0.000    4.000
   203.87    3.940    3.730    0.000    4.000
   203.94    3.940    3.730    0.000    4.000
   204.01    3.940    3.730    0.000    4.000
   204.07    3.940    3.730    0.000    4.000
   204.14    3.940    3.730    0.000    4.000
   204.20    3.940    3.730    0.000    4.000
   204.27    3.940    3.730    0.000    4.000
   204.34    3.940    3.730    0.000    4.000
   204.40    3.940    3.730    0.000    4.000
   204.47    3.940    3.730    0.000    4.000
   204.53    3.940    3.730    0.000    4.000
   204.60    3.940    3.730    0.000    4.000
   204.67    3.940    3.730    0.000    4.000
   204.73    3.940    3.730    0.000    4.000
   204.80    3.940    3.730    0.000    4.000
   204.86    3.940    3.730    0.000    4.000
   204.93    3.940    3.730    0.000    4.000
   205.00    3.940    3.730    0.000    4.000
   205.06    3.940    3.730    0.000    4.000
   205.13    3.940    3.730    0.000    4.000
   205.19    3.940    3.730    0.000    4.000
   205.26    3.940    3.730    0.000    4.000
   205.33    3.940    3.730    0.000    4.000
   205.39    3.940    3.730    0.000    4.000
   205.46    3.940    3.730    0.000    4.000
   205.52    3.940    3.730    0.000    4.000
   205.59    3.940    3.730    0.000    4.000
   205.66    3.940    3.730    0.000    4.000
   205.72    3.940    3.730    0.000    4.000
   205.79    3.940    3.730    0.000    4.000
   205.85    3.940    3.730    0.000    4.000
   205.92    3.940    3.730    0.000    4.000
   205.99    3.940    3.730    0.000    4.000
   206.05    3.940    3.730    0.000    4.000
   206.12    3.940    3.730    0.000    4.000
   206.18    3.940    3.730    0.000    4.000
   206.25    3.940    3.730    0.000    4.000
   206.32    3.940    3.730    0.000    4.000
   206.38    3.940    3.730    0.000    4.000
   206.45    3.940    3.730    0.000    4.000
   206.51    3.940    3.730    0.000    4.000
   206.58    3.940    3.730    0.000    4.000
   206.65    3.940    3.730    0.000    4.000
   206.71    3.940    3.730    0.000    4.000
   206.78    3.940    3.730    0.000    4.000
   206.84    3.940    3.730    0.000    4.000
   206.91    3.940    3.730    0.000    4.000
   206.98    3.940    3.730    0.000    4.000
   207.04    3.940    3.730    0.000    4.000
   207.11    3.940    3.730    0.000    4.000
   207.17    3.940    3.730    0.000    4.000
   207.24    3.940    3.730    0.000    4.000
   207.31    3.940    3.730    0.000    4.000
   207.37    3.940    3.730    0.000    4.000
   207.44    3.940    3.730    0.000    4.000
   207.50    3.940    3.730    0.000    4.000
   207.57    3.940    3.730    0.000    4.000
   207.64    3.940    3.730    0.000    4.000
   207.70    3.940    3.730    0.000    4.000
   207.77    3.940    3.730    0.000    4.000
   207.83    3.940    3.730    0.000    4.000
   207.90    3.940    3.730    0.000    4.000
   207.97    3.940    3.730    0.000    4.000
   208.03    3.940    3.730    0.000    4.000
   208.10    3.940    3.730    0.000    4.000
   208.16    3.940    3.730    0.000    4.000
   208.23    3.940    3.730    0.000    4.000
   208.30    3.940    3.730    0.000    4.000
   208.36    3.940    3.730    0.000    4.000
   208.43    3.940    3.730    0.000    4.000
   208.49    3.940    3.730    0.000    4.000
   208.56    3.940    3.730    0.000    4.000
   208.63    3.940    3.730    0.000    4.000
   208.69    3.940    3.730    0.000    4.000
   208.76    3.940    3.730    0.000    4.000
   208.82    3.940    3.730    0.000    4.000
   208.89    3.940    3.730    0.000    4.000
   208.96    3.935    3.730    0.000    4.000
   209.02    3.940    3.730    0.000    4.000
   209.09    3.935    3.730    0.000    4.000
   209.15    3.935    3.730    0.000    4.000
   209.22    3.935    3.730    0.000    4.000
   209.29    3.935    3.730    0.000    4.000
   209.35    3.935    3.730    0.000    4.000
   209.42    3.935    3.730    0.000    4.000
   209.48    3.935    3.730    0.000    4.000
   209.55    3.935    3.730    0.000    4.000
   209.62    3.935    3.730    0.000    4.000
   209.68    3.935    3.730    0.000    4.000
   209.75    3.935    3.730    0.000    4.000
   209.81    3.935    3.730    0.000    4.000
   209.88    3.935    3.730    0.000    4.000
   209.95    3.935    3.730    0.000    4.000
   210.01    3.935    3.730    0.000    4.000
   210.08    3.935    3.730    0.000    4.000
   210.14    3.935    3.730    0.000    4.000
   210.21    3.935    3.730    0.000    4.000
   210.28    3.935    3.730    0.000    4.000
   210.34    3.935    3.730    0.000    4.000
   210.41    3.935    3.730    0.000    4.000
   210.47    3.935    3.730    0.000    4.000
   210.54    3.935    3.730    0.000    4.000
   210.61    3.935    3.730    0.000    4.000
   210.67    3.935    3.730    0.000    4.000
   210.74    3.935    3.730    0.000    4.000
   210.80    3.935    3.730    0.000    4.000
   210.87    3.935    3.730    0.000    4.000
   210.94    3.935    3.730    0.000    4.000
   211.00    3.935    3.730    0.000    4.000
   211.07    3.935    3.730    0.000    4.000
   211.13    3.935    3.730    0.000    4.000
   211.20    3.935    3.730    0.000    4.000
   211.27    3.935    3.730    0.000    4.000
   211.33    3.935    3.730    0.000    4.000
   211.40    3.935    3.730    0.000    4.000
   211.46    3.935    3.730    0.000    4.000
   211.53    3.935    3.730    0.000    4.000
   211.60    3.935    3.730    0.000    4.000
   211.66    3.935    3.730    0.000    4.000
   211.73    3.935    3.730    0.000    4.000
   211.79    3.935    3.730    0.000    4.000
   211.86    3.935    3.730    0.000    4.000
   211.93    3.935    3.730    0.000    4.000
   211.99    3.935    3.730    0.000    4.000
   212.06    3.935    3.730    0.000    4.000
   212.12    3.935    3.730    0.000    4.000
   212.19    3.935    3.730    0.000    4.000
   212.26    3.935    3.730    0.000    4.000
   212.32    3.935    3.730    0.000    4.000
   212.39    3.935    3.730    0.000    4.000
   212.45    3.935    3.730    0.000    4.000
   212.52    3.935    3.730    0.000    4.000
   212.59    3.935    3.730    0.000    4.000
   212.65    3.935    3.730    0.000    4.000
   212.72    3.935    3.730    0.000    4.000
   212.78    3.935    3.730    0.000    4.000
   212.85    3.935    3.730    0.000    4.000
   212.92    3.935    3.730    0.000    4.000
   212.98    3.935    3.730    0.000    4.000
   213.05    3.935    3.730    0.000    4.000
   213.11    3.935    3.730    0.000    4.000
   213.18    3.935    3.730    0.000    4.000
   213.25    3.935    3.730    0.000    4.000
   213.31    3.935    3.730    0.000    4.000
   213.38    3.935    3.730    0.000    4.000
   213.44    3.935    3.730    0.000    4.000
   213.51    3.935    3.730    0.000    4.000
   213.58    3.935    3.730    0.000    4.000
   213.64    3.935    3.730    0.000    4.000
   213.71    3.935    3.730    0.000    4.000
   213.77    3.935    3.730    0.000    4.000
   213.84    3.935    3.730    0.000    4.000
   213.91    3.935    3.730    0.000    4.000
   213.97    3.935    3.730    0.000    4.000
   214.04    3.935    3.730    0.000    4.000
   214.10    3.935    3.730    0.000    4.000
   214.17    3.935    3.730    0.000    4.000
   214.24    3.935    3.730    0.000    4.000
   214.30    3.935    3.730    0.000    4.000
   214.37    3.935    3.730    0.000    4.000
   214.43    3.930    3.730    0.000    4.000
   214.50    3.930    3.730    0.000    4.000
   214.57    3.935    3.730    0.000    4.000
   214.63    3.935    3.730    0.000    4.000
   214.70    3.930    3.730    0.000    4.000
   214.76    3.935    3.730    0.000    4.000
   214.83    3.935    3.730    0.000    4.000
   214.90    3.930    3.730    0.000    4.000
   214.96    3.930    3.730    0.000    4.000
   215.03    3.930    3.730    0.000    4.000
   215.09    3.935    3.730    0.000    4.000
   215.16    3.930    3.730    0.000    4.000
   215.23    3.930    3.730    0.000    4.000
   215.29    3.935    3.730    0.000    4.000
   215.36    3.935    3.730    0.000    4.000
   215.42    3.930    3.730    0.000    4.000
   215.49    3.930    3.730    0.000    4.000
   215.56    3.930    3.730    0.000    4.000
   215.62    3.930    3.730    0.000    4.000
   215.69    3.930    3.730    0.000    4.000
   215.75    3.930    3.730    0.000    4.000
   215.82    3.930    3.730    0.000    4.000
   215.89    3.930    3.730    0.000    4.000
   215.95    3.930    3.730    0.000    4.000
   216.02    3.930    3.730    0.000    4.000
   216.08    3.930    3.730    0.000    4.000
   216.15    3.930    3.730    0.000    4.000
   216.22    3.930    3.730    0.000    4.000
   216.28    3.930    3.730    0.000    4.000
   216.35    3.930    3.730    0.000    4.000
   216.41    3.930    3.730    0.000    4.000
   216.48    3.930    3.730    0.000    4.000
   216.55    3.930    3.730    0.000    4.000
   216.61    3.930    3.730    0.000    4.000
   216.68    3.930    3.730    0.000    4.000
   216.74    3.930    3.730    0.000    4.000
   216.81    3.930    3.730    0.000    4.000
   216.88    3.930    3.730    0.000    4.000
   216.94    3.930    3.730    0.000    4.000
   217.01    3.930    3.730    0.000    4.000
   217.07    3.930    3.730    0.000    4.000
   217.14    3.930    3.730    0.000    4.000
   217.21    3.930    3.730    0.000    4.000
   217.27    3.930    3.730    0.000    4.000
   217.34    3.930    3.730    0.000    4.000
   217.40    3.930    3.730    0.000    4.000
   217.47    3.930    3.730    0.000    4.000
   217.54    3.930    3.730    0.000    4.000
   217.60    3.930    3.730    0.000    4.000
   217.67    3.930    3.730    0.000    4.000
   217.73    3.930    3.730    0.000    4.000
   217.80    3.930    3.730    0.000    4.000
   217.87    3.930    3.730    0.000    4.000
   217.93    3.930    3.730    0.000    4.000
   218.00    3.930    3.730    0.000    4.000
   218.06    3.930    3.730    0.000    4.000
   218.13    3.930    3.730    0.000    4.000
   218.20    3.930    3.730    0.000    4.000
   218.26    3.930    3.730    0.000    4.000
   218.33    3.930    3.730    0.000    4.000
   218.39    3.930    3.730    0.000    4.000
   218.46    3.930    3.730    0.000    4.000
   218.53    3.930    3.730    0.000    4.000
   218.59    3.930    3.730    0.000    4.000
   218.66    3.930    3.730    0.000    4.000
   218.72    3.930    3.730    0.000    4.000
   218.79    3.930    3.730    0.000    4.000
   218.86    3.930    3.730    0.000    4.000
   218.92    3.930    3.730    0.000    4.000
   218.99    3.930    3.730    0.000    4.000
   219.05    3.930    3.730    0.000    4.000
   219.12    3.930    3.730    0.000    4.000
   219.19    3.930    3.730    0.000    4.000
   219.25    3.930    3.730    0.000    4.000
   219.32    3.930    3.730    0.000    4.000
   219.38    3.930    3.730    0.000    4.000
   219.45    3.930    3.730    0.000    4.000
   219.52    3.930    3.730    0.000    4.000
   219.58    3.930    3.730    0.000    4.000
