
Data series 3

    Time       T1       T2  shutter Setpoint 
   227.37    3.965    3.760    0.000    4.000
   227.44    3.965    3.760    0.000    4.000
   227.50    3.965    3.760    0.000    4.000
   227.57    3.965    3.760    0.000    4.000
   227.63    3.965    3.760    0.000    4.000
   227.70    3.965    3.760    0.000    4.000
   227.77    3.965    3.760    0.000    4.000
   227.83    3.965    3.760    0.000    4.000
   227.90    3.965    3.760    0.000    4.000
   227.96    3.965    3.760    0.000    4.000
   228.03    3.965    3.760    0.000    4.000
   228.10    3.965    3.760    0.000    4.000
   228.16    3.965    3.760    0.000    4.000
   228.23    3.970    3.760    0.000    4.000
   228.29    3.970    3.760    0.000    4.000
   228.36    3.970    3.760    0.000    4.000
   228.43    3.970    3.760    0.000    4.000
   228.49    3.970    3.755    0.000    4.000
   228.56    3.970    3.760    0.000    4.000
   228.62    3.970    3.760    0.000    4.000
   228.69    3.970    3.755    0.000    4.000
   228.76    3.970    3.760    0.000    4.000
   228.82    3.970    3.760    0.000    4.000
   228.89    3.970    3.760    0.000    4.000
   228.95    3.970    3.755    0.000    4.000
   229.02    3.970    3.755    0.000    4.000
   229.09    3.970    3.755    0.000    4.000
   229.15    3.970    3.760    0.000    4.000
   229.22    3.970    3.760    0.000    4.000
   229.28    3.970    3.760    0.000    4.000
   229.35    3.970    3.755    0.000    4.000
   229.42    3.970    3.760    0.000    4.000
   229.48    3.970    3.760    0.000    4.000
   229.55    3.970    3.760    0.000    4.000
   229.61    3.975    3.760    0.000    4.000
   229.68    3.970    3.760    0.000    4.000
   229.75    3.975    3.755    0.000    4.000
   229.81    3.975    3.760    0.000    4.000
   229.88    3.975    3.755    0.000    4.000
   229.94    3.975    3.760    0.000    4.000
   230.01    3.975    3.760    0.000    4.000
   230.08    3.975    3.760    0.000    4.000
   230.14    3.975    3.760    0.000    4.000
   230.21    3.975    3.760    0.000    4.000
   230.27    3.975    3.760    0.000    4.000
   230.34    3.975    3.760    0.000    4.000
   230.41    3.975    3.760    0.000    4.000
   230.47    3.975    3.760    0.000    4.000
   230.54    3.975    3.760    0.000    4.000
   230.60    3.975    3.760    0.000    4.000
   230.67    3.975    3.760    0.000    4.000
   230.74    3.980    3.760    0.000    4.000
   230.80    3.980    3.760    0.000    4.000
   230.87    3.980    3.760    0.000    4.000
   230.93    3.980    3.760    0.000    4.000
   231.00    3.980    3.755    0.000    4.000
   231.07    3.980    3.755    0.000    4.000
   231.13    3.980    3.755    0.000    4.000
   231.20    3.980    3.760    0.000    4.000
   231.26    3.980    3.760    0.000    4.000
   231.33    3.980    3.760    0.000    4.000
   231.40    3.980    3.760    0.000    4.000
   231.46    3.980    3.755    0.000    4.000
   231.53    3.980    3.760    0.000    4.000
   231.59    3.980    3.760    0.000    4.000
   231.66    3.980    3.760    0.000    4.000
   231.73    3.980    3.755    0.000    4.000
   231.79    3.985    3.760    0.000    4.000
   231.86    3.985    3.760    0.000    4.000
   231.92    3.985    3.760    0.000    4.000
   231.99    3.985    3.760    0.000    4.000
   232.06    3.985    3.755    0.000    4.000
   232.12    3.985    3.760    0.000    4.000
   232.19    3.985    3.760    0.000    4.000
   232.25    3.985    3.760    0.000    4.000
   232.32    3.985    3.760    0.000    4.000
   232.39    3.985    3.755    0.000    4.000
   232.45    3.985    3.760    0.000    4.000
   232.52    3.985    3.760    0.000    4.000
   232.58    3.990    3.760    0.000    4.000
   232.65    3.990    3.755    0.000    4.000
   232.72    3.990    3.755    0.000    4.000
   232.78    3.990    3.755    0.000    4.000
   232.85    3.990    3.755    0.000    4.000
   232.91    3.990    3.755    0.000    4.000
   232.98    3.990    3.755    0.000    4.000
   233.05    3.990    3.755    0.000    4.000
   233.11    3.990    3.755    0.000    4.000
   233.18    3.990    3.755    0.000    4.000
   233.24    3.990    3.755    0.000    4.000
   233.31    3.990    3.755    0.000    4.000
   233.38    3.990    3.755    0.000    4.000
   233.44    3.990    3.760    0.000    4.000
   233.51    3.990    3.755    0.000    4.000
   233.57    3.990    3.760    0.000    4.000
   233.64    3.995    3.755    0.000    4.000
   233.71    3.990    3.760    0.000    4.000
   233.77    3.995    3.760    0.000    4.000
   233.84    3.995    3.760    0.000    4.000
   233.90    3.995    3.760    0.000    4.000
   233.97    3.995    3.755    0.000    4.000
   234.04    3.995    3.755    0.000    4.000
   234.10    3.995    3.760    0.000    4.000
   234.17    3.995    3.760    0.000    4.000
   234.23    3.995    3.760    0.000    4.000
   234.30    3.995    3.760    0.000    4.000
   234.37    3.995    3.760    0.000    4.000
   234.43    3.995    3.760    0.000    4.000
   234.50    3.995    3.760    0.000    4.000
   234.56    3.995    3.760    0.000    4.000
   234.63    4.000    3.760    0.000    4.000
   234.70    4.000    3.760    0.000    4.000
   234.76    4.000    3.760    0.000    4.000
   234.83    4.000    3.760    0.000    4.000
   234.89    4.000    3.760    0.000    4.000
   234.96    4.000    3.760    0.000    4.000
   235.03    4.000    3.760    0.000    4.000
   235.09    4.000    3.760    0.000    4.000
   235.16    4.000    3.760    0.000    4.000
   235.22    4.000    3.760    0.000    4.000
   235.29    4.000    3.760    0.000    4.000
   235.36    4.000    3.760    0.000    4.000
   235.42    4.000    3.760    0.000    4.000
   235.49    4.005    3.760    0.000    4.000
   235.55    4.005    3.760    0.000    4.000
   235.62    4.005    3.760    0.000    4.000
   235.69    4.005    3.760    0.000    4.000
   235.75    4.005    3.760    0.000    4.000
   235.82    4.005    3.760    0.000    4.000
   235.88    4.005    3.760    0.000    4.000
   235.95    4.005    3.760    0.000    4.000
   236.02    4.005    3.760    0.000    4.000
   236.08    4.005    3.760    0.000    4.000
   236.15    4.005    3.760    0.000    4.000
   236.21    4.005    3.760    0.000    4.000
   236.28    4.005    3.760    0.000    4.000
   236.35    4.005    3.760    0.000    4.000
   236.41    4.005    3.760    0.000    4.000
   236.48    4.005    3.760    0.000    4.000
   236.54    4.005    3.760    0.000    4.000
   236.61    4.010    3.760    0.000    4.000
   236.68    4.010    3.760    0.000    4.000
   236.74    4.010    3.760    0.000    4.000
   236.81    4.010    3.760    0.000    4.000
   236.87    4.010    3.760    0.000    4.000
   236.94    4.010    3.760    0.000    4.000
   237.01    4.010    3.760    0.000    4.000
   237.07    4.010    3.760    0.000    4.000
   237.14    4.010    3.760    0.000    4.000
   237.20    4.010    3.760    0.000    4.000
   237.27    4.010    3.760    0.000    4.000
   237.34    4.010    3.760    0.000    4.000
   237.40    4.010    3.760    0.000    4.000
   237.47    4.010    3.760    0.000    4.000
   237.53    4.015    3.760    0.000    4.000
   237.60    4.015    3.760    0.000    4.000
   237.67    4.015    3.760    0.000    4.000
   237.73    4.015    3.760    0.000    4.000
   237.80    4.015    3.760    0.000    4.000
   237.86    4.015    3.760    0.000    4.000
   237.93    4.015    3.760    0.000    4.000
   238.00    4.015    3.760    0.000    4.000
   238.06    4.015    3.760    0.000    4.000
   238.13    4.015    3.760    0.000    4.000
   238.19    4.015    3.760    0.000    4.000
   238.26    4.015    3.760    0.000    4.000
   238.33    4.015    3.760    0.000    4.000
   238.39    4.015    3.760    0.000    4.000
   238.46    4.015    3.760    0.000    4.000
   238.52    4.015    3.760    0.000    4.000
   238.59    4.015    3.760    0.000    4.000
   238.66    4.015    3.760    0.000    4.000
   238.72    4.015    3.760    0.000    4.000
   238.79    4.015    3.760    0.000    4.000
   238.85    4.020    3.760    0.000    4.000
   238.92    4.020    3.760    0.000    4.000
   238.99    4.020    3.760    0.000    4.000
   239.05    4.020    3.760    0.000    4.000
   239.12    4.020    3.760    0.000    4.000
   239.18    4.020    3.760    0.000    4.000
   239.25    4.020    3.760    0.000    4.000
   239.32    4.020    3.760    0.000    4.000
   239.38    4.020    3.760    0.000    4.000
   239.45    4.020    3.760    0.000    4.000
   239.51    4.020    3.760    0.000    4.000
   239.58    4.020    3.760    0.000    4.000
   239.65    4.020    3.760    0.000    4.000
   239.71    4.020    3.760    0.000    4.000
   239.78    4.020    3.760    0.000    4.000
   239.84    4.020    3.765    0.000    4.000
   239.91    4.020    3.760    0.000    4.000
   239.98    4.020    3.765    0.000    4.000
   240.04    4.020    3.760    0.000    4.000
   240.11    4.020    3.765    0.000    4.000
   240.17    4.020    3.760    0.000    4.000
   240.24    4.020    3.760    0.000    4.000
   240.31    4.020    3.760    0.000    4.000
   240.37    4.025    3.760    0.000    4.000
   240.44    4.025    3.760    0.000    4.000
   240.50    4.025    3.760    0.000    4.000
   240.57    4.025    3.765    0.000    4.000
   240.64    4.025    3.760    0.000    4.000
   240.70    4.025    3.765    0.000    4.000
   240.77    4.025    3.765    0.000    4.000
   240.83    4.025    3.765    0.000    4.000
   240.90    4.025    3.765    0.000    4.000
   240.97    4.025    3.765    0.000    4.000
   241.03    4.025    3.765    0.000    4.000
   241.10    4.025    3.765    0.000    4.000
   241.16    4.025    3.765    0.000    4.000
   241.23    4.025    3.765    0.000    4.000
   241.30    4.025    3.765    0.000    4.000
   241.36    4.025    3.765    0.000    4.000
   241.43    4.025    3.765    0.000    4.000
   241.49    4.025    3.765    0.000    4.000
   241.56    4.025    3.765    0.000    4.000
   241.63    4.025    3.765    0.000    4.000
   241.69    4.025    3.765    0.000    4.000
   241.76    4.025    3.765    0.000    4.000
   241.82    4.025    3.765    0.000    4.000
   241.89    4.025    3.765    0.000    4.000
   241.96    4.025    3.765    0.000    4.000
   242.02    4.025    3.765    0.000    4.000
   242.09    4.025    3.765    0.000    4.000
   242.15    4.025    3.765    0.000    4.000
   242.22    4.025    3.765    0.000    4.000
   242.29    4.025    3.765    0.000    4.000
   242.35    4.025    3.765    0.000    4.000
   242.42    4.025    3.765    0.000    4.000
   242.48    4.025    3.765    0.000    4.000
   242.55    4.025    3.765    0.000    4.000
   242.62    4.025    3.765    0.000    4.000
   242.68    4.025    3.770    0.000    4.000
   242.75    4.025    3.765    0.000    4.000
   242.81    4.025    3.765    0.000    4.000
   242.88    4.025    3.765    0.000    4.000
   242.95    4.025    3.765    0.000    4.000
   243.01    4.025    3.765    0.000    4.000
   243.08    4.025    3.765    0.000    4.000
   243.14    4.025    3.765    0.000    4.000
   243.21    4.025    3.765    0.000    4.000
   243.28    4.025    3.765    0.000    4.000
   243.34    4.025    3.765    0.000    4.000
   243.41    4.025    3.765    0.000    4.000
   243.47    4.025    3.765    0.000    4.000
   243.54    4.025    3.765    0.000    4.000
   243.61    4.025    3.765    0.000    4.000
   243.67    4.025    3.765    0.000    4.000
   243.74    4.025    3.765    0.000    4.000
   243.80    4.025    3.765    0.000    4.000
   243.87    4.025    3.765    0.000    4.000
   243.94    4.025    3.765    0.000    4.000
   244.00    4.025    3.765    0.000    4.000
   244.07    4.025    3.765    0.000    4.000
   244.13    4.025    3.765    0.000    4.000
   244.20    4.025    3.765    0.000    4.000
   244.27    4.025    3.765    0.000    4.000
   244.33    4.025    3.770    0.000    4.000
   244.40    4.025    3.770    0.000    4.000
   244.46    4.025    3.770    0.000    4.000
   244.53    4.025    3.770    0.000    4.000
   244.60    4.025    3.770    0.000    4.000
   244.66    4.025    3.770    0.000    4.000
   244.73    4.025    3.770    0.000    4.000
   244.79    4.025    3.770    0.000    4.000
   244.86    4.025    3.770    0.000    4.000
   244.93    4.025    3.770    0.000    4.000
   244.99    4.025    3.770    0.000    4.000
   245.06    4.025    3.770    0.000    4.000
   245.12    4.025    3.770    0.000    4.000
   245.19    4.025    3.770    0.000    4.000
   245.26    4.025    3.770    0.000    4.000
   245.32    4.025    3.770    0.000    4.000
   245.39    4.025    3.770    0.000    4.000
   245.45    4.025    3.770    0.000    4.000
   245.52    4.025    3.770    0.000    4.000
   245.59    4.025    3.770    0.000    4.000
   245.65    4.025    3.770    0.000    4.000
   245.72    4.025    3.770    0.000    4.000
   245.78    4.025    3.770    0.000    4.000
   245.85    4.025    3.770    0.000    4.000
   245.92    4.025    3.770    0.000    4.000
   245.98    4.025    3.770    0.000    4.000
   246.05    4.020    3.770    0.000    4.000
   246.11    4.020    3.770    0.000    4.000
   246.18    4.020    3.770    0.000    4.000
   246.25    4.020    3.770    0.000    4.000
   246.31    4.020    3.770    0.000    4.000
   246.38    4.025    3.770    0.000    4.000
   246.44    4.020    3.770    0.000    4.000
   246.51    4.020    3.770    0.000    4.000
   246.58    4.020    3.770    0.000    4.000
   246.64    4.020    3.770    0.000    4.000
   246.71    4.020    3.770    0.000    4.000
   246.77    4.020    3.770    0.000    4.000
   246.84    4.020    3.770    0.000    4.000
   246.91    4.020    3.770    0.000    4.000
   246.97    4.020    3.770    0.000    4.000
   247.04    4.020    3.770    0.000    4.000
   247.10    4.020    3.770    0.000    4.000
   247.17    4.020    3.770    0.000    4.000
   247.24    4.020    3.770    0.000    4.000
   247.30    4.020    3.770    0.000    4.000
   247.37    4.020    3.770    0.000    4.000
   247.43    4.020    3.770    0.000    4.000
   247.50    4.020    3.770    0.000    4.000
   247.57    4.020    3.770    0.000    4.000
   247.63    4.020    3.770    0.000    4.000
   247.70    4.020    3.775    0.000    4.000
   247.76    4.020    3.770    0.000    4.000
   247.83    4.020    3.775    0.000    4.000
   247.90    4.020    3.775    0.000    4.000
   247.96    4.020    3.775    0.000    4.000
   248.03    4.020    3.775    0.000    4.000
   248.09    4.020    3.775    0.000    4.000
   248.16    4.020    3.770    0.000    4.000
   248.23    4.020    3.775    0.000    4.000
   248.29    4.020    3.770    0.000    4.000
   248.36    4.020    3.775    0.000    4.000
   248.42    4.020    3.770    0.000    4.000
   248.49    4.015    3.775    0.000    4.000
   248.56    4.015    3.775    0.000    4.000
   248.62    4.015    3.775    0.000    4.000
   248.69    4.015    3.775    0.000    4.000
   248.75    4.015    3.775    0.000    4.000
   248.82    4.015    3.775    0.000    4.000
   248.89    4.015    3.775    0.000    4.000
   248.95    4.015    3.775    0.000    4.000
   249.02    4.015    3.775    0.000    4.000
   249.08    4.015    3.770    0.000    4.000
   249.15    4.015    3.775    0.000    4.000
   249.22    4.015    3.775    0.000    4.000
   249.28    4.015    3.775    0.000    4.000
   249.35    4.015    3.775    0.000    4.000
   249.41    4.015    3.775    0.000    4.000
   249.48    4.015    3.775    0.000    4.000
   249.55    4.015    3.775    0.000    4.000
   249.61    4.015    3.775    0.000    4.000
   249.68    4.015    3.775    0.000    4.000
   249.74    4.015    3.775    0.000    4.000
   249.81    4.015    3.775    0.000    4.000
   249.88    4.015    3.775    0.000    4.000
   249.94    4.015    3.775    0.000    4.000
   250.01    4.010    3.775    0.000    4.000
   250.07    4.010    3.775    0.000    4.000
   250.14    4.010    3.775    0.000    4.000
   250.21    4.010    3.775    0.000    4.000
   250.27    4.010    3.775    0.000    4.000
   250.34    4.010    3.775    0.000    4.000
   250.40    4.010    3.775    0.000    4.000
   250.47    4.010    3.775    0.000    4.000
   250.54    4.010    3.775    0.000    4.000
   250.60    4.010    3.775    0.000    4.000
   250.67    4.010    3.775    0.000    4.000
   250.73    4.010    3.775    0.000    4.000
   250.80    4.010    3.775    0.000    4.000
   250.87    4.010    3.775    0.000    4.000
   250.93    4.010    3.775    0.000    4.000
   251.00    4.010    3.775    0.000    4.000
   251.06    4.010    3.775    0.000    4.000
   251.13    4.010    3.775    0.000    4.000
   251.20    4.010    3.775    0.000    4.000
   251.26    4.005    3.775    0.000    4.000
   251.33    4.005    3.775    0.000    4.000
   251.39    4.005    3.775    0.000    4.000
   251.46    4.005    3.775    0.000    4.000
   251.53    4.005    3.775    0.000    4.000
   251.59    4.005    3.775    0.000    4.000
   251.66    4.005    3.775    0.000    4.000
   251.72    4.005    3.775    0.000    4.000
   251.79    4.005    3.775    0.000    4.000
   251.86    4.005    3.775    0.000    4.000
   251.92    4.005    3.775    0.000    4.000
   251.99    4.005    3.775    0.000    4.000
   252.05    4.005    3.775    0.000    4.000
   252.12    4.000    3.775    0.000    4.000
   252.19    4.005    3.775    0.000    4.000
   252.25    4.000    3.775    0.000    4.000
   252.32    4.000    3.775    0.000    4.000
   252.38    4.000    3.775    0.000    4.000
   252.45    4.000    3.775    0.000    4.000
   252.52    4.000    3.775    0.000    4.000
   252.58    4.000    3.775    0.000    4.000
   252.65    4.000    3.775    0.000    4.000
   252.71    4.000    3.775    0.000    4.000
   252.78    4.000    3.775    0.000    4.000
   252.85    4.000    3.775    0.000    4.000
   252.91    4.000    3.775    0.000    4.000
   252.98    4.000    3.775    0.000    4.000
   253.04    4.000    3.775    0.000    4.000
   253.11    3.995    3.775    0.000    4.000
   253.18    4.000    3.775    0.000    4.000
   253.24    4.000    3.775    0.000    4.000
   253.31    3.995    3.775    0.000    4.000
   253.37    3.995    3.775    0.000    4.000
   253.44    3.995    3.775    0.000    4.000
   253.51    3.995    3.775    0.000    4.000
   253.57    3.995    3.775    0.000    4.000
   253.64    3.995    3.775    0.000    4.000
   253.70    3.995    3.775    0.000    4.000
   253.77    3.995    3.775    0.000    4.000
   253.84    3.995    3.775    0.000    4.000
   253.90    3.995    3.775    0.000    4.000
   253.97    3.995    3.775    0.000    4.000
   254.03    3.995    3.775    0.000    4.000
   254.10    3.995    3.775    0.000    4.000
   254.17    3.995    3.775    0.000    4.000
   254.23    3.995    3.775    0.000    4.000
   254.30    3.995    3.775    0.000    4.000
   254.36    3.995    3.775    0.000    4.000
   254.43    3.995    3.775    0.000    4.000
   254.50    3.995    3.775    0.000    4.000
   254.56    3.995    3.775    0.000    4.000
   254.63    3.995    3.775    0.000    4.000
   254.69    3.990    3.775    0.000    4.000
   254.76    3.990    3.775    0.000    4.000
   254.83    3.990    3.775    0.000    4.000
   254.89    3.990    3.775    0.000    4.000
   254.96    3.990    3.775    0.000    4.000
   255.02    3.990    3.775    0.000    4.000
   255.09    3.990    3.775    0.000    4.000
   255.16    3.990    3.775    0.000    4.000
   255.22    3.990    3.775    0.000    4.000
   255.29    3.990    3.775    0.000    4.000
   255.35    3.990    3.775    0.000    4.000
   255.42    3.990    3.775    0.000    4.000
   255.49    3.990    3.775    0.000    4.000
   255.55    3.990    3.775    0.000    4.000
   255.62    3.990    3.775    0.000    4.000
   255.68    3.990    3.775    0.000    4.000
   255.75    3.990    3.775    0.000    4.000
   255.82    3.990    3.775    0.000    4.000
   255.88    3.985    3.775    0.000    4.000
   255.95    3.985    3.775    0.000    4.000
   256.01    3.985    3.775    0.000    4.000
   256.08    3.985    3.775    0.000    4.000
   256.15    3.985    3.775    0.000    4.000
   256.21    3.985    3.775    0.000    4.000
   256.28    3.985    3.775    0.000    4.000
   256.34    3.985    3.775    0.000    4.000
   256.41    3.985    3.775    0.000    4.000
   256.48    3.985    3.775    0.000    4.000
   256.54    3.985    3.775    0.000    4.000
   256.61    3.985    3.775    0.000    4.000
   256.67    3.985    3.775    0.000    4.000
   256.74    3.985    3.775    0.000    4.000
   256.81    3.985    3.775    0.000    4.000
   256.87    3.985    3.775    0.000    4.000
   256.94    3.985    3.775    0.000    4.000
   257.00    3.985    3.775    0.000    4.000
   257.07    3.985    3.775    0.000    4.000
   257.14    3.985    3.775    0.000    4.000
   257.20    3.985    3.775    0.000    4.000
   257.27    3.985    3.775    0.000    4.000
   257.33    3.985    3.775    0.000    4.000
   257.40    3.985    3.775    0.000    4.000
   257.47    3.985    3.775    0.000    4.000
   257.53    3.985    3.775    0.000    4.000
   257.60    3.985    3.775    0.000    4.000
   257.66    3.985    3.775    0.000    4.000
   257.73    3.985    3.775    0.000    4.000
   257.80    3.985    3.775    0.000    4.000
   257.86    3.985    3.775    0.000    4.000
   257.93    3.985    3.775    0.000    4.000
   257.99    3.985    3.775    0.000    4.000
   258.06    3.985    3.775    0.000    4.000
   258.13    3.985    3.775    0.000    4.000
   258.19    3.985    3.775    0.000    4.000
   258.26    3.985    3.775    0.000    4.000
   258.32    3.985    3.775    0.000    4.000
   258.39    3.985    3.775    0.000    4.000
   258.46    3.985    3.775    0.000    4.000
   258.52    3.985    3.775    0.000    4.000
   258.59    3.985    3.775    0.000    4.000
   258.65    3.985    3.775    0.000    4.000
   258.72    3.985    3.775    0.000    4.000
   258.79    3.985    3.775    0.000    4.000
   258.85    3.985    3.775    0.000    4.000
   258.92    3.985    3.775    0.000    4.000
   258.98    3.985    3.775    0.000    4.000
   259.05    3.985    3.775    0.000    4.000
   259.12    3.985    3.775    0.000    4.000
   259.18    3.985    3.775    0.000    4.000
   259.25    3.985    3.775    0.000    4.000
   259.31    3.985    3.775    0.000    4.000
   259.38    3.985    3.775    0.000    4.000
   259.45    3.980    3.775    0.000    4.000
   259.51    3.980    3.775    0.000    4.000
   259.58    3.980    3.775    0.000    4.000
   259.64    3.980    3.775    0.000    4.000
   259.71    3.980    3.775    0.000    4.000
   259.78    3.980    3.775    0.000    4.000
   259.84    3.980    3.775    0.000    4.000
   259.91    3.980    3.775    0.000    4.000
   259.97    3.980    3.775    0.000    4.000
   260.04    3.980    3.775    0.000    4.000
   260.11    3.980    3.775    0.000    4.000
   260.17    3.980    3.775    0.000    4.000
   260.24    3.980    3.775    0.000    4.000
   260.30    3.980    3.775    0.000    4.000
   260.37    3.980    3.775    0.000    4.000
   260.44    3.980    3.775    0.000    4.000
   260.50    3.980    3.775    0.000    4.000
   260.57    3.980    3.775    0.000    4.000
   260.63    3.980    3.775    0.000    4.000
   260.70    3.980    3.775    0.000    4.000
   260.77    3.980    3.775    0.000    4.000
   260.83    3.980    3.775    0.000    4.000
   260.90    3.980    3.775    0.000    4.000
   260.96    3.980    3.775    0.000    4.000
   261.03    3.980    3.775    0.000    4.000
   261.10    3.980    3.775    0.000    4.000
   261.16    3.980    3.775    0.000    4.000
   261.23    3.980    3.775    0.000    4.000
   261.29    3.980    3.775    0.000    4.000
   261.36    3.980    3.775    0.000    4.000
   261.43    3.980    3.775    0.000    4.000
   261.49    3.980    3.775    0.000    4.000
   261.56    3.980    3.775    0.000    4.000
   261.62    3.980    3.775    0.000    4.000
   261.69    3.980    3.775    0.000    4.000
   261.76    3.980    3.775    0.000    4.000
   261.82    3.980    3.775    0.000    4.000
   261.89    3.980    3.775    0.000    4.000
   261.95    3.980    3.775    0.000    4.000
   262.02    3.980    3.775    0.000    4.000
   262.09    3.980    3.775    0.000    4.000
   262.15    3.980    3.775    0.000    4.000
   262.22    3.980    3.775    0.000    4.000
   262.28    3.980    3.775    0.000    4.000
   262.35    3.980    3.775    0.000    4.000
   262.42    3.980    3.775    0.000    4.000
   262.48    3.980    3.775    0.000    4.000
   262.55    3.980    3.775    0.000    4.000
   262.61    3.980    3.775    0.000    4.000
   262.68    3.980    3.775    0.000    4.000
   262.75    3.980    3.775    0.000    4.000
   262.81    3.980    3.775    0.000    4.000
   262.88    3.980    3.775    0.000    4.000
   262.94    3.980    3.775    0.000    4.000
   263.01    3.985    3.775    0.000    4.000
   263.08    3.980    3.775    0.000    4.000
   263.14    3.985    3.775    0.000    4.000
   263.21    3.980    3.775    0.000    4.000
   263.27    3.985    3.775    0.000    4.000
   263.34    3.980    3.775    0.000    4.000
   263.41    3.985    3.775    0.000    4.000
   263.47    3.985    3.775    0.000    4.000
   263.54    3.980    3.775    0.000    4.000
   263.60    3.985    3.775    0.000    4.000
   263.67    3.985    3.775    0.000    4.000
   263.74    3.985    3.775    0.000    4.000
   263.80    3.985    3.775    0.000    4.000
   263.87    3.985    3.775    0.000    4.000
   263.93    3.985    3.775    0.000    4.000
   264.00    3.985    3.775    0.000    4.000
   264.07    3.985    3.775    0.000    4.000
   264.13    3.985    3.775    0.000    4.000
   264.20    3.985    3.770    0.000    4.000
   264.26    3.985    3.770    0.000    4.000
   264.33    3.985    3.770    0.000    4.000
   264.40    3.985    3.770    0.000    4.000
   264.46    3.985    3.770    0.000    4.000
   264.53    3.985    3.770    0.000    4.000
   264.59    3.985    3.775    0.000    4.000
   264.66    3.985    3.775    0.000    4.000
   264.73    3.985    3.770    0.000    4.000
   264.79    3.985    3.770    0.000    4.000
   264.86    3.985    3.770    0.000    4.000
   264.92    3.985    3.770    0.000    4.000
   264.99    3.985    3.775    0.000    4.000
   265.06    3.985    3.770    0.000    4.000
   265.12    3.985    3.775    0.000    4.000
   265.19    3.985    3.770    0.000    4.000
   265.25    3.985    3.770    0.000    4.000
   265.32    3.985    3.775    0.000    4.000
   265.39    3.985    3.775    0.000    4.000
   265.45    3.985    3.775    0.000    4.000
   265.52    3.985    3.775    0.000    4.000
   265.58    3.985    3.775    0.000    4.000
   265.65    3.985    3.775    0.000    4.000
   265.72    3.985    3.775    0.000    4.000
   265.78    3.985    3.775    0.000    4.000
   265.85    3.985    3.775    0.000    4.000
   265.91    3.985    3.775    0.000    4.000
   265.98    3.985    3.775    0.000    4.000
   266.05    3.990    3.775    0.000    4.000
   266.11    3.990    3.775    0.000    4.000
   266.18    3.990    3.775    0.000    4.000
   266.24    3.990    3.775    0.000    4.000
   266.31    3.990    3.775    0.000    4.000
   266.38    3.990    3.775    0.000    4.000
   266.44    3.990    3.775    0.000    4.000
   266.51    3.990    3.775    0.000    4.000
   266.57    3.990    3.775    0.000    4.000
   266.64    3.990    3.775    0.000    4.000
   266.71    3.990    3.770    0.000    4.000
   266.77    3.990    3.775    0.000    4.000
   266.84    3.990    3.775    0.000    4.000
   266.90    3.990    3.770    0.000    4.000
   266.97    3.990    3.770    0.000    4.000
   267.04    3.990    3.770    0.000    4.000
   267.10    3.990    3.770    0.000    4.000
   267.17    3.995    3.770    0.000    4.000
   267.23    3.990    3.770    0.000    4.000
   267.30    3.995    3.770    0.000    4.000
   267.37    3.995    3.770    0.000    4.000
   267.43    3.995    3.770    0.000    4.000
   267.50    3.995    3.770    0.000    4.000
   267.56    3.995    3.775    0.000    4.000
   267.63    3.995    3.770    0.000    4.000
   267.70    3.995    3.770    0.000    4.000
   267.76    3.995    3.770    0.000    4.000
   267.83    3.995    3.770    0.000    4.000
   267.89    3.995    3.775    0.000    4.000
   267.96    3.995    3.775    0.000    4.000
   268.03    3.995    3.775    0.000    4.000
   268.09    3.995    3.775    0.000    4.000
   268.16    3.995    3.775    0.000    4.000
   268.22    3.995    3.775    0.000    4.000
   268.29    3.995    3.770    0.000    4.000
   268.36    3.995    3.775    0.000    4.000
   268.42    3.995    3.775    0.000    4.000
   268.49    3.995    3.775    0.000    4.000
   268.55    3.995    3.775    0.000    4.000
   268.62    3.995    3.770    0.000    4.000
   268.69    3.995    3.770    0.000    4.000
   268.75    3.995    3.770    0.000    4.000
   268.82    3.995    3.775    0.000    4.000
   268.88    3.995    3.770    0.000    4.000
   268.95    3.995    3.770    0.000    4.000
   269.02    3.995    3.770    0.000    4.000
   269.08    3.995    3.770    0.000    4.000
   269.15    3.995    3.770    0.000    4.000
   269.21    3.995    3.770    0.000    4.000
   269.28    3.995    3.770    0.000    4.000
   269.35    3.995    3.770    0.000    4.000
   269.41    3.995    3.770    0.000    4.000
   269.48    3.995    3.770    0.000    4.000
   269.54    4.000    3.770    0.000    4.000
   269.61    4.000    3.770    0.000    4.000
   269.68    4.000    3.770    0.000    4.000
   269.74    4.000    3.770    0.000    4.000
   269.81    4.000    3.770    0.000    4.000
   269.87    4.000    3.770    0.000    4.000
   269.94    4.000    3.770    0.000    4.000
   270.01    4.000    3.770    0.000    4.000
   270.07    4.000    3.770    0.000    4.000
   270.14    4.000    3.770    0.000    4.000
   270.20    4.000    3.770    0.000    4.000
   270.27    4.000    3.775    0.000    4.000
   270.34    4.000    3.770    0.000    4.000
   270.40    4.000    3.770    0.000    4.000
   270.47    4.000    3.770    0.000    4.000
   270.53    4.000    3.770    0.000    4.000
   270.60    4.000    3.770    0.000    4.000
   270.67    4.000    3.775    0.000    4.000
   270.73    4.000    3.770    0.000    4.000
   270.80    4.000    3.770    0.000    4.000
   270.86    4.000    3.770    0.000    4.000
   270.93    4.000    3.770    0.000    4.000
   271.00    4.000    3.775    0.000    4.000
   271.06    4.000    3.775    0.000    4.000
   271.13    4.000    3.770    0.000    4.000
   271.19    4.005    3.775    0.000    4.000
