
Data series 3

    Time       T1       T2  shutter Setpoint 
   560.80    5.220    4.645    0.000    5.000
   560.87    5.220    4.645    0.000    5.000
   560.93    5.220    4.645    0.000    5.000
   561.00    5.215    4.645    0.000    5.000
   561.07    5.215    4.645    0.000    5.000
   561.13    5.215    4.645    0.000    5.000
   561.20    5.210    4.645    0.000    5.000
   561.26    5.210    4.645    0.000    5.000
   561.33    5.210    4.645    0.000    5.000
   561.40    5.205    4.650    0.000    5.000
   561.46    5.205    4.650    0.000    5.000
   561.53    5.200    4.650    0.000    5.000
   561.59    5.200    4.650    0.000    5.000
   561.66    5.200    4.650    0.000    5.000
   561.73    5.195    4.650    0.000    5.000
   561.79    5.195    4.650    0.000    5.000
   561.86    5.190    4.650    0.000    5.000
   561.92    5.190    4.650    0.000    5.000
   561.99    5.190    4.655    0.000    5.000
   562.06    5.185    4.655    0.000    5.000
   562.12    5.185    4.655    0.000    5.000
   562.19    5.185    4.655    0.000    5.000
   562.25    5.180    4.655    0.000    5.000
   562.32    5.180    4.655    0.000    5.000
   562.39    5.175    4.655    0.000    5.000
   562.45    5.175    4.655    0.000    5.000
   562.52    5.170    4.655    0.000    5.000
   562.58    5.170    4.655    0.000    5.000
   562.65    5.165    4.655    0.000    5.000
   562.72    5.165    4.655    0.000    5.000
   562.78    5.165    4.655    0.000    5.000
   562.85    5.160    4.655    0.000    5.000
   562.91    5.160    4.660    0.000    5.000
   562.98    5.155    4.660    0.000    5.000
   563.05    5.155    4.655    0.000    5.000
   563.11    5.155    4.660    0.000    5.000
   563.18    5.150    4.660    0.000    5.000
   563.24    5.150    4.660    0.000    5.000
   563.31    5.145    4.660    0.000    5.000
   563.38    5.145    4.660    0.000    5.000
   563.44    5.145    4.660    0.000    5.000
   563.51    5.140    4.660    0.000    5.000
   563.57    5.140    4.660    0.000    5.000
   563.64    5.135    4.660    0.000    5.000
   563.71    5.135    4.660    0.000    5.000
   563.77    5.135    4.660    0.000    5.000
   563.84    5.130    4.660    0.000    5.000
   563.90    5.130    4.665    0.000    5.000
   563.97    5.130    4.665    0.000    5.000
   564.04    5.125    4.665    0.000    5.000
   564.10    5.125    4.665    0.000    5.000
   564.17    5.125    4.665    0.000    5.000
   564.23    5.120    4.665    0.000    5.000
   564.30    5.120    4.665    0.000    5.000
   564.37    5.120    4.665    0.000    5.000
   564.43    5.115    4.665    0.000    5.000
   564.50    5.115    4.665    0.000    5.000
   564.56    5.110    4.665    0.000    5.000
   564.63    5.110    4.665    0.000    5.000
   564.70    5.105    4.665    0.000    5.000
   564.76    5.105    4.665    0.000    5.000
   564.83    5.100    4.665    0.000    5.000
   564.89    5.100    4.665    0.000    5.000
   564.96    5.100    4.665    0.000    5.000
   565.03    5.095    4.670    0.000    5.000
   565.09    5.095    4.670    0.000    5.000
   565.16    5.095    4.670    0.000    5.000
   565.22    5.090    4.670    0.000    5.000
   565.29    5.090    4.670    0.000    5.000
   565.36    5.090    4.670    0.000    5.000
   565.42    5.085    4.670    0.000    5.000
   565.49    5.085    4.670    0.000    5.000
   565.55    5.080    4.670    0.000    5.000
   565.62    5.080    4.670    0.000    5.000
   565.69    5.075    4.670    0.000    5.000
   565.75    5.075    4.670    0.000    5.000
   565.82    5.075    4.670    0.000    5.000
   565.88    5.070    4.670    0.000    5.000
   565.95    5.070    4.670    0.000    5.000
   566.02    5.070    4.670    0.000    5.000
   566.08    5.065    4.670    0.000    5.000
   566.15    5.065    4.670    0.000    5.000
   566.21    5.065    4.670    0.000    5.000
   566.28    5.060    4.670    0.000    5.000
   566.35    5.060    4.670    0.000    5.000
   566.41    5.055    4.670    0.000    5.000
   566.48    5.055    4.670    0.000    5.000
   566.54    5.055    4.670    0.000    5.000
   566.61    5.050    4.670    0.000    5.000
   566.68    5.050    4.670    0.000    5.000
   566.74    5.050    4.670    0.000    5.000
   566.81    5.045    4.670    0.000    5.000
   566.87    5.045    4.670    0.000    5.000
   566.94    5.045    4.670    0.000    5.000
   567.01    5.040    4.670    0.000    5.000
   567.07    5.040    4.670    0.000    5.000
   567.14    5.040    4.670    0.000    5.000
   567.20    5.035    4.670    0.000    5.000
   567.27    5.035    4.670    0.000    5.000
   567.34    5.035    4.670    0.000    5.000
   567.40    5.030    4.670    0.000    5.000
   567.47    5.030    4.670    0.000    5.000
   567.53    5.030    4.670    0.000    5.000
   567.60    5.025    4.670    0.000    5.000
   567.67    5.025    4.675    0.000    5.000
   567.73    5.025    4.675    0.000    5.000
   567.80    5.020    4.675    0.000    5.000
   567.86    5.020    4.675    0.000    5.000
   567.93    5.015    4.675    0.000    5.000
   568.00    5.015    4.670    0.000    5.000
   568.06    5.015    4.670    0.000    5.000
   568.13    5.010    4.670    0.000    5.000
   568.19    5.010    4.670    0.000    5.000
   568.26    5.005    4.670    0.000    5.000
   568.33    5.005    4.670    0.000    5.000
   568.39    5.005    4.670    0.000    5.000
   568.46    5.000    4.670    0.000    5.000
   568.52    5.000    4.675    0.000    5.000
   568.59    5.000    4.675    0.000    5.000
   568.66    4.995    4.675    0.000    5.000
   568.72    4.995    4.675    0.000    5.000
   568.79    4.995    4.675    0.000    5.000
   568.85    4.990    4.675    0.000    5.000
   568.92    4.990    4.675    0.000    5.000
   568.99    4.990    4.675    0.000    5.000
   569.05    4.985    4.675    0.000    5.000
   569.12    4.985    4.675    0.000    5.000
   569.18    4.985    4.675    0.000    5.000
   569.25    4.980    4.675    0.000    5.000
   569.32    4.980    4.675    0.000    5.000
   569.38    4.975    4.675    0.000    5.000
   569.45    4.975    4.675    0.000    5.000
   569.51    4.975    4.675    0.000    5.000
   569.58    4.970    4.675    0.000    5.000
   569.65    4.970    4.675    0.000    5.000
   569.71    4.965    4.675    0.000    5.000
   569.78    4.965    4.675    0.000    5.000
   569.84    4.965    4.675    0.000    5.000
   569.91    4.960    4.675    0.000    5.000
   569.98    4.960    4.675    0.000    5.000
   570.04    4.955    4.675    0.000    5.000
   570.11    4.955    4.675    0.000    5.000
   570.17    4.955    4.675    0.000    5.000
   570.24    4.950    4.675    0.000    5.000
   570.31    4.950    4.675    0.000    5.000
   570.37    4.945    4.675    0.000    5.000
   570.44    4.945    4.675    0.000    5.000
   570.50    4.945    4.675    0.000    5.000
   570.57    4.940    4.675    0.000    5.000
   570.64    4.940    4.675    0.000    5.000
   570.70    4.940    4.675    0.000    5.000
   570.77    4.935    4.675    0.000    5.000
   570.83    4.935    4.670    0.000    5.000
   570.90    4.930    4.675    0.000    5.000
   570.97    4.930    4.670    0.000    5.000
   571.03    4.930    4.670    0.000    5.000
   571.10    4.925    4.670    0.000    5.000
   571.16    4.925    4.670    0.000    5.000
   571.23    4.920    4.670    0.000    5.000
   571.30    4.920    4.670    0.000    5.000
   571.36    4.920    4.670    0.000    5.000
   571.43    4.915    4.675    0.000    5.000
   571.49    4.915    4.670    0.000    5.000
   571.56    4.915    4.670    0.000    5.000
   571.63    4.910    4.670    0.000    5.000
   571.69    4.910    4.670    0.000    5.000
   571.76    4.910    4.670    0.000    5.000
   571.82    4.905    4.670    0.000    5.000
   571.89    4.905    4.670    0.000    5.000
   571.96    4.900    4.670    0.000    5.000
   572.02    4.900    4.670    0.000    5.000
   572.09    4.900    4.670    0.000    5.000
   572.15    4.895    4.670    0.000    5.000
   572.22    4.895    4.670    0.000    5.000
   572.29    4.890    4.670    0.000    5.000
   572.35    4.890    4.670    0.000    5.000
   572.42    4.890    4.670    0.000    5.000
   572.48    4.885    4.670    0.000    5.000
   572.55    4.885    4.670    0.000    5.000
   572.62    4.885    4.670    0.000    5.000
   572.68    4.880    4.670    0.000    5.000
   572.75    4.880    4.670    0.000    5.000
   572.81    4.880    4.670    0.000    5.000
   572.88    4.880    4.670    0.000    5.000
   572.95    4.875    4.670    0.000    5.000
   573.01    4.875    4.670    0.000    5.000
   573.08    4.875    4.670    0.000    5.000
   573.14    4.870    4.670    0.000    5.000
   573.21    4.870    4.670    0.000    5.000
   573.28    4.870    4.670    0.000    5.000
   573.34    4.870    4.670    0.000    5.000
   573.41    4.865    4.670    0.000    5.000
   573.47    4.865    4.670    0.000    5.000
   573.54    4.865    4.670    0.000    5.000
   573.61    4.865    4.670    0.000    5.000
   573.67    4.860    4.670    0.000    5.000
   573.74    4.860    4.670    0.000    5.000
   573.80    4.860    4.670    0.000    5.000
   573.87    4.855    4.670    0.000    5.000
   573.94    4.855    4.670    0.000    5.000
   574.00    4.855    4.670    0.000    5.000
   574.07    4.855    4.670    0.000    5.000
   574.13    4.850    4.670    0.000    5.000
   574.20    4.850    4.665    0.000    5.000
   574.27    4.850    4.670    0.000    5.000
   574.33    4.845    4.665    0.000    5.000
   574.40    4.845    4.665    0.000    5.000
   574.46    4.845    4.670    0.000    5.000
   574.53    4.845    4.670    0.000    5.000
   574.60    4.840    4.670    0.000    5.000
   574.66    4.840    4.670    0.000    5.000
   574.73    4.840    4.665    0.000    5.000
   574.79    4.840    4.665    0.000    5.000
   574.86    4.835    4.665    0.000    5.000
   574.93    4.835    4.665    0.000    5.000
   574.99    4.835    4.665    0.000    5.000
   575.06    4.835    4.665    0.000    5.000
   575.12    4.835    4.665    0.000    5.000
   575.19    4.830    4.665    0.000    5.000
   575.26    4.830    4.665    0.000    5.000
   575.32    4.830    4.665    0.000    5.000
   575.39    4.830    4.665    0.000    5.000
   575.45    4.830    4.665    0.000    5.000
   575.52    4.830    4.665    0.000    5.000
   575.59    4.825    4.660    0.000    5.000
   575.65    4.825    4.660    0.000    5.000
   575.72    4.825    4.665    0.000    5.000
   575.78    4.825    4.660    0.000    5.000
   575.85    4.825    4.665    0.000    5.000
   575.92    4.825    4.665    0.000    5.000
   575.98    4.825    4.665    0.000    5.000
   576.05    4.820    4.665    0.000    5.000
   576.11    4.820    4.665    0.000    5.000
   576.18    4.820    4.660    0.000    5.000
   576.25    4.820    4.660    0.000    5.000
   576.31    4.820    4.660    0.000    5.000
   576.38    4.820    4.660    0.000    5.000
   576.44    4.820    4.660    0.000    5.000
   576.51    4.820    4.660    0.000    5.000
   576.58    4.815    4.660    0.000    5.000
   576.64    4.815    4.660    0.000    5.000
   576.71    4.815    4.660    0.000    5.000
   576.77    4.815    4.660    0.000    5.000
   576.84    4.815    4.660    0.000    5.000
   576.91    4.815    4.655    0.000    5.000
   576.97    4.815    4.655    0.000    5.000
   577.04    4.815    4.660    0.000    5.000
   577.10    4.815    4.655    0.000    5.000
   577.17    4.815    4.655    0.000    5.000
   577.24    4.810    4.655    0.000    5.000
   577.30    4.810    4.655    0.000    5.000
   577.37    4.810    4.660    0.000    5.000
   577.43    4.810    4.655    0.000    5.000
   577.50    4.810    4.655    0.000    5.000
   577.57    4.810    4.655    0.000    5.000
   577.63    4.810    4.655    0.000    5.000
   577.70    4.810    4.655    0.000    5.000
   577.76    4.810    4.655    0.000    5.000
   577.83    4.810    4.655    0.000    5.000
   577.90    4.810    4.655    0.000    5.000
   577.96    4.810    4.655    0.000    5.000
   578.03    4.810    4.655    0.000    5.000
   578.09    4.810    4.655    0.000    5.000
   578.16    4.810    4.655    0.000    5.000
   578.23    4.810    4.655    0.000    5.000
   578.29    4.810    4.655    0.000    5.000
   578.36    4.810    4.655    0.000    5.000
   578.42    4.810    4.655    0.000    5.000
   578.49    4.810    4.655    0.000    5.000
   578.56    4.810    4.655    0.000    5.000
   578.62    4.810    4.655    0.000    5.000
   578.69    4.815    4.650    0.000    5.000
   578.75    4.815    4.650    0.000    5.000
   578.82    4.815    4.650    0.000    5.000
   578.89    4.815    4.650    0.000    5.000
   578.95    4.815    4.650    0.000    5.000
   579.02    4.815    4.650    0.000    5.000
   579.08    4.815    4.650    0.000    5.000
   579.15    4.815    4.650    0.000    5.000
   579.22    4.815    4.650    0.000    5.000
   579.28    4.815    4.650    0.000    5.000
   579.35    4.815    4.650    0.000    5.000
   579.41    4.815    4.650    0.000    5.000
   579.48    4.815    4.650    0.000    5.000
   579.55    4.820    4.650    0.000    5.000
   579.61    4.820    4.650    0.000    5.000
   579.68    4.820    4.650    0.000    5.000
   579.74    4.820    4.650    0.000    5.000
   579.81    4.820    4.650    0.000    5.000
   579.88    4.820    4.645    0.000    5.000
   579.94    4.820    4.645    0.000    5.000
   580.01    4.820    4.645    0.000    5.000
   580.07    4.825    4.645    0.000    5.000
   580.14    4.825    4.645    0.000    5.000
   580.21    4.825    4.645    0.000    5.000
   580.27    4.825    4.645    0.000    5.000
   580.34    4.825    4.645    0.000    5.000
   580.40    4.825    4.645    0.000    5.000
   580.47    4.830    4.645    0.000    5.000
   580.54    4.830    4.645    0.000    5.000
   580.60    4.830    4.645    0.000    5.000
   580.67    4.830    4.645    0.000    5.000
   580.73    4.830    4.645    0.000    5.000
   580.80    4.830    4.645    0.000    5.000
   580.87    4.830    4.645    0.000    5.000
   580.93    4.835    4.645    0.000    5.000
   581.00    4.835    4.645    0.000    5.000
   581.06    4.835    4.640    0.000    5.000
   581.13    4.835    4.640    0.000    5.000
   581.20    4.835    4.640    0.000    5.000
   581.26    4.835    4.640    0.000    5.000
   581.33    4.840    4.640    0.000    5.000
   581.39    4.840    4.640    0.000    5.000
   581.46    4.840    4.640    0.000    5.000
   581.53    4.840    4.640    0.000    5.000
   581.59    4.840    4.640    0.000    5.000
   581.66    4.845    4.640    0.000    5.000
   581.72    4.845    4.640    0.000    5.000
   581.79    4.845    4.640    0.000    5.000
   581.86    4.845    4.640    0.000    5.000
   581.92    4.850    4.640    0.000    5.000
   581.99    4.850    4.640    0.000    5.000
   582.05    4.850    4.635    0.000    5.000
   582.12    4.850    4.635    0.000    5.000
   582.19    4.855    4.635    0.000    5.000
   582.25    4.855    4.640    0.000    5.000
   582.32    4.855    4.640    0.000    5.000
   582.38    4.860    4.635    0.000    5.000
   582.45    4.860    4.635    0.000    5.000
   582.52    4.860    4.635    0.000    5.000
   582.58    4.865    4.635    0.000    5.000
   582.65    4.865    4.635    0.000    5.000
   582.71    4.865    4.635    0.000    5.000
   582.78    4.870    4.635    0.000    5.000
   582.85    4.870    4.635    0.000    5.000
   582.91    4.870    4.635    0.000    5.000
   582.98    4.875    4.635    0.000    5.000
   583.04    4.875    4.635    0.000    5.000
   583.11    4.875    4.635    0.000    5.000
   583.18    4.875    4.635    0.000    5.000
   583.24    4.880    4.635    0.000    5.000
   583.31    4.880    4.630    0.000    5.000
   583.37    4.880    4.630    0.000    5.000
   583.44    4.885    4.630    0.000    5.000
   583.51    4.885    4.630    0.000    5.000
   583.57    4.885    4.630    0.000    5.000
   583.64    4.890    4.630    0.000    5.000
   583.70    4.890    4.630    0.000    5.000
   583.77    4.890    4.630    0.000    5.000
   583.84    4.895    4.630    0.000    5.000
   583.90    4.895    4.630    0.000    5.000
   583.97    4.895    4.630    0.000    5.000
   584.03    4.895    4.630    0.000    5.000
   584.10    4.900    4.630    0.000    5.000
   584.17    4.900    4.630    0.000    5.000
   584.23    4.900    4.630    0.000    5.000
   584.30    4.905    4.630    0.000    5.000
   584.36    4.905    4.630    0.000    5.000
   584.43    4.905    4.630    0.000    5.000
   584.50    4.910    4.630    0.000    5.000
   584.56    4.910    4.630    0.000    5.000
   584.63    4.910    4.630    0.000    5.000
   584.69    4.910    4.630    0.000    5.000
   584.76    4.915    4.630    0.000    5.000
   584.83    4.915    4.630    0.000    5.000
   584.89    4.915    4.630    0.000    5.000
   584.96    4.920    4.630    0.000    5.000
   585.02    4.920    4.630    0.000    5.000
   585.09    4.920    4.630    0.000    5.000
   585.16    4.925    4.630    0.000    5.000
   585.22    4.925    4.630    0.000    5.000
   585.29    4.925    4.630    0.000    5.000
   585.35    4.930    4.630    0.000    5.000
   585.42    4.930    4.630    0.000    5.000
   585.49    4.930    4.630    0.000    5.000
   585.55    4.935    4.630    0.000    5.000
   585.62    4.935    4.630    0.000    5.000
   585.68    4.940    4.625    0.000    5.000
   585.75    4.940    4.625    0.000    5.000
   585.82    4.940    4.625    0.000    5.000
   585.88    4.945    4.625    0.000    5.000
   585.95    4.945    4.625    0.000    5.000
   586.01    4.945    4.625    0.000    5.000
   586.08    4.950    4.625    0.000    5.000
   586.15    4.950    4.625    0.000    5.000
   586.21    4.950    4.625    0.000    5.000
   586.28    4.955    4.625    0.000    5.000
   586.34    4.955    4.625    0.000    5.000
   586.41    4.955    4.625    0.000    5.000
   586.48    4.960    4.625    0.000    5.000
   586.54    4.960    4.625    0.000    5.000
   586.61    4.960    4.630    0.000    5.000
   586.67    4.965    4.625    0.000    5.000
   586.74    4.965    4.625    0.000    5.000
   586.81    4.965    4.625    0.000    5.000
   586.87    4.970    4.625    0.000    5.000
   586.94    4.970    4.630    0.000    5.000
   587.00    4.970    4.630    0.000    5.000
   587.07    4.975    4.630    0.000    5.000
   587.14    4.975    4.625    0.000    5.000
   587.20    4.980    4.625    0.000    5.000
   587.27    4.980    4.625    0.000    5.000
   587.33    4.980    4.625    0.000    5.000
   587.40    4.985    4.625    0.000    5.000
   587.47    4.985    4.625    0.000    5.000
   587.53    4.990    4.625    0.000    5.000
   587.60    4.990    4.625    0.000    5.000
   587.66    4.990    4.625    0.000    5.000
   587.73    4.990    4.625    0.000    5.000
   587.80    4.995    4.630    0.000    5.000
   587.86    4.995    4.625    0.000    5.000
   587.93    4.995    4.625    0.000    5.000
   587.99    5.000    4.625    0.000    5.000
   588.06    5.000    4.625    0.000    5.000
   588.13    5.000    4.625    0.000    5.000
   588.19    5.005    4.625    0.000    5.000
   588.26    5.005    4.625    0.000    5.000
   588.32    5.005    4.625    0.000    5.000
   588.39    5.010    4.625    0.000    5.000
   588.46    5.010    4.625    0.000    5.000
   588.52    5.010    4.625    0.000    5.000
   588.59    5.015    4.625    0.000    5.000
   588.65    5.015    4.625    0.000    5.000
   588.72    5.015    4.625    0.000    5.000
   588.79    5.020    4.625    0.000    5.000
   588.85    5.020    4.625    0.000    5.000
   588.92    5.020    4.625    0.000    5.000
   588.98    5.025    4.625    0.000    5.000
   589.05    5.025    4.625    0.000    5.000
   589.12    5.025    4.625    0.000    5.000
   589.18    5.030    4.625    0.000    5.000
   589.25    5.030    4.625    0.000    5.000
   589.31    5.030    4.625    0.000    5.000
   589.38    5.035    4.625    0.000    5.000
   589.45    5.035    4.625    0.000    5.000
   589.51    5.035    4.625    0.000    5.000
   589.58    5.035    4.625    0.000    5.000
   589.64    5.040    4.625    0.000    5.000
   589.71    5.040    4.625    0.000    5.000
   589.78    5.040    4.625    0.000    5.000
   589.84    5.045    4.625    0.000    5.000
   589.91    5.045    4.625    0.000    5.000
   589.97    5.045    4.625    0.000    5.000
   590.04    5.045    4.625    0.000    5.000
   590.11    5.050    4.630    0.000    5.000
   590.17    5.050    4.630    0.000    5.000
   590.24    5.050    4.630    0.000    5.000
   590.30    5.050    4.630    0.000    5.000
   590.37    5.055    4.630    0.000    5.000
   590.44    5.055    4.630    0.000    5.000
   590.50    5.055    4.630    0.000    5.000
   590.57    5.055    4.630    0.000    5.000
   590.63    5.060    4.630    0.000    5.000
   590.70    5.060    4.630    0.000    5.000
   590.77    5.060    4.630    0.000    5.000
   590.83    5.065    4.630    0.000    5.000
   590.90    5.065    4.630    0.000    5.000
   590.96    5.065    4.630    0.000    5.000
   591.03    5.065    4.630    0.000    5.000
   591.10    5.065    4.630    0.000    5.000
   591.16    5.070    4.630    0.000    5.000
   591.23    5.070    4.630    0.000    5.000
   591.29    5.070    4.630    0.000    5.000
   591.36    5.070    4.630    0.000    5.000
   591.43    5.070    4.630    0.000    5.000
   591.49    5.075    4.630    0.000    5.000
   591.56    5.075    4.630    0.000    5.000
   591.62    5.075    4.630    0.000    5.000
   591.69    5.075    4.630    0.000    5.000
   591.76    5.075    4.630    0.000    5.000
   591.82    5.075    4.630    0.000    5.000
   591.89    5.080    4.630    0.000    5.000
   591.95    5.080    4.630    0.000    5.000
   592.02    5.080    4.630    0.000    5.000
   592.09    5.080    4.630    0.000    5.000
   592.15    5.085    4.630    0.000    5.000
   592.22    5.085    4.630    0.000    5.000
   592.28    5.085    4.630    0.000    5.000
   592.35    5.085    4.630    0.000    5.000
   592.42    5.085    4.630    0.000    5.000
   592.48    5.085    4.635    0.000    5.000
   592.55    5.085    4.635    0.000    5.000
   592.61    5.090    4.635    0.000    5.000
   592.68    5.090    4.635    0.000    5.000
   592.75    5.090    4.635    0.000    5.000
   592.81    5.090    4.635    0.000    5.000
   592.88    5.090    4.635    0.000    5.000
   592.94    5.090    4.635    0.000    5.000
   593.01    5.095    4.635    0.000    5.000
   593.08    5.095    4.635    0.000    5.000
   593.14    5.095    4.635    0.000    5.000
   593.21    5.095    4.635    0.000    5.000
   593.27    5.095    4.635    0.000    5.000
   593.34    5.095    4.635    0.000    5.000
   593.41    5.095    4.635    0.000    5.000
   593.47    5.095    4.635    0.000    5.000
   593.54    5.095    4.635    0.000    5.000
   593.60    5.100    4.635    0.000    5.000
   593.67    5.100    4.635    0.000    5.000
   593.74    5.100    4.635    0.000    5.000
   593.80    5.100    4.635    0.000    5.000
   593.87    5.100    4.635    0.000    5.000
   593.93    5.100    4.635    0.000    5.000
   594.00    5.100    4.635    0.000    5.000
   594.07    5.100    4.635    0.000    5.000
   594.13    5.100    4.640    0.000    5.000
   594.20    5.100    4.640    0.000    5.000
   594.26    5.100    4.640    0.000    5.000
   594.33    5.100    4.640    0.000    5.000
   594.40    5.100    4.640    0.000    5.000
   594.46    5.100    4.640    0.000    5.000
   594.53    5.100    4.640    0.000    5.000
   594.59    5.100    4.640    0.000    5.000
   594.66    5.100    4.640    0.000    5.000
   594.73    5.100    4.640    0.000    5.000
   594.79    5.100    4.640    0.000    5.000
   594.86    5.100    4.640    0.000    5.000
   594.92    5.100    4.640    0.000    5.000
   594.99    5.100    4.640    0.000    5.000
   595.06    5.100    4.640    0.000    5.000
   595.12    5.100    4.640    0.000    5.000
   595.19    5.100    4.640    0.000    5.000
   595.25    5.100    4.640    0.000    5.000
   595.32    5.100    4.640    0.000    5.000
   595.39    5.100    4.640    0.000    5.000
   595.45    5.100    4.640    0.000    5.000
   595.52    5.100    4.640    0.000    5.000
   595.58    5.100    4.640    0.000    5.000
   595.65    5.100    4.640    0.000    5.000
   595.72    5.100    4.645    0.000    5.000
   595.78    5.100    4.640    0.000    5.000
   595.85    5.100    4.640    0.000    5.000
   595.91    5.100    4.640    0.000    5.000
   595.98    5.100    4.645    0.000    5.000
   596.05    5.100    4.645    0.000    5.000
   596.11    5.100    4.645    0.000    5.000
   596.18    5.095    4.645    0.000    5.000
   596.24    5.100    4.645    0.000    5.000
   596.31    5.095    4.645    0.000    5.000
   596.38    5.100    4.645    0.000    5.000
   596.44    5.095    4.645    0.000    5.000
   596.51    5.095    4.645    0.000    5.000
   596.57    5.095    4.645    0.000    5.000
   596.64    5.095    4.645    0.000    5.000
   596.71    5.095    4.645    0.000    5.000
   596.77    5.095    4.645    0.000    5.000
   596.84    5.095    4.645    0.000    5.000
   596.90    5.095    4.645    0.000    5.000
   596.97    5.095    4.645    0.000    5.000
   597.04    5.095    4.645    0.000    5.000
   597.10    5.095    4.645    0.000    5.000
   597.17    5.095    4.645    0.000    5.000
   597.23    5.095    4.645    0.000    5.000
   597.30    5.090    4.645    0.000    5.000
   597.37    5.090    4.650    0.000    5.000
   597.43    5.090    4.650    0.000    5.000
   597.50    5.090    4.650    0.000    5.000
   597.56    5.090    4.650    0.000    5.000
   597.63    5.090    4.650    0.000    5.000
   597.70    5.090    4.650    0.000    5.000
   597.76    5.090    4.650    0.000    5.000
   597.83    5.085    4.650    0.000    5.000
   597.89    5.085    4.650    0.000    5.000
   597.96    5.085    4.650    0.000    5.000
   598.03    5.085    4.650    0.000    5.000
   598.09    5.085    4.650    0.000    5.000
   598.16    5.085    4.650    0.000    5.000
   598.22    5.080    4.650    0.000    5.000
   598.29    5.080    4.650    0.000    5.000
   598.36    5.080    4.650    0.000    5.000
   598.42    5.080    4.650    0.000    5.000
   598.49    5.080    4.650    0.000    5.000
   598.55    5.080    4.650    0.000    5.000
   598.62    5.080    4.650    0.000    5.000
   598.69    5.080    4.650    0.000    5.000
   598.75    5.080    4.650    0.000    5.000
   598.82    5.075    4.650    0.000    5.000
   598.88    5.075    4.650    0.000    5.000
   598.95    5.075    4.650    0.000    5.000
   599.02    5.075    4.650    0.000    5.000
   599.08    5.075    4.650    0.000    5.000
   599.15    5.075    4.650    0.000    5.000
   599.21    5.070    4.650    0.000    5.000
   599.28    5.070    4.650    0.000    5.000
   599.35    5.070    4.650    0.000    5.000
   599.41    5.070    4.650    0.000    5.000
   599.48    5.070    4.650    0.000    5.000
   599.54    5.070    4.650    0.000    5.000
   599.61    5.070    4.650    0.000    5.000
   599.68    5.065    4.655    0.000    5.000
   599.74    5.065    4.655    0.000    5.000
   599.81    5.065    4.655    0.000    5.000
   599.87    5.065    4.655    0.000    5.000
   599.94    5.065    4.655    0.000    5.000
   600.01    5.060    4.655    0.000    5.000
   600.07    5.060    4.655    0.000    5.000
   600.14    5.060    4.655    0.000    5.000
   600.20    5.060    4.655    0.000    5.000
   600.27    5.060    4.655    0.000    5.000
   600.34    5.055    4.655    0.000    5.000
   600.40    5.055    4.655    0.000    5.000
   600.47    5.055    4.655    0.000    5.000
   600.53    5.055    4.655    0.000    5.000
   600.60    5.055    4.655    0.000    5.000
   600.67    5.050    4.655    0.000    5.000
   600.73    5.050    4.655    0.000    5.000
   600.80    5.050    4.655    0.000    5.000
   600.86    5.050    4.655    0.000    5.000
   600.93    5.050    4.655    0.000    5.000
   601.00    5.045    4.655    0.000    5.000
   601.06    5.045    4.655    0.000    5.000
   601.13    5.045    4.655    0.000    5.000
   601.19    5.045    4.655    0.000    5.000
   601.26    5.045    4.655    0.000    5.000
   601.33    5.040    4.655    0.000    5.000
   601.39    5.040    4.655    0.000    5.000
   601.46    5.040    4.655    0.000    5.000
   601.52    5.040    4.660    0.000    5.000
   601.59    5.040    4.660    0.000    5.000
   601.66    5.040    4.660    0.000    5.000
   601.72    5.035    4.660    0.000    5.000
   601.79    5.035    4.660    0.000    5.000
   601.85    5.035    4.660    0.000    5.000
   601.92    5.030    4.660    0.000    5.000
   601.99    5.030    4.660    0.000    5.000
   602.05    5.030    4.660    0.000    5.000
   602.12    5.030    4.660    0.000    5.000
   602.18    5.025    4.660    0.000    5.000
   602.25    5.025    4.660    0.000    5.000
   602.32    5.025    4.660    0.000    5.000
   602.38    5.025    4.660    0.000    5.000
   602.45    5.020    4.660    0.000    5.000
   602.51    5.020    4.660    0.000    5.000
   602.58    5.020    4.660    0.000    5.000
   602.65    5.020    4.660    0.000    5.000
   602.71    5.020    4.660    0.000    5.000
   602.78    5.015    4.660    0.000    5.000
   602.84    5.015    4.660    0.000    5.000
   602.91    5.015    4.660    0.000    5.000
   602.98    5.015    4.660    0.000    5.000
   603.04    5.010    4.660    0.000    5.000
   603.11    5.010    4.655    0.000    5.000
   603.17    5.010    4.660    0.000    5.000
   603.24    5.010    4.660    0.000    5.000
   603.31    5.005    4.660    0.000    5.000
   603.37    5.005    4.660    0.000    5.000
   603.44    5.005    4.660    0.000    5.000
   603.50    5.005    4.660    0.000    5.000
   603.57    5.005    4.660    0.000    5.000
   603.64    5.000    4.655    0.000    5.000
   603.70    5.000    4.655    0.000    5.000
   603.77    5.000    4.655    0.000    5.000
   603.83    5.000    4.660    0.000    5.000
   603.90    4.995    4.655    0.000    5.000
   603.97    4.995    4.660    0.000    5.000
   604.03    4.995    4.660    0.000    5.000
   604.10    4.995    4.660    0.000    5.000
   604.16    4.990    4.655    0.000    5.000
   604.23    4.990    4.660    0.000    5.000
   604.30    4.990    4.655    0.000    5.000
   604.36    4.990    4.655    0.000    5.000
   604.43    4.985    4.655    0.000    5.000
   604.49    4.985    4.655    0.000    5.000
   604.56    4.985    4.660    0.000    5.000
   604.63    4.985    4.660    0.000    5.000
