Data export from TecQuipment CE2000

Data series 3

    Time       T1  shutter setpoint   PI o/p 
   395.90    4.990    0.000    5.000    3.947
   396.00    4.990    0.000    5.000    3.948
   396.10    4.995    0.000    5.000    3.798
   396.20    4.995    0.000    5.000    3.799
   396.30    4.995    0.000    5.000    3.800
   396.40    4.995    0.000    5.000    3.800
   396.50    4.995    0.000    5.000    3.801
   396.60    4.995    0.000    5.000    3.802
   396.70    4.995    0.000    5.000    3.802
   396.80    4.995    0.000    5.000    3.803
   396.90    4.995    0.000    5.000    3.804
   397.00    4.995    0.000    5.000    3.804
   397.10    4.995    0.000    5.000    3.805
   397.20    4.995    0.000    5.000    3.806
   397.30    4.995    0.000    5.000    3.806
   397.40    4.995    0.000    5.000    3.807
   397.50    4.990    0.000    5.000    3.958
   397.60    4.995    0.000    5.000    3.809
   397.70    4.990    0.000    5.000    3.960
   397.80    4.990    0.000    5.000    3.961
   397.90    4.990    0.000    5.000    3.963
   398.00    4.990    0.000    5.000    3.964
   398.10    4.990    0.000    5.000    3.965
   398.20    4.990    0.000    5.000    3.967
   398.30    4.990    0.000    5.000    3.968
   398.40    4.990    0.000    5.000    3.969
   398.50    4.990    0.000    5.000    3.971
   398.60    4.990    0.000    5.000    3.972
   398.70    4.990    0.000    5.000    3.973
   398.80    4.990    0.000    5.000    3.974
   398.90    4.990    0.000    5.000    3.976
   399.00    4.990    0.000    5.000    3.977
   399.10    4.995    0.000    5.000    3.828
   399.20    4.995    0.000    5.000    3.828
   399.30    4.995    0.000    5.000    3.829
   399.40    4.995    0.000    5.000    3.830
   399.50    4.995    0.000    5.000    3.830
   399.60    4.995    0.000    5.000    3.831
   399.70    4.995    0.000    5.000    3.832
   399.80    4.995    0.000    5.000    3.832
   399.90    4.995    0.000    5.000    3.833
   400.00    4.995    0.000    5.000    3.834
   400.10    4.995    0.000    5.000    3.834
   400.20    4.995    0.000    5.000    3.835
   400.30    4.995    0.000    5.000    3.836
   400.40    4.995    0.000    5.000    3.836
   400.50    4.995    0.000    5.000    3.837
   400.60    4.995    0.000    5.000    3.837
   400.70    4.995    0.000    5.000    3.838
   400.80    4.995    0.000    5.000    3.839
   400.90    4.995    0.000    5.000    3.839
   401.00    4.995    0.000    5.000    3.840
   401.10    4.995    0.000    5.000    3.841
   401.20    5.000    0.000    5.000    3.691
   401.30    5.000    0.000    5.000    3.691
   401.40    5.000    0.000    5.000    3.691
   401.50    5.000    0.000    5.000    3.691
   401.60    5.000    0.000    5.000    3.691
   401.70    5.000    0.000    5.000    3.691
   401.80    5.000    0.000    5.000    3.691
   401.90    5.000    0.000    5.000    3.691
   402.00    5.000    0.000    5.000    3.691
   402.10    5.000    0.000    5.000    3.691
   402.20    5.000    0.000    5.000    3.691
   402.30    5.000    0.000    5.000    3.691
   402.40    5.000    0.000    5.000    3.691
   402.50    5.000    0.000    5.000    3.691
   402.60    5.000    0.000    5.000    3.691
   402.70    5.000    0.000    5.000    3.691
   402.80    5.000    0.000    5.000    3.691
   402.90    5.000    0.000    5.000    3.691
   403.00    5.000    0.000    5.000    3.691
   403.10    5.000    0.000    5.000    3.691
   403.20    5.000    0.000    5.000    3.691
   403.30    5.000    0.000    5.000    3.691
   403.40    5.000    0.000    5.000    3.691
   403.50    5.000    0.000    5.000    3.691
   403.60    5.000    0.000    5.000    3.691
   403.70    5.005    0.000    5.000    3.540
   403.80    5.005    0.000    5.000    3.539
   403.90    5.005    0.000    5.000    3.539
   404.00    5.000    0.000    5.000    3.689
   404.10    5.000    0.000    5.000    3.689
   404.20    5.005    0.000    5.000    3.538
   404.30    5.000    0.000    5.000    3.688
   404.40    5.000    0.000    5.000    3.688
   404.50    5.000    0.000    5.000    3.688
   404.60    5.000    0.000    5.000    3.688
   404.70    5.000    0.000    5.000    3.688
   404.80    5.000    0.000    5.000    3.688
   404.90    5.000    0.000    5.000    3.688
   405.00    5.000    0.000    5.000    3.688
   405.10    5.000    0.000    5.000    3.688
   405.20    5.000    0.000    5.000    3.688
   405.30    5.000    0.000    5.000    3.688
   405.40    5.000    0.000    5.000    3.688
   405.50    5.000    0.000    5.000    3.688
   405.60    5.000    0.000    5.000    3.688
   405.70    5.000    0.000    5.000    3.688
   405.80    5.000    0.000    5.000    3.688
   405.90    5.000    0.000    5.000    3.688
   406.00    5.000    0.000    5.000    3.688
   406.10    5.000    0.000    5.000    3.688
   406.20    5.000    0.000    5.000    3.688
   406.30    5.000    0.000    5.000    3.688
   406.40    5.000    0.000    5.000    3.688
   406.50    5.000    0.000    5.000    3.688
   406.60    5.000    0.000    5.000    3.688
   406.70    5.000    0.000    5.000    3.688
   406.80    5.000    0.000    5.000    3.688
   406.90    5.005    0.000    5.000    3.537
   407.00    5.005    0.000    5.000    3.537
   407.10    5.005    0.000    5.000    3.536
   407.20    5.005    0.000    5.000    3.535
   407.30    5.005    0.000    5.000    3.535
   407.40    5.005    0.000    5.000    3.534
   407.50    5.005    0.000    5.000    3.534
   407.60    5.005    0.000    5.000    3.533
   407.70    5.005    0.000    5.000    3.532
   407.80    5.005    0.000    5.000    3.532
   407.90    5.005    0.000    5.000    3.531
   408.00    5.005    0.000    5.000    3.530
   408.10    5.005    0.000    5.000    3.530
   408.20    5.005    0.000    5.000    3.529
   408.30    5.005    0.000    5.000    3.528
   408.40    5.005    0.000    5.000    3.528
   408.50    5.005    0.000    5.000    3.527
   408.60    5.005    0.000    5.000    3.526
   408.70    5.005    0.000    5.000    3.526
   408.80    5.005    0.000    5.000    3.525
   408.90    5.005    0.000    5.000    3.524
   409.00    5.005    0.000    5.000    3.524
   409.10    5.010    0.000    5.000    3.372
   409.20    5.010    0.000    5.000    3.371
   409.30    5.010    0.000    5.000    3.370
   409.40    5.010    0.000    5.000    3.369
   409.50    5.010    0.000    5.000    3.367
   409.60    5.010    0.000    5.000    3.366
   409.70    5.005    0.000    5.000    3.515
   409.80    5.005    0.000    5.000    3.515
   409.90    5.005    0.000    5.000    3.514
   410.00    5.005    0.000    5.000    3.513
   410.10    5.005    0.000    5.000    3.513
   410.20    5.005    0.000    5.000    3.512
   410.30    5.005    0.000    5.000    3.511
   410.40    5.005    0.000    5.000    3.511
   410.50    5.005    0.000    5.000    3.510
   410.60    5.005    0.000    5.000    3.509
   410.70    5.005    0.000    5.000    3.509
   410.80    5.005    0.000    5.000    3.508
   410.90    5.005    0.000    5.000    3.508
   411.00    5.005    0.000    5.000    3.507
   411.10    5.005    0.000    5.000    3.506
   411.20    5.005    0.000    5.000    3.506
   411.30    5.005    0.000    5.000    3.505
   411.40    5.005    0.000    5.000    3.504
   411.50    5.005    0.000    5.000    3.504
   411.60    5.005    0.000    5.000    3.503
   411.70    5.010    0.000    5.000    3.352
   411.80    5.005    0.000    5.000    3.501
   411.90    5.010    0.000    5.000    3.350
   412.00    5.010    0.000    5.000    3.348
   412.10    5.010    0.000    5.000    3.347
   412.20    5.010    0.000    5.000    3.346
   412.30    5.005    0.000    5.000    3.495
   412.40    5.010    0.000    5.000    3.344
   412.50    5.005    0.000    5.000    3.493
   412.60    5.005    0.000    5.000    3.493
   412.70    5.005    0.000    5.000    3.492
   412.80    5.005    0.000    5.000    3.491
   412.90    5.005    0.000    5.000    3.491
   413.00    5.005    0.000    5.000    3.490
   413.10    5.005    0.000    5.000    3.489
   413.20    5.005    0.000    5.000    3.489
   413.30    5.005    0.000    5.000    3.488
   413.40    5.005    0.000    5.000    3.487
   413.50    5.005    0.000    5.000    3.487
   413.60    5.005    0.000    5.000    3.486
   413.70    5.005    0.000    5.000    3.485
   413.80    5.005    0.000    5.000    3.485
   413.90    5.005    0.000    5.000    3.484
   414.00    5.005    0.000    5.000    3.483
   414.10    5.005    0.000    5.000    3.483
   414.20    5.005    0.000    5.000    3.482
   414.30    5.005    0.000    5.000    3.482
   414.40    5.005    0.000    5.000    3.481
   414.50    5.005    0.000    5.000    3.480
   414.60    5.005    0.000    5.000    3.480
   414.70    5.005    0.000    5.000    3.479
   414.80    5.000    0.000    5.000    3.629
   414.90    5.000    0.000    5.000    3.629
   415.00    5.000    0.000    5.000    3.629
   415.10    5.000    0.000    5.000    3.629
   415.20    5.000    0.000    5.000    3.629
   415.30    5.000    0.000    5.000    3.629
   415.40    5.000    0.000    5.000    3.629
   415.50    5.000    0.000    5.000    3.629
   415.60    5.000    0.000    5.000    3.629
   415.70    5.000    0.000    5.000    3.629
   415.80    5.000    0.000    5.000    3.629
   415.90    5.000    0.000    5.000    3.629
   416.00    5.005    0.000    5.000    3.478
   416.10    5.000    0.000    5.000    3.628
   416.20    5.005    0.000    5.000    3.478
   416.30    5.000    0.000    5.000    3.628
   416.40    5.000    0.000    5.000    3.628
   416.50    5.000    0.000    5.000    3.628
   416.60    5.000    0.000    5.000    3.628
   416.70    5.000    0.000    5.000    3.628
   416.80    5.000    0.000    5.000    3.628
   416.90    5.000    0.000    5.000    3.628
   417.00    5.000    0.000    5.000    3.628
   417.10    5.000    0.000    5.000    3.628
   417.20    5.000    0.000    5.000    3.628
   417.30    5.000    0.000    5.000    3.628
   417.40    5.000    0.000    5.000    3.628
   417.50    5.000    0.000    5.000    3.628
   417.60    5.000    0.000    5.000    3.628
   417.70    5.000    0.000    5.000    3.628
   417.80    5.000    0.000    5.000    3.628
   417.90    5.000    0.000    5.000    3.628
   418.00    5.000    0.000    5.000    3.628
   418.10    5.000    0.000    5.000    3.628
   418.20    5.000    0.000    5.000    3.628
   418.30    5.000    0.000    5.000    3.628
   418.40    5.000    0.000    5.000    3.628
   418.50    4.995    0.000    5.000    3.778
   418.60    4.995    0.000    5.000    3.779
   418.70    4.995    0.000    5.000    3.780
   418.80    4.995    0.000    5.000    3.780
   418.90    4.995    0.000    5.000    3.781
   419.00    4.995    0.000    5.000    3.782
   419.10    4.995    0.000    5.000    3.782
   419.20    4.995    0.000    5.000    3.783
   419.30    4.995    0.000    5.000    3.784
   419.40    4.995    0.000    5.000    3.784
   419.50    4.995    0.000    5.000    3.785
   419.60    4.995    0.000    5.000    3.785
   419.70    4.995    0.000    5.000    3.786
   419.80    4.995    0.000    5.000    3.787
   419.90    4.995    0.000    5.000    3.787
   420.00    4.995    0.000    5.000    3.788
   420.10    4.995    0.000    5.000    3.789
   420.20    4.995    0.000    5.000    3.789
   420.30    4.995    0.000    5.000    3.790
   420.40    4.995    0.000    5.000    3.791
   420.50    4.995    0.000    5.000    3.791
   420.60    4.995    0.000    5.000    3.792
   420.70    4.990    0.000    5.000    3.943
   420.80    4.995    0.000    5.000    3.794
   420.90    4.990    0.000    5.000    3.945
   421.00    4.990    0.000    5.000    3.947
   421.10    4.990    0.000    5.000    3.948
   421.20    4.990    0.000    5.000    3.949
   421.30    4.990    0.000    5.000    3.950
   421.40    4.990    0.000    5.000    3.952
   421.50    4.990    0.000    5.000    3.953
   421.60    4.990    0.000    5.000    3.954
   421.70    4.990    0.000    5.000    3.956
   421.80    4.990    0.000    5.000    3.957
   421.90    4.990    0.000    5.000    3.958
   422.00    4.990    0.000    5.000    3.960
   422.10    4.990    0.000    5.000    3.961
   422.20    4.990    0.000    5.000    3.962
   422.30    4.990    0.000    5.000    3.963
   422.40    4.990    0.000    5.000    3.965
   422.50    4.990    0.000    5.000    3.966
   422.60    4.990    0.000    5.000    3.967
   422.70    4.990    0.000    5.000    3.969
   422.80    4.990    0.000    5.000    3.970
   422.90    4.990    0.000    5.000    3.971
   423.00    4.990    0.000    5.000    3.973
   423.10    4.990    0.000    5.000    3.974
   423.20    4.990    0.000    5.000    3.975
   423.30    4.990    0.000    5.000    3.976
   423.40    4.990    0.000    5.000    3.978
   423.50    4.990    0.000    5.000    3.979
   423.60    4.990    0.000    5.000    3.980
   423.70    4.990    0.000    5.000    3.982
   423.80    4.990    0.000    5.000    3.983
   423.90    4.990    0.000    5.000    3.984
   424.00    4.990    0.000    5.000    3.986
   424.10    4.990    0.000    5.000    3.987
   424.20    4.990    0.000    5.000    3.988
   424.30    4.990    0.000    5.000    3.989
   424.40    4.990    0.000    5.000    3.991
   424.50    4.990    0.000    5.000    3.992
   424.60    4.990    0.000    5.000    3.993
   424.70    4.990    0.000    5.000    3.995
   424.80    4.990    0.000    5.000    3.996
   424.90    4.990    0.000    5.000    3.997
   425.00    4.990    0.000    5.000    3.999
   425.10    4.990    0.000    5.000    4.000
   425.20    4.990    0.000    5.000    4.001
   425.30    4.990    0.000    5.000    4.002
   425.40    4.990    0.000    5.000    4.004
   425.50    4.990    0.000    5.000    4.005
   425.60    4.990    0.000    5.000    4.006
   425.70    4.990    0.000    5.000    4.008
   425.80    4.990    0.000    5.000    4.009
   425.90    4.990    0.000    5.000    4.010
   426.00    4.990    0.000    5.000    4.012
   426.10    4.990    0.000    5.000    4.013
   426.20    4.990    0.000    5.000    4.014
   426.30    4.990    0.000    5.000    4.015
   426.40    4.990    0.000    5.000    4.017
   426.50    4.990    0.000    5.000    4.018
   426.60    4.990    0.000    5.000    4.019
   426.70    4.990    0.000    5.000    4.021
   426.80    4.990    0.000    5.000    4.022
   426.90    4.990    0.000    5.000    4.023
   427.00    4.990    0.000    5.000    4.025
   427.10    4.990    0.000    5.000    4.026
   427.20    4.990    0.000    5.000    4.027
   427.30    4.990    0.000    5.000    4.028
   427.40    4.990    0.000    5.000    4.030
   427.50    4.990    0.000    5.000    4.031
   427.60    4.990    0.000    5.000    4.032
   427.70    4.990    0.000    5.000    4.034
   427.80    4.990    0.000    5.000    4.035
   427.90    4.990    0.000    5.000    4.036
   428.00    4.990    0.000    5.000    4.038
   428.10    4.990    0.000    5.000    4.039
   428.20    4.990    0.000    5.000    4.040
   428.30    4.990    0.000    5.000    4.041
   428.40    4.990    0.000    5.000    4.043
   428.50    4.990    0.000    5.000    4.044
   428.60    4.990    0.000    5.000    4.045
   428.70    4.990    0.000    5.000    4.047
   428.80    4.990    0.000    5.000    4.048
   428.90    4.990    0.000    5.000    4.049
   429.00    4.990    0.000    5.000    4.051
   429.10    4.990    0.000    5.000    4.052
   429.20    4.990    0.000    5.000    4.053
   429.30    4.990    0.000    5.000    4.054
   429.40    4.990    0.000    5.000    4.056
   429.50    4.990    0.000    5.000    4.057
   429.60    4.990    0.000    5.000    4.058
   429.70    4.990    0.000    5.000    4.060
   429.80    4.990    0.000    5.000    4.061
   429.90    4.990    0.000    5.000    4.062
   430.00    4.990    0.000    5.000    4.064
   430.10    4.990    0.000    5.000    4.065
   430.20    4.990    0.000    5.000    4.066
   430.30    4.990    0.000    5.000    4.067
   430.40    4.990    0.000    5.000    4.069
   430.50    4.990    0.000    5.000    4.070
   430.60    4.990    0.000    5.000    4.071
   430.70    4.995    0.000    5.000    3.922
   430.80    4.995    0.000    5.000    3.923
   430.90    4.995    0.000    5.000    3.923
   431.00    4.995    0.000    5.000    3.924
   431.10    4.995    0.000    5.000    3.925
   431.20    4.995    0.000    5.000    3.925
   431.30    4.995    0.000    5.000    3.926
   431.40    4.995    0.000    5.000    3.927
   431.50    4.995    0.000    5.000    3.927
   431.60    4.995    0.000    5.000    3.928
   431.70    4.995    0.000    5.000    3.928
   431.80    4.995    0.000    5.000    3.929
   431.90    4.995    0.000    5.000    3.930
   432.00    4.995    0.000    5.000    3.930
   432.10    4.995    0.000    5.000    3.931
   432.20    4.995    0.000    5.000    3.932
   432.30    4.995    0.000    5.000    3.932
   432.40    4.995    0.000    5.000    3.933
   432.50    4.995    0.000    5.000    3.934
   432.60    4.995    0.000    5.000    3.934
   432.70    4.995    0.000    5.000    3.935
   432.80    4.995    0.000    5.000    3.936
   432.90    4.995    0.000    5.000    3.936
   433.00    5.000    0.000    5.000    3.786
   433.10    5.000    0.000    5.000    3.786
   433.20    5.000    0.000    5.000    3.786
   433.30    5.000    0.000    5.000    3.786
   433.40    5.000    0.000    5.000    3.786
   433.50    5.000    0.000    5.000    3.786
   433.60    5.000    0.000    5.000    3.786
   433.70    5.000    0.000    5.000    3.786
   433.80    5.000    0.000    5.000    3.786
   433.90    5.000    0.000    5.000    3.786
   434.00    5.000    0.000    5.000    3.786
   434.10    5.000    0.000    5.000    3.786
   434.20    5.000    0.000    5.000    3.786
   434.30    5.000    0.000    5.000    3.786
   434.40    5.000    0.000    5.000    3.786
   434.50    5.000    0.000    5.000    3.786
   434.60    5.000    0.000    5.000    3.786
   434.70    5.000    0.000    5.000    3.786
   434.80    5.000    0.000    5.000    3.786
   434.90    5.000    0.000    5.000    3.786
   435.00    5.000    0.000    5.000    3.786
   435.10    5.005    0.000    5.000    3.636
   435.20    5.005    0.000    5.000    3.635
   435.30    5.005    0.000    5.000    3.634
   435.40    5.005    0.000    5.000    3.634
   435.50    5.005    0.000    5.000    3.633
   435.60    5.005    0.000    5.000    3.632
   435.70    5.005    0.000    5.000    3.632
   435.80    5.005    0.000    5.000    3.631
   435.90    5.005    0.000    5.000    3.630
   436.00    5.005    0.000    5.000    3.630
   436.10    5.005    0.000    5.000    3.629
   436.20    5.005    0.000    5.000    3.628
   436.30    5.005    0.000    5.000    3.628
   436.40    5.005    0.000    5.000    3.627
   436.50    5.005    0.000    5.000    3.627
   436.60    5.005    0.000    5.000    3.626
   436.70    5.005    0.000    5.000    3.625
   436.80    5.005    0.000    5.000    3.625
   436.90    5.010    0.000    5.000    3.473
   437.00    5.010    0.000    5.000    3.472
   437.10    5.010    0.000    5.000    3.471
   437.20    5.010    0.000    5.000    3.469
   437.30    5.010    0.000    5.000    3.468
   437.40    5.010    0.000    5.000    3.467
   437.50    5.010    0.000    5.000    3.465
   437.60    5.010    0.000    5.000    3.464
   437.70    5.010    0.000    5.000    3.463
   437.80    5.010    0.000    5.000    3.462
   437.90    5.010    0.000    5.000    3.460
   438.00    5.010    0.000    5.000    3.459
   438.10    5.010    0.000    5.000    3.458
   438.20    5.010    0.000    5.000    3.456
   438.30    5.010    0.000    5.000    3.455
   438.40    5.010    0.000    5.000    3.454
   438.50    5.010    0.000    5.000    3.452
   438.60    5.010    0.000    5.000    3.451
   438.70    5.010    0.000    5.000    3.450
   438.80    5.015    0.000    5.000    3.298
   438.90    5.015    0.000    5.000    3.296
   439.00    5.015    0.000    5.000    3.294
   439.10    5.015    0.000    5.000    3.292
   439.20    5.015    0.000    5.000    3.290
   439.30    5.015    0.000    5.000    3.288
   439.40    5.015    0.000    5.000    3.286
   439.50    5.015    0.000    5.000    3.284
   439.60    5.015    0.000    5.000    3.282
   439.70    5.015    0.000    5.000    3.280
   439.80    5.015    0.000    5.000    3.278
   439.90    5.015    0.000    5.000    3.276
   440.00    5.015    0.000    5.000    3.275
   440.10    5.015    0.000    5.000    3.273
   440.20    5.015    0.000    5.000    3.271
   440.30    5.015    0.000    5.000    3.269
   440.40    5.015    0.000    5.000    3.267
   440.50    5.015    0.000    5.000    3.265
   440.60    5.015    0.000    5.000    3.263
   440.70    5.015    0.000    5.000    3.261
   440.80    5.015    0.000    5.000    3.259
   440.90    5.010    0.000    5.000    3.408
   441.00    5.010    0.000    5.000    3.406
   441.10    5.010    0.000    5.000    3.405
   441.20    5.010    0.000    5.000    3.404
   441.30    5.010    0.000    5.000    3.402
   441.40    5.010    0.000    5.000    3.401
   441.50    5.010    0.000    5.000    3.400
   441.60    5.010    0.000    5.000    3.398
   441.70    5.010    0.000    5.000    3.397
   441.80    5.010    0.000    5.000    3.396
   441.90    5.010    0.000    5.000    3.395
   442.00    5.010    0.000    5.000    3.393
   442.10    5.010    0.000    5.000    3.392
   442.20    5.010    0.000    5.000    3.391
   442.30    5.010    0.000    5.000    3.389
   442.40    5.010    0.000    5.000    3.388
   442.50    5.010    0.000    5.000    3.387
   442.60    5.010    0.000    5.000    3.385
   442.70    5.010    0.000    5.000    3.384
   442.80    5.010    0.000    5.000    3.383
   442.90    5.010    0.000    5.000    3.382
   443.00    5.010    0.000    5.000    3.380
   443.10    5.010    0.000    5.000    3.379
   443.20    5.010    0.000    5.000    3.378
   443.30    5.010    0.000    5.000    3.376
   443.40    5.010    0.000    5.000    3.375
   443.50    5.010    0.000    5.000    3.374
   443.60    5.010    0.000    5.000    3.372
   443.70    5.010    0.000    5.000    3.371
   443.80    5.010    0.000    5.000    3.370
   443.90    5.010    0.000    5.000    3.369
   444.00    5.010    0.000    5.000    3.367
   444.10    5.010    0.000    5.000    3.366
   444.20    5.010    0.000    5.000    3.365
   444.30    5.005    0.000    5.000    3.514
   444.40    5.005    0.000    5.000    3.513
   444.50    5.005    0.000    5.000    3.513
   444.60    5.005    0.000    5.000    3.512
   444.70    5.005    0.000    5.000    3.511
   444.80    5.005    0.000    5.000    3.511
   444.90    5.005    0.000    5.000    3.510
   445.00    5.005    0.000    5.000    3.510
   445.10    5.005    0.000    5.000    3.509
   445.20    5.005    0.000    5.000    3.508
   445.30    5.005    0.000    5.000    3.508
   445.40    5.005    0.000    5.000    3.507
   445.50    5.005    0.000    5.000    3.506
   445.60    5.005    0.000    5.000    3.506
   445.70    5.005    0.000    5.000    3.505
   445.80    5.005    0.000    5.000    3.504
   445.90    5.005    0.000    5.000    3.504
   446.00    5.005    0.000    5.000    3.503
   446.10    5.005    0.000    5.000    3.502
   446.20    5.005    0.000    5.000    3.502
   446.30    5.005    0.000    5.000    3.501
   446.40    5.005    0.000    5.000    3.500
   446.50    5.005    0.000    5.000    3.500
   446.60    5.005    0.000    5.000    3.499
   446.70    5.005    0.000    5.000    3.498
   446.80    5.005    0.000    5.000    3.498
   446.90    5.005    0.000    5.000    3.497
   447.00    5.005    0.000    5.000    3.497
   447.10    5.005    0.000    5.000    3.496
   447.20    5.005    0.000    5.000    3.495
   447.30    5.005    0.000    5.000    3.495
   447.40    5.005    0.000    5.000    3.494
   447.50    5.005    0.000    5.000    3.493
   447.60    5.005    0.000    5.000    3.493
   447.70    5.005    0.000    5.000    3.492
   447.80    5.005    0.000    5.000    3.491
   447.90    5.005    0.000    5.000    3.491
   448.00    5.005    0.000    5.000    3.490
   448.10    5.005    0.000    5.000    3.489
   448.20    5.000    0.000    5.000    3.639
   448.30    5.000    0.000    5.000    3.639
   448.40    5.000    0.000    5.000    3.639
   448.50    5.000    0.000    5.000    3.639
   448.60    5.000    0.000    5.000    3.639
   448.70    5.000    0.000    5.000    3.639
   448.80    5.000    0.000    5.000    3.639
   448.90    5.000    0.000    5.000    3.639
   449.00    5.000    0.000    5.000    3.639
   449.10    5.000    0.000    5.000    3.639
   449.20    5.000    0.000    5.000    3.639
   449.30    5.000    0.000    5.000    3.639
   449.40    5.000    0.000    5.000    3.639
   449.50    5.000    0.000    5.000    3.639
   449.60    5.000    0.000    5.000    3.639
   449.70    5.000    0.000    5.000    3.639
   449.80    5.000    0.000    5.000    3.639
   449.90    5.000    0.000    5.000    3.639
   450.00    5.000    0.000    5.000    3.639
   450.10    4.995    0.000    5.000    3.790
   450.20    4.995    0.000    5.000    3.791
   450.30    4.995    0.000    5.000    3.791
   450.40    4.995    0.000    5.000    3.792
   450.50    4.995    0.000    5.000    3.793
   450.60    4.995    0.000    5.000    3.793
   450.70    4.995    0.000    5.000    3.794
   450.80    4.995    0.000    5.000    3.795
   450.90    4.995    0.000    5.000    3.795
   451.00    4.995    0.000    5.000    3.796
   451.10    4.995    0.000    5.000    3.797
   451.20    4.995    0.000    5.000    3.797
   451.30    4.995    0.000    5.000    3.798
   451.40    4.995    0.000    5.000    3.798
   451.50    4.995    0.000    5.000    3.799
   451.60    4.995    0.000    5.000    3.800
   451.70    4.995    0.000    5.000    3.800
   451.80    4.995    0.000    5.000    3.801
   451.90    4.995    0.000    5.000    3.802
   452.00    4.995    0.000    5.000    3.802
   452.10    4.995    0.000    5.000    3.803
   452.20    4.995    0.000    5.000    3.804
   452.30    4.995    0.000    5.000    3.804
   452.40    4.995    0.000    5.000    3.805
   452.50    4.995    0.000    5.000    3.806
   452.60    4.995    0.000    5.000    3.806
   452.70    4.995    0.000    5.000    3.807
   452.80    4.995    0.000    5.000    3.808
   452.90    4.995    0.000    5.000    3.808
   453.00    4.995    0.000    5.000    3.809
   453.10    4.995    0.000    5.000    3.810
   453.20    4.995    0.000    5.000    3.810
   453.30    4.995    0.000    5.000    3.811
   453.40    4.995    0.000    5.000    3.811
   453.50    4.995    0.000    5.000    3.812
   453.60    4.995    0.000    5.000    3.813
   453.70    4.995    0.000    5.000    3.813
   453.80    4.995    0.000    5.000    3.814
   453.90    4.995    0.000    5.000    3.815
   454.00    4.995    0.000    5.000    3.815
   454.10    4.995    0.000    5.000    3.816
   454.20    4.995    0.000    5.000    3.817
   454.30    4.995    0.000    5.000    3.817
   454.40    4.995    0.000    5.000    3.818
   454.50    4.995    0.000    5.000    3.819
   454.60    4.995    0.000    5.000    3.819
   454.70    4.995    0.000    5.000    3.820
   454.80    4.995    0.000    5.000    3.821
   454.90    4.995    0.000    5.000    3.821
   455.00    4.995    0.000    5.000    3.822
   455.10    4.995    0.000    5.000    3.823
   455.20    4.995    0.000    5.000    3.823
   455.30    4.995    0.000    5.000    3.824
   455.40    4.995    0.000    5.000    3.824
   455.50    4.995    0.000    5.000    3.825
   455.60    4.995    0.000    5.000    3.826
   455.70    4.995    0.000    5.000    3.826
   455.80    4.995    0.000    5.000    3.827
   455.90    4.995    0.000    5.000    3.828
   456.00    4.995    0.000    5.000    3.828
   456.10    4.995    0.000    5.000    3.829
   456.20    4.995    0.000    5.000    3.830
   456.30    4.995    0.000    5.000    3.830
   456.40    4.995    0.000    5.000    3.831
   456.50    4.995    0.000    5.000    3.832
   456.60    4.995    0.000    5.000    3.832
   456.70    4.995    0.000    5.000    3.833
   456.80    4.995    0.000    5.000    3.834
   456.90    4.995    0.000    5.000    3.834
   457.00    4.995    0.000    5.000    3.835
   457.10    4.995    0.000    5.000    3.836
   457.20    4.995    0.000    5.000    3.836
   457.30    4.995    0.000    5.000    3.837
   457.40    4.990    0.000    5.000    3.988
   457.50    4.990    0.000    5.000    3.989
   457.60    4.990    0.000    5.000    3.991
   457.70    4.995    0.000    5.000    3.841
   457.80    4.995    0.000    5.000    3.842
   457.90    4.990    0.000    5.000    3.993
   458.00    4.990    0.000    5.000    3.995
   458.10    4.990    0.000    5.000    3.996
   458.20    4.990    0.000    5.000    3.997
   458.30    4.995    0.000    5.000    3.848
   458.40    4.990    0.000    5.000    3.999
   458.50    4.990    0.000    5.000    4.000
   458.60    4.990    0.000    5.000    4.002
   458.70    4.990    0.000    5.000    4.003
   458.80    4.990    0.000    5.000    4.004
   458.90    4.990   10.000    5.000    4.006
   459.00    4.990   10.000    5.000    4.007
   459.10    4.995   10.000    5.000    3.858
   459.20    4.990   10.000    5.000    4.009
   459.30    4.995   10.000    5.000    3.860
   459.40    4.995   10.000    5.000    3.860
   459.50    4.990   10.000    5.000    4.012
   459.60    4.995   10.000    5.000    3.862
   459.70    4.995   10.000    5.000    3.863
   459.80    4.995   10.000    5.000    3.863
   459.90    4.995   10.000    5.000    3.864
   460.00    4.995   10.000    5.000    3.865
   460.10    4.990   10.000    5.000    4.016
   460.20    4.990   10.000    5.000    4.017
   460.30    4.995   10.000    5.000    3.868
   460.40    4.990   10.000    5.000    4.019
   460.50    4.995   10.000    5.000    3.870
   460.60    4.995   10.000    5.000    3.871
   460.70    4.990   10.000    5.000    4.022
   460.80    4.995   10.000    5.000    3.873
   460.90    4.995   10.000    5.000    3.873
   461.00    4.995   10.000    5.000    3.874
   461.10    4.995   10.000    5.000    3.875
   461.20    4.995   10.000    5.000    3.875
   461.30    4.995   10.000    5.000    3.876
   461.40    4.995   10.000    5.000    3.876
   461.50    4.995   10.000    5.000    3.877
   461.60    4.995   10.000    5.000    3.878
   461.70    5.000   10.000    5.000    3.728
   461.80    5.000   10.000    5.000    3.728
   461.90    5.000   10.000    5.000    3.728
   462.00    5.005   10.000    5.000    3.577
   462.10    5.005   10.000    5.000    3.576
   462.20    5.010   10.000    5.000    3.425
