Data export from TecQuipment CE2000

Data series 2

    Time       T1  shutter setpoint   PI o/p 
   368.90    5.000    0.000    5.000    3.635
   369.00    5.000    0.000    5.000    3.635
   369.10    5.000    0.000    5.000    3.635
   369.20    5.000    0.000    5.000    3.635
   369.30    5.000    0.000    5.000    3.635
   369.40    5.000    0.000    5.000    3.635
   369.50    5.000    0.000    5.000    3.635
   369.60    5.000    0.000    5.000    3.635
   369.70    5.000    0.000    5.000    3.635
   369.80    5.000    0.000    5.000    3.635
   369.90    5.000    0.000    5.000    3.635
   370.00    5.000    0.000    5.000    3.635
   370.10    5.005    0.000    5.000    3.484
   370.20    5.005    0.000    5.000    3.483
   370.30    5.005    0.000    5.000    3.483
   370.40    5.005    0.000    5.000    3.482
   370.50    5.005    0.000    5.000    3.482
   370.60    5.005    0.000    5.000    3.481
   370.70    5.005    0.000    5.000    3.480
   370.80    5.005    0.000    5.000    3.480
   370.90    5.005    0.000    5.000    3.479
   371.00    5.005    0.000    5.000    3.478
   371.10    5.005    0.000    5.000    3.478
   371.20    5.005    0.000    5.000    3.477
   371.30    5.005    0.000    5.000    3.476
   371.40    5.005    0.000    5.000    3.476
   371.50    5.005    0.000    5.000    3.475
   371.60    5.005    0.000    5.000    3.474
   371.70    5.005    0.000    5.000    3.474
   371.80    5.005    0.000    5.000    3.473
   371.90    5.005    0.000    5.000    3.472
   372.00    5.005    0.000    5.000    3.472
   372.10    5.005    0.000    5.000    3.471
   372.20    5.005    0.000    5.000    3.470
   372.30    5.005    0.000    5.000    3.470
   372.40    5.005    0.000    5.000    3.469
   372.50    5.005    0.000    5.000    3.469
   372.60    5.005    0.000    5.000    3.468
   372.70    5.005    0.000    5.000    3.467
   372.80    5.005    0.000    5.000    3.467
   372.90    5.005    0.000    5.000    3.466
   373.00    5.005    0.000    5.000    3.465
   373.10    5.005    0.000    5.000    3.465
   373.20    5.005    0.000    5.000    3.464
   373.30    5.005    0.000    5.000    3.463
   373.40    5.005    0.000    5.000    3.463
   373.50    5.005    0.000    5.000    3.462
   373.60    5.005    0.000    5.000    3.461
   373.70    5.005    0.000    5.000    3.461
   373.80    5.005    0.000    5.000    3.460
   373.90    5.005    0.000    5.000    3.459
   374.00    5.005    0.000    5.000    3.459
   374.10    5.005    0.000    5.000    3.458
   374.20    5.005    0.000    5.000    3.457
   374.30    5.005    0.000    5.000    3.457
   374.40    5.005    0.000    5.000    3.456
   374.50    5.005    0.000    5.000    3.456
   374.60    5.005    0.000    5.000    3.455
   374.70    5.005    0.000    5.000    3.454
   374.80    5.005    0.000    5.000    3.454
   374.90    5.005    0.000    5.000    3.453
   375.00    5.005    0.000    5.000    3.452
   375.10    5.005    0.000    5.000    3.452
   375.20    5.005    0.000    5.000    3.451
   375.30    5.005    0.000    5.000    3.450
   375.40    5.005    0.000    5.000    3.450
   375.50    5.005    0.000    5.000    3.449
   375.60    5.005    0.000    5.000    3.448
   375.70    5.010    0.000    5.000    3.297
   375.80    5.010    0.000    5.000    3.296
   375.90    5.010    0.000    5.000    3.294
   376.00    5.010    0.000    5.000    3.293
   376.10    5.010    0.000    5.000    3.292
   376.20    5.010    0.000    5.000    3.291
   376.30    5.010    0.000    5.000    3.289
   376.40    5.010    0.000    5.000    3.288
   376.50    5.005    0.000    5.000    3.437
   376.60    5.005    0.000    5.000    3.437
   376.70    5.005    0.000    5.000    3.436
   376.80    5.010    0.000    5.000    3.285
   376.90    5.010    0.000    5.000    3.283
   377.00    5.005    0.000    5.000    3.433
   377.10    5.005    0.000    5.000    3.432
   377.20    5.005    0.000    5.000    3.431
   377.30    5.005    0.000    5.000    3.431
   377.40    5.005    0.000    5.000    3.430
   377.50    5.005    0.000    5.000    3.430
   377.60    5.005    0.000    5.000    3.429
   377.70    5.005    0.000    5.000    3.428
   377.80    5.005    0.000    5.000    3.428
   377.90    5.005    0.000    5.000    3.427
   378.00    5.005    0.000    5.000    3.426
   378.10    5.005    0.000    5.000    3.426
   378.20    5.010    0.000    5.000    3.274
   378.30    5.010    0.000    5.000    3.273
   378.40    5.010    0.000    5.000    3.272
   378.50    5.010    0.000    5.000    3.270
   378.60    5.005    0.000    5.000    3.420
   378.70    5.005    0.000    5.000    3.419
   378.80    5.005    0.000    5.000    3.418
   378.90    5.005    0.000    5.000    3.418
   379.00    5.005    0.000    5.000    3.417
   379.10    5.005    0.000    5.000    3.417
   379.20    5.005    0.000    5.000    3.416
   379.30    5.005    0.000    5.000    3.415
   379.40    5.005    0.000    5.000    3.415
   379.50    5.005    0.000    5.000    3.414
   379.60    5.005    0.000    5.000    3.413
   379.70    5.005    0.000    5.000    3.413
   379.80    5.005    0.000    5.000    3.412
   379.90    5.005    0.000    5.000    3.411
   380.00    5.005    0.000    5.000    3.411
   380.10    5.005    0.000    5.000    3.410
   380.20    5.005    0.000    5.000    3.409
   380.30    5.005    0.000    5.000    3.409
   380.40    5.005    0.000    5.000    3.408
   380.50    5.005    0.000    5.000    3.407
   380.60    5.005    0.000    5.000    3.407
   380.70    5.005    0.000    5.000    3.406
   380.80    5.005    0.000    5.000    3.405
   380.90    5.005    0.000    5.000    3.405
   381.00    5.005    0.000    5.000    3.404
   381.10    5.005    0.000    5.000    3.404
   381.20    5.005    0.000    5.000    3.403
   381.30    5.005    0.000    5.000    3.402
   381.40    5.000    0.000    5.000    3.552
   381.50    5.000    0.000    5.000    3.552
   381.60    5.000    0.000    5.000    3.552
   381.70    5.000    0.000    5.000    3.552
   381.80    5.000    0.000    5.000    3.552
   381.90    5.000    0.000    5.000    3.552
   382.00    5.000    0.000    5.000    3.552
   382.10    5.000    0.000    5.000    3.552
   382.20    5.000    0.000    5.000    3.552
   382.30    5.000    0.000    5.000    3.552
   382.40    5.000    0.000    5.000    3.552
   382.50    5.000    0.000    5.000    3.552
   382.60    5.000    0.000    5.000    3.552
   382.70    5.000    0.000    5.000    3.552
   382.80    5.000    0.000    5.000    3.552
   382.90    5.000    0.000    5.000    3.552
   383.00    5.000    0.000    5.000    3.552
   383.10    5.000    0.000    5.000    3.552
   383.20    5.000    0.000    5.000    3.552
   383.30    5.000    0.000    5.000    3.552
   383.40    5.000    0.000    5.000    3.552
   383.50    5.000    0.000    5.000    3.552
   383.60    5.000    0.000    5.000    3.552
   383.70    5.000    0.000    5.000    3.552
   383.80    5.000    0.000    5.000    3.552
   383.90    5.000    0.000    5.000    3.552
   384.00    5.000    0.000    5.000    3.552
   384.10    5.000    0.000    5.000    3.552
   384.20    5.000    0.000    5.000    3.552
   384.30    5.000    0.000    5.000    3.552
   384.40    5.000    0.000    5.000    3.552
   384.50    5.000    0.000    5.000    3.552
   384.60    5.000    0.000    5.000    3.552
   384.70    5.000    0.000    5.000    3.552
   384.80    5.000    0.000    5.000    3.552
   384.90    5.000    0.000    5.000    3.552
   385.00    5.000    0.000    5.000    3.552
   385.10    5.000    0.000    5.000    3.552
   385.20    5.000    0.000    5.000    3.552
   385.30    5.000    0.000    5.000    3.552
   385.40    5.000    0.000    5.000    3.552
   385.50    5.000    0.000    5.000    3.552
   385.60    5.005    0.000    5.000    3.402
   385.70    5.005    0.000    5.000    3.401
   385.80    5.005    0.000    5.000    3.400
   385.90    5.005    0.000    5.000    3.400
   386.00    5.005    0.000    5.000    3.399
   386.10    5.005    0.000    5.000    3.398
   386.20    5.005    0.000    5.000    3.398
   386.30    5.005    0.000    5.000    3.397
   386.40    5.005    0.000    5.000    3.396
   386.50    5.005    0.000    5.000    3.396
   386.60    5.005    0.000    5.000    3.395
   386.70    5.005    0.000    5.000    3.394
   386.80    5.005    0.000    5.000    3.394
   386.90    5.005    0.000    5.000    3.393
   387.00    5.005    0.000    5.000    3.392
   387.10    5.005    0.000    5.000    3.392
   387.20    5.005    0.000    5.000    3.391
   387.30    5.005    0.000    5.000    3.391
   387.40    5.005    0.000    5.000    3.390
   387.50    5.005    0.000    5.000    3.389
   387.60    5.005    0.000    5.000    3.389
   387.70    5.005    0.000    5.000    3.388
   387.80    5.005    0.000    5.000    3.387
   387.90    5.005    0.000    5.000    3.387
   388.00    5.005    0.000    5.000    3.386
   388.10    5.005    0.000    5.000    3.385
   388.20    5.005    0.000    5.000    3.385
   388.30    5.005    0.000    5.000    3.384
   388.40    5.005    0.000    5.000    3.383
   388.50    5.005    0.000    5.000    3.383
   388.60    5.005    0.000    5.000    3.382
   388.70    5.005    0.000    5.000    3.381
   388.80    5.005    0.000    5.000    3.381
   388.90    5.005    0.000    5.000    3.380
   389.00    5.005    0.000    5.000    3.379
   389.10    5.005    0.000    5.000    3.379
   389.20    5.005    0.000    5.000    3.378
   389.30    5.005    0.000    5.000    3.378
   389.40    5.005    0.000    5.000    3.377
   389.50    5.005    0.000    5.000    3.376
   389.60    5.005    0.000    5.000    3.376
   389.70    5.005    0.000    5.000    3.375
   389.80    5.005    0.000    5.000    3.374
   389.90    5.005    0.000    5.000    3.374
   390.00    5.000    0.000    5.000    3.524
   390.10    5.000    0.000    5.000    3.524
   390.20    5.000    0.000    5.000    3.524
   390.30    5.000    0.000    5.000    3.524
   390.40    5.000    0.000    5.000    3.524
   390.50    5.000    0.000    5.000    3.524
   390.60    5.000    0.000    5.000    3.524
   390.70    5.000    0.000    5.000    3.524
   390.80    5.000    0.000    5.000    3.524
   390.90    5.000    0.000    5.000    3.524
   391.00    5.000    0.000    5.000    3.524
   391.10    5.000    0.000    5.000    3.524
   391.20    5.000    0.000    5.000    3.524
   391.30    5.000    0.000    5.000    3.524
   391.40    5.000    0.000    5.000    3.524
   391.50    5.000    0.000    5.000    3.524
   391.60    5.000    0.000    5.000    3.524
   391.70    4.995    0.000    5.000    3.674
   391.80    4.995    0.000    5.000    3.675
   391.90    4.995    0.000    5.000    3.676
   392.00    4.995    0.000    5.000    3.676
   392.10    4.995    0.000    5.000    3.677
   392.20    4.995    0.000    5.000    3.678
   392.30    4.995    0.000    5.000    3.678
   392.40    4.995    0.000    5.000    3.679
   392.50    4.995    0.000    5.000    3.680
   392.60    4.995    0.000    5.000    3.680
   392.70    4.995    0.000    5.000    3.681
   392.80    4.995    0.000    5.000    3.681
   392.90    4.995    0.000    5.000    3.682
   393.00    4.995    0.000    5.000    3.683
   393.10    4.995    0.000    5.000    3.683
   393.20    4.990    0.000    5.000    3.835
   393.30    4.990    0.000    5.000    3.836
   393.40    4.995    0.000    5.000    3.687
   393.50    4.990    0.000    5.000    3.838
   393.60    4.995    0.000    5.000    3.689
   393.70    4.995    0.000    5.000    3.689
   393.80    4.995    0.000    5.000    3.690
   393.90    4.995    0.000    5.000    3.691
   394.00    4.995    0.000    5.000    3.691
   394.10    4.995    0.000    5.000    3.692
   394.20    4.995    0.000    5.000    3.693
   394.30    4.995    0.000    5.000    3.693
   394.40    4.995    0.000    5.000    3.694
   394.50    4.995    0.000    5.000    3.694
   394.60    4.995    0.000    5.000    3.695
   394.70    4.990    0.000    5.000    3.846
   394.80    4.990    0.000    5.000    3.848
   394.90    4.990    0.000    5.000    3.849
   395.00    4.990    0.000    5.000    3.850
   395.10    4.995    0.000    5.000    3.701
   395.20    4.990    0.000    5.000    3.852
   395.30    4.990    0.000    5.000    3.854
   395.40    4.990    0.000    5.000    3.855
   395.50    4.990    0.000    5.000    3.856
   395.60    4.990    0.000    5.000    3.857
   395.70    4.990    0.000    5.000    3.859
   395.80    4.995    0.000    5.000    3.709
   395.90    4.990    0.000    5.000    3.861
   396.00    4.990    0.000    5.000    3.862
   396.10    4.995    0.000    5.000    3.713
   396.20    4.995    0.000    5.000    3.713
   396.30    4.995    0.000    5.000    3.714
   396.40    4.995    0.000    5.000    3.715
   396.50    4.995    0.000    5.000    3.715
   396.60    4.995    0.000    5.000    3.716
   396.70    4.995    0.000    5.000    3.717
   396.80    4.995    0.000    5.000    3.717
   396.90    4.995    0.000    5.000    3.718
   397.00    4.995    0.000    5.000    3.719
   397.10    4.995    0.000    5.000    3.719
   397.20    4.995    0.000    5.000    3.720
   397.30    4.995    0.000    5.000    3.720
   397.40    4.995    0.000    5.000    3.721
   397.50    4.995    0.000    5.000    3.722
   397.60    4.995    0.000    5.000    3.722
   397.70    4.995    0.000    5.000    3.723
   397.80    4.995    0.000    5.000    3.724
   397.90    4.995    0.000    5.000    3.724
   398.00    4.995    0.000    5.000    3.725
   398.10    4.995    0.000    5.000    3.726
   398.20    4.995    0.000    5.000    3.726
   398.30    4.995    0.000    5.000    3.727
   398.40    4.995    0.000    5.000    3.728
   398.50    4.995    0.000    5.000    3.728
   398.60    4.995    0.000    5.000    3.729
   398.70    4.995    0.000    5.000    3.730
   398.80    4.995    0.000    5.000    3.730
   398.90    4.995    0.000    5.000    3.731
   399.00    4.995    0.000    5.000    3.732
   399.10    4.995    0.000    5.000    3.732
   399.20    4.995    0.000    5.000    3.733
   399.30    4.995    0.000    5.000    3.733
   399.40    4.995    0.000    5.000    3.734
   399.50    4.995    0.000    5.000    3.735
   399.60    4.995    0.000    5.000    3.735
   399.70    4.995    0.000    5.000    3.736
   399.80    4.995    0.000    5.000    3.737
   399.90    4.995    0.000    5.000    3.737
   400.00    4.995    0.000    5.000    3.738
   400.10    4.995    0.000    5.000    3.739
   400.20    4.995    0.000    5.000    3.739
   400.30    4.995    0.000    5.000    3.740
   400.40    4.995    0.000    5.000    3.741
   400.50    4.995    0.000    5.000    3.741
   400.60    4.995    0.000    5.000    3.742
   400.70    4.995    0.000    5.000    3.743
   400.80    4.995    0.000    5.000    3.743
   400.90    4.995    0.000    5.000    3.744
   401.00    4.995    0.000    5.000    3.745
   401.10    4.995    0.000    5.000    3.745
   401.20    4.995    0.000    5.000    3.746
   401.30    4.995    0.000    5.000    3.746
   401.40    4.995    0.000    5.000    3.747
   401.50    4.995    0.000    5.000    3.748
   401.60    4.995    0.000    5.000    3.748
   401.70    4.995    0.000    5.000    3.749
   401.80    4.995    0.000    5.000    3.750
   401.90    4.995    0.000    5.000    3.750
   402.00    4.995    0.000    5.000    3.751
   402.10    4.995    0.000    5.000    3.752
   402.20    4.995    0.000    5.000    3.752
   402.30    4.995    0.000    5.000    3.753
   402.40    4.995    0.000    5.000    3.754
   402.50    4.995    0.000    5.000    3.754
   402.60    4.995    0.000    5.000    3.755
   402.70    4.995    0.000    5.000    3.756
   402.80    4.995    0.000    5.000    3.756
   402.90    4.995    0.000    5.000    3.757
   403.00    4.995    0.000    5.000    3.758
   403.10    4.995    0.000    5.000    3.758
   403.20    4.995    0.000    5.000    3.759
   403.30    4.995    0.000    5.000    3.759
   403.40    4.995    0.000    5.000    3.760
   403.50    4.995    0.000    5.000    3.761
   403.60    4.995    0.000    5.000    3.761
   403.70    4.995    0.000    5.000    3.762
   403.80    4.995    0.000    5.000    3.763
   403.90    4.995    0.000    5.000    3.763
   404.00    4.995    0.000    5.000    3.764
   404.10    4.995    0.000    5.000    3.765
   404.20    4.995    0.000    5.000    3.765
   404.30    5.000    0.000    5.000    3.615
   404.40    4.995    0.000    5.000    3.766
   404.50    5.000    0.000    5.000    3.616
   404.60    5.000    0.000    5.000    3.616
   404.70    5.000    0.000    5.000    3.616
   404.80    5.000    0.000    5.000    3.616
   404.90    5.000    0.000    5.000    3.616
   405.00    5.000    0.000    5.000    3.616
   405.10    5.000    0.000    5.000    3.616
   405.20    5.000    0.000    5.000    3.616
   405.30    5.000    0.000    5.000    3.616
   405.40    5.000    0.000    5.000    3.616
   405.50    5.000    0.000    5.000    3.616
   405.60    5.000    0.000    5.000    3.616
   405.70    5.000    0.000    5.000    3.616
   405.80    5.000    0.000    5.000    3.616
   405.90    5.000    0.000    5.000    3.616
   406.00    5.000    0.000    5.000    3.616
   406.10    5.000    0.000    5.000    3.616
   406.20    5.000    0.000    5.000    3.616
   406.30    5.000    0.000    5.000    3.616
   406.40    5.000    0.000    5.000    3.616
   406.50    5.000    0.000    5.000    3.616
   406.60    5.000    0.000    5.000    3.616
   406.70    5.000    0.000    5.000    3.616
   406.80    5.000    0.000    5.000    3.616
   406.90    5.000    0.000    5.000    3.616
   407.00    5.000    0.000    5.000    3.616
   407.10    5.000    0.000    5.000    3.616
   407.20    5.005    0.000    5.000    3.465
   407.30    5.005    0.000    5.000    3.465
   407.40    5.005    0.000    5.000    3.464
   407.50    5.005    0.000    5.000    3.463
   407.60    5.005    0.000    5.000    3.463
   407.70    5.005    0.000    5.000    3.462
   407.80    5.005    0.000    5.000    3.461
   407.90    5.005    0.000    5.000    3.461
   408.00    5.005    0.000    5.000    3.460
   408.10    5.005    0.000    5.000    3.459
   408.20    5.005    0.000    5.000    3.459
   408.30    5.005    0.000    5.000    3.458
   408.40    5.005    0.000    5.000    3.457
   408.50    5.005    0.000    5.000    3.457
   408.60    5.005    0.000    5.000    3.456
   408.70    5.005    0.000    5.000    3.456
   408.80    5.005    0.000    5.000    3.455
   408.90    5.005    0.000    5.000    3.454
   409.00    5.005    0.000    5.000    3.454
   409.10    5.005    0.000    5.000    3.453
   409.20    5.005    0.000    5.000    3.452
   409.30    5.005    0.000    5.000    3.452
   409.40    5.005    0.000    5.000    3.451
   409.50    5.005    0.000    5.000    3.450
   409.60    5.005    0.000    5.000    3.450
   409.70    5.005    0.000    5.000    3.449
   409.80    5.005    0.000    5.000    3.448
   409.90    5.005    0.000    5.000    3.448
   410.00    5.005    0.000    5.000    3.447
   410.10    5.005    0.000    5.000    3.446
   410.20    5.005    0.000    5.000    3.446
   410.30    5.005    0.000    5.000    3.445
   410.40    5.005    0.000    5.000    3.444
   410.50    5.005    0.000    5.000    3.444
   410.60    5.005    0.000    5.000    3.443
   410.70    5.005    0.000    5.000    3.443
   410.80    5.005    0.000    5.000    3.442
   410.90    5.005    0.000    5.000    3.441
   411.00    5.005    0.000    5.000    3.441
   411.10    5.005    0.000    5.000    3.440
   411.20    5.005    0.000    5.000    3.439
   411.30    5.005    0.000    5.000    3.439
   411.40    5.010    0.000    5.000    3.287
   411.50    5.010    0.000    5.000    3.286
   411.60    5.010    0.000    5.000    3.285
   411.70    5.010    0.000    5.000    3.283
   411.80    5.010    0.000    5.000    3.282
   411.90    5.010    0.000    5.000    3.281
   412.00    5.010    0.000    5.000    3.280
   412.10    5.010    0.000    5.000    3.278
   412.20    5.010    0.000    5.000    3.277
   412.30    5.010    0.000    5.000    3.276
   412.40    5.010    0.000    5.000    3.274
   412.50    5.010    0.000    5.000    3.273
   412.60    5.010    0.000    5.000    3.272
   412.70    5.015    0.000    5.000    3.120
   412.80    5.015    0.000    5.000    3.118
   412.90    5.015    0.000    5.000    3.116
   413.00    5.015    0.000    5.000    3.114
   413.10    5.015    0.000    5.000    3.112
   413.20    5.015    0.000    5.000    3.110
   413.30    5.015    0.000    5.000    3.108
   413.40    5.015    0.000    5.000    3.106
   413.50    5.015    0.000    5.000    3.104
   413.60    5.015    0.000    5.000    3.102
   413.70    5.015    0.000    5.000    3.100
   413.80    5.015    0.000    5.000    3.098
   413.90    5.015    0.000    5.000    3.096
   414.00    5.015    0.000    5.000    3.094
   414.10    5.015    0.000    5.000    3.093
   414.20    5.015    0.000    5.000    3.091
   414.30    5.015    0.000    5.000    3.089
   414.40    5.015    0.000    5.000    3.087
   414.50    5.015    0.000    5.000    3.085
   414.60    5.010    0.000    5.000    3.233
   414.70    5.010    0.000    5.000    3.232
   414.80    5.010    0.000    5.000    3.231
   414.90    5.010    0.000    5.000    3.229
   415.00    5.010    0.000    5.000    3.228
   415.10    5.010    0.000    5.000    3.227
   415.20    5.010    0.000    5.000    3.226
   415.30    5.010    0.000    5.000    3.224
   415.40    5.010    0.000    5.000    3.223
   415.50    5.010    0.000    5.000    3.222
   415.60    5.010    0.000    5.000    3.220
   415.70    5.010    0.000    5.000    3.219
   415.80    5.010    0.000    5.000    3.218
   415.90    5.010    0.000    5.000    3.216
   416.00    5.010    0.000    5.000    3.215
   416.10    5.010    0.000    5.000    3.214
   416.20    5.010    0.000    5.000    3.213
   416.30    5.010    0.000    5.000    3.211
   416.40    5.010    0.000    5.000    3.210
   416.50    5.010    0.000    5.000    3.209
   416.60    5.010    0.000    5.000    3.207
   416.70    5.010    0.000    5.000    3.206
   416.80    5.010    0.000    5.000    3.205
   416.90    5.010    0.000    5.000    3.203
   417.00    5.010    0.000    5.000    3.202
   417.10    5.010    0.000    5.000    3.201
   417.20    5.010    0.000    5.000    3.200
   417.30    5.010    0.000    5.000    3.198
   417.40    5.010    0.000    5.000    3.197
   417.50    5.010    0.000    5.000    3.196
   417.60    5.010    0.000    5.000    3.194
   417.70    5.010    0.000    5.000    3.193
   417.80    5.010    0.000    5.000    3.192
   417.90    5.010    0.000    5.000    3.190
   418.00    5.010    0.000    5.000    3.189
   418.10    5.010    0.000    5.000    3.188
   418.20    5.005    0.000    5.000    3.337
   418.30    5.005    0.000    5.000    3.337
   418.40    5.005    0.000    5.000    3.336
   418.50    5.005    0.000    5.000    3.335
   418.60    5.005    0.000    5.000    3.335
   418.70    5.005    0.000    5.000    3.334
   418.80    5.005    0.000    5.000    3.333
   418.90    5.005    0.000    5.000    3.333
   419.00    5.005    0.000    5.000    3.332
   419.10    5.005    0.000    5.000    3.331
   419.20    5.005    0.000    5.000    3.331
   419.30    5.005    0.000    5.000    3.330
   419.40    5.005    0.000    5.000    3.329
   419.50    5.005    0.000    5.000    3.329
   419.60    5.005    0.000    5.000    3.328
   419.70    5.005    0.000    5.000    3.327
   419.80    5.005    0.000    5.000    3.327
   419.90    5.005    0.000    5.000    3.326
   420.00    5.005    0.000    5.000    3.326
   420.10    5.005    0.000    5.000    3.325
   420.20    5.005    0.000    5.000    3.324
   420.30    5.005    0.000    5.000    3.324
   420.40    5.005    0.000    5.000    3.323
   420.50    5.005    0.000    5.000    3.322
   420.60    5.005    0.000    5.000    3.322
   420.70    5.005    0.000    5.000    3.321
   420.80    5.005    0.000    5.000    3.320
   420.90    5.005    0.000    5.000    3.320
   421.00    5.005    0.000    5.000    3.319
   421.10    5.005    0.000    5.000    3.318
   421.20    5.005    0.000    5.000    3.318
   421.30    5.005    0.000    5.000    3.317
   421.40    5.005    0.000    5.000    3.316
   421.50    5.005    0.000    5.000    3.316
   421.60    5.005    0.000    5.000    3.315
   421.70    5.005    0.000    5.000    3.314
   421.80    5.005    0.000    5.000    3.314
   421.90    5.005    0.000    5.000    3.313
   422.00    5.005    0.000    5.000    3.313
   422.10    5.005    0.000    5.000    3.312
   422.20    5.005    0.000    5.000    3.311
   422.30    5.005    0.000    5.000    3.311
   422.40    5.000    0.000    5.000    3.461
   422.50    5.000    0.000    5.000    3.461
   422.60    5.000    0.000    5.000    3.461
   422.70    5.000    0.000    5.000    3.461
   422.80    5.000    0.000    5.000    3.461
   422.90    5.000    0.000    5.000    3.461
   423.00    5.000    0.000    5.000    3.461
   423.10    5.000    0.000    5.000    3.461
   423.20    5.000    0.000    5.000    3.461
   423.30    5.000    0.000    5.000    3.461
   423.40    5.000    0.000    5.000    3.461
   423.50    5.000    0.000    5.000    3.461
   423.60    5.000    0.000    5.000    3.461
   423.70    5.000    0.000    5.000    3.461
   423.80    5.000    0.000    5.000    3.461
   423.90    5.000    0.000    5.000    3.461
   424.00    5.000    0.000    5.000    3.461
   424.10    5.000    0.000    5.000    3.461
   424.20    5.000    0.000    5.000    3.461
   424.30    5.000    0.000    5.000    3.461
   424.40    5.000    0.000    5.000    3.461
   424.50    5.000    0.000    5.000    3.461
   424.60    4.995    0.000    5.000    3.611
   424.70    5.000    0.000    5.000    3.461
   424.80    5.000    0.000    5.000    3.461
   424.90    5.000    0.000    5.000    3.461
   425.00    5.000    0.000    5.000    3.461
   425.10    5.000    0.000    5.000    3.461
   425.20    5.000    0.000    5.000    3.461
   425.30    5.000    0.000    5.000    3.461
   425.40    5.000    0.000    5.000    3.461
   425.50    5.000    0.000    5.000    3.461
   425.60    5.000    0.000    5.000    3.461
   425.70    5.000    0.000    5.000    3.461
   425.80    5.000    0.000    5.000    3.461
   425.90    5.000    0.000    5.000    3.461
   426.00    4.995    0.000    5.000    3.612
   426.10    4.995    0.000    5.000    3.613
   426.20    4.995    0.000    5.000    3.613
   426.30    4.995    0.000    5.000    3.614
   426.40    4.995    0.000    5.000    3.615
   426.50    4.995    0.000    5.000    3.615
   426.60    4.995    0.000    5.000    3.616
   426.70    4.995    0.000    5.000    3.616
   426.80    4.995    0.000    5.000    3.617
   426.90    4.995    0.000    5.000    3.618
   427.00    4.995    0.000    5.000    3.618
   427.10    4.995    0.000    5.000    3.619
   427.20    4.995    0.000    5.000    3.620
   427.30    4.995    0.000    5.000    3.620
   427.40    4.995    0.000    5.000    3.621
   427.50    4.995    0.000    5.000    3.622
   427.60    4.995    0.000    5.000    3.622
   427.70    4.995    0.000    5.000    3.623
   427.80    4.995    0.000    5.000    3.624
   427.90    4.995    0.000    5.000    3.624
   428.00    4.995    0.000    5.000    3.625
   428.10    4.995    0.000    5.000    3.626
   428.20    4.995    0.000    5.000    3.626
   428.30    4.995    0.000    5.000    3.627
   428.40    4.995    0.000    5.000    3.628
   428.50    4.995    0.000    5.000    3.628
   428.60    4.995    0.000    5.000    3.629
   428.70    4.995    0.000    5.000    3.629
   428.80    4.995    0.000    5.000    3.630
   428.90    4.995    0.000    5.000    3.631
   429.00    4.990    0.000    5.000    3.782
   429.10    4.990    0.000    5.000    3.783
   429.20    4.990    0.000    5.000    3.785
   429.30    4.990    0.000    5.000    3.786
   429.40    4.990    0.000    5.000    3.787
   429.50    4.990    0.000    5.000    3.789
   429.60    4.990    0.000    5.000    3.790
   429.70    4.990    0.000    5.000    3.791
   429.80    4.990    0.000    5.000    3.792
   429.90    4.990    0.000    5.000    3.794
   430.00    4.990    0.000    5.000    3.795
   430.10    4.990    0.000    5.000    3.796
   430.20    4.990    0.000    5.000    3.798
   430.30    4.990    0.000    5.000    3.799
   430.40    4.990    0.000    5.000    3.800
   430.50    4.990    0.000    5.000    3.802
   430.60    4.990    0.000    5.000    3.803
   430.70    4.990    0.000    5.000    3.804
   430.80    4.990    0.000    5.000    3.805
   430.90    4.990    0.000    5.000    3.807
   431.00    4.990    0.000    5.000    3.808
   431.10    4.990    0.000    5.000    3.809
   431.20    4.990    0.000    5.000    3.811
   431.30    4.990    0.000    5.000    3.812
   431.40    4.990    0.000    5.000    3.813
   431.50    4.990    0.000    5.000    3.815
   431.60    4.990    0.000    5.000    3.816
   431.70    4.990    0.000    5.000    3.817
   431.80    4.990    0.000    5.000    3.818
   431.90    4.990    0.000    5.000    3.820
   432.00    4.990    0.000    5.000    3.821
   432.10    4.990    0.000    5.000    3.822
   432.20    4.990    0.000    5.000    3.824
   432.30    4.990    0.000    5.000    3.825
   432.40    4.990    0.000    5.000    3.826
   432.50    4.990    0.000    5.000    3.828
   432.60    4.990    0.000    5.000    3.829
   432.70    4.990    0.000    5.000    3.830
   432.80    4.990    0.000    5.000    3.831
   432.90    4.990    0.000    5.000    3.833
   433.00    4.990    0.000    5.000    3.834
   433.10    4.990    0.000    5.000    3.835
   433.20    4.990    0.000    5.000    3.837
   433.30    4.990    0.000    5.000    3.838
   433.40    4.990    0.000    5.000    3.839
   433.50    4.990    0.000    5.000    3.841
   433.60    4.990    0.000    5.000    3.842
   433.70    4.990    0.000    5.000    3.843
   433.80    4.990    0.000    5.000    3.844
   433.90    4.990    0.000    5.000    3.846
   434.00    4.990    0.000    5.000    3.847
   434.10    4.990    0.000    5.000    3.848
   434.20    4.990    0.000    5.000    3.850
   434.30    4.990    0.000    5.000    3.851
   434.40    4.990    0.000    5.000    3.852
   434.50    4.990    0.000    5.000    3.854
   434.60    4.990    0.000    5.000    3.855
   434.70    4.990    0.000    5.000    3.856
   434.80    4.990    0.000    5.000    3.857
   434.90    4.990    0.000    5.000    3.859
   435.00    4.995    0.000    5.000    3.709
   435.10    4.990    0.000    5.000    3.861
   435.20    4.990    0.000    5.000    3.862
