Data export from TecQuipment CE2000

Data series 2

    Time       T1  shutter setpoint   PI o/p 
   119.10    5.335    0.000    5.000  -17.406
   119.20    5.335    0.000    5.000  -17.450
   119.30    5.330    0.000    5.000  -17.342
   119.40    5.325    0.000    5.000  -17.235
   119.50    5.325    0.000    5.000  -17.277
   119.60    5.320    0.000    5.000  -17.169
   119.70    5.315    0.000    5.000  -17.060
   119.80    5.315    0.000    5.000  -17.101
   119.90    5.310    0.000    5.000  -16.991
   120.00    5.305    0.000    5.000  -16.880
   120.10    5.305    0.000    5.000  -16.920
   120.20    5.300    0.000    5.000  -16.809
   120.30    5.295    0.000    5.000  -16.697
   120.40    5.295    0.000    5.000  -16.736
   120.50    5.290    0.000    5.000  -16.623
   120.60    5.285    0.000    5.000  -16.511
   120.70    5.285    0.000    5.000  -16.548
   120.80    5.280    0.000    5.000  -16.434
   120.90    5.275    0.000    5.000  -16.320
   121.00    5.275    0.000    5.000  -16.356
   121.10    5.270    0.000    5.000  -16.241
   121.20    5.270    0.000    5.000  -16.276
   121.30    5.265    0.000    5.000  -16.160
   121.40    5.260    0.000    5.000  -16.044
   121.50    5.260    0.000    5.000  -16.078
   121.60    5.255    0.000    5.000  -15.961
   121.70    5.250    0.000    5.000  -15.843
   121.80    5.250    0.000    5.000  -15.876
   121.90    5.245    0.000    5.000  -15.758
   122.00    5.245    0.000    5.000  -15.790
   122.10    5.240    0.000    5.000  -15.671
   122.20    5.235    0.000    5.000  -15.551
   122.30    5.235    0.000    5.000  -15.582
   122.40    5.230    0.000    5.000  -15.462
   122.50    5.230    0.000    5.000  -15.492
   122.60    5.225    0.000    5.000  -15.371
   122.70    5.220    0.000    5.000  -15.250
   122.80    5.220    0.000    5.000  -15.278
   122.90    5.215    0.000    5.000  -15.156
   123.00    5.210    0.000    5.000  -15.033
   123.10    5.210    0.000    5.000  -15.061
   123.20    5.205    0.000    5.000  -14.937
   123.30    5.205    0.000    5.000  -14.964
   123.40    5.200    0.000    5.000  -14.840
   123.50    5.195    0.000    5.000  -14.715
   123.60    5.195    0.000    5.000  -14.741
   123.70    5.190    0.000    5.000  -14.615
   123.80    5.185    0.000    5.000  -14.489
   123.90    5.185    0.000    5.000  -14.513
   124.00    5.180    0.000    5.000  -14.387
   124.10    5.180    0.000    5.000  -14.410
   124.20    5.175    0.000    5.000  -14.283
   124.30    5.175    0.000    5.000  -14.306
   124.40    5.170    0.000    5.000  -14.178
   124.50    5.165    0.000    5.000  -14.049
   124.60    5.160    0.000    5.000  -13.920
   124.70    5.160    0.000    5.000  -13.941
   124.80    5.155    0.000    5.000  -13.811
   124.90    5.155    0.000    5.000  -13.831
   125.00    5.150    0.000    5.000  -13.701
   125.10    5.145    0.000    5.000  -13.570
   125.20    5.145    0.000    5.000  -13.588
   125.30    5.140    0.000    5.000  -13.457
   125.40    5.140    0.000    5.000  -13.475
   125.50    5.135    0.000    5.000  -13.342
   125.60    5.135    0.000    5.000  -13.360
   125.70    5.130    0.000    5.000  -13.227
   125.80    5.125    0.000    5.000  -13.093
   125.90    5.125    0.000    5.000  -13.109
   126.00    5.120    0.000    5.000  -12.975
   126.10    5.120    0.000    5.000  -12.991
   126.20    5.115    0.000    5.000  -12.855
   126.30    5.110    0.000    5.000  -12.720
   126.40    5.105    0.000    5.000  -12.583
   126.50    5.105    0.000    5.000  -12.597
   126.60    5.100    0.000    5.000  -12.460
   126.70    5.100    0.000    5.000  -12.473
   126.80    5.095    0.000    5.000  -12.335
   126.90    5.095    0.000    5.000  -12.348
   127.00    5.090    0.000    5.000  -12.210
   127.10    5.085    0.000    5.000  -12.071
   127.20    5.085    0.000    5.000  -12.082
   127.30    5.080    0.000    5.000  -11.942
   127.40    5.075    0.000    5.000  -11.802
   127.50    5.075    0.000    5.000  -11.811
   127.60    5.070    0.000    5.000  -11.671
   127.70    5.070    0.000    5.000  -11.680
   127.80    5.065    0.000    5.000  -11.538
   127.90    5.060    0.000    5.000  -11.396
   128.00    5.060    0.000    5.000  -11.404
   128.10    5.055    0.000    5.000  -11.261
   128.20    5.055    0.000    5.000  -11.268
   128.30    5.050    0.000    5.000  -11.125
   128.40    5.050    0.000    5.000  -11.131
   128.50    5.045    0.000    5.000  -10.987
   128.60    5.040    0.000    5.000  -10.842
   128.70    5.040    0.000    5.000  -10.847
   128.80    5.035    0.000    5.000  -10.702
   128.90    5.035    0.000    5.000  -10.706
   129.00    5.030    0.000    5.000  -10.560
   129.10    5.025    0.000    5.000  -10.414
   129.20    5.025    0.000    5.000  -10.417
   129.30    5.020    0.000    5.000  -10.269
   129.40    5.015    0.000    5.000  -10.121
   129.50    5.015    0.000    5.000  -10.123
   129.60    5.010    0.000    5.000   -9.975
   129.70    5.010    0.000    5.000   -9.976
   129.80    5.005    0.000    5.000   -9.827
   129.90    5.000    0.000    5.000   -9.677
   130.00    5.000    0.000    5.000   -9.677
   130.10    4.995    0.000    5.000   -9.526
   130.20    4.995    0.000    5.000   -9.525
   130.30    4.990    0.000    5.000   -9.374
   130.40    4.990    0.000    5.000   -9.373
   130.50    4.985    0.000    5.000   -9.221
   130.60    4.980    0.000    5.000   -9.068
   130.70    4.980    0.000    5.000   -9.066
   130.80    4.975    0.000    5.000   -8.912
   130.90    4.975    0.000    5.000   -8.909
   131.00    4.970    0.000    5.000   -8.755
   131.10    4.965    0.000    5.000   -8.601
   131.20    4.965    0.000    5.000   -8.596
   131.30    4.960    0.000    5.000   -8.441
   131.40    4.960    0.000    5.000   -8.436
   131.50    4.955    0.000    5.000   -8.280
   131.60    4.955    0.000    5.000   -8.274
   131.70    4.950    0.000    5.000   -8.117
   131.80    4.945    0.000    5.000   -7.960
   131.90    4.945    0.000    5.000   -7.953
   132.00    4.940    0.000    5.000   -7.795
   132.10    4.940    0.000    5.000   -7.788
   132.20    4.935    0.000    5.000   -7.629
   132.30    4.935    0.000    5.000   -7.621
   132.40    4.930    0.000    5.000   -7.461
   132.50    4.930    0.000    5.000   -7.452
   132.60    4.925    0.000    5.000   -7.293
   132.70    4.920    0.000    5.000   -7.132
   132.80    4.920    0.000    5.000   -7.122
   132.90    4.915    0.000    5.000   -6.961
   133.00    4.915    0.000    5.000   -6.950
   133.10    4.910    0.000    5.000   -6.788
   133.20    4.910    0.000    5.000   -6.776
   133.30    4.905    0.000    5.000   -6.614
   133.40    4.900    0.000    5.000   -6.451
   133.50    4.900    0.000    5.000   -6.438
   133.60    4.895    0.000    5.000   -6.274
   133.70    4.895    0.000    5.000   -6.261
   133.80    4.890    0.000    5.000   -6.096
   133.90    4.890    0.000    5.000   -6.082
   134.00    4.885    0.000    5.000   -5.917
   134.10    4.885    0.000    5.000   -5.902
   134.20    4.880    0.000    5.000   -5.737
   134.30    4.875    0.000    5.000   -5.570
   134.40    4.875    0.000    5.000   -5.554
   134.50    4.870    0.000    5.000   -5.387
   134.60    4.870    0.000    5.000   -5.370
   134.70    4.865    0.000    5.000   -5.203
   134.80    4.865    0.000    5.000   -5.185
   134.90    4.860    0.000    5.000   -5.017
   135.00    4.860    0.000    5.000   -4.999
   135.10    4.855    0.000    5.000   -4.830
   135.20    4.855    0.000    5.000   -4.811
   135.30    4.850    0.000    5.000   -4.642
   135.40    4.850    0.000    5.000   -4.622
   135.50    4.845    0.000    5.000   -4.452
   135.60    4.845    0.000    5.000   -4.432
   135.70    4.840    0.000    5.000   -4.261
   135.80    4.840    0.000    5.000   -4.240
   135.90    4.835    0.000    5.000   -4.069
   136.00    4.835    0.000    5.000   -4.047
   136.10    4.830    0.000    5.000   -3.875
   136.20    4.830    0.000    5.000   -3.853
   136.30    4.825    0.000    5.000   -3.680
   136.40    4.820    0.000    5.000   -3.507
   136.50    4.820    0.000    5.000   -3.484
   136.60    4.815    0.000    5.000   -3.310
   136.70    4.815    0.000    5.000   -3.285
   136.80    4.810    0.000    5.000   -3.111
   136.90    4.810    0.000    5.000   -3.086
   137.00    4.805    0.000    5.000   -2.911
   137.10    4.805    0.000    5.000   -2.885
   137.20    4.800    0.000    5.000   -2.709
   137.30    4.800    0.000    5.000   -2.683
   137.40    4.795    0.000    5.000   -2.507
   137.50    4.795    0.000    5.000   -2.480
   137.60    4.790    0.000    5.000   -2.303
   137.70    4.790    0.000    5.000   -2.275
   137.80    4.785    0.000    5.000   -2.097
   137.90    4.785    0.000    5.000   -2.070
   138.00    4.780    0.000    5.000   -1.891
   138.10    4.775    0.000    5.000   -1.712
   138.20    4.775    0.000    5.000   -1.682
   138.30    4.770    0.000    5.000   -1.503
   138.40    4.770    0.000    5.000   -1.473
   138.50    4.765    0.000    5.000   -1.292
   138.60    4.765    0.000    5.000   -1.262
   138.70    4.760    0.000    5.000   -1.080
   138.80    4.760    0.000    5.000   -1.049
   138.90    4.755    0.000    5.000   -0.867
   139.00    4.755    0.000    5.000   -0.835
   139.10    4.750    0.000    5.000   -0.653
   139.20    4.750    0.000    5.000   -0.620
   139.30    4.745    0.000    5.000   -0.437
   139.40    4.745    0.000    5.000   -0.404
   139.50    4.740    0.000    5.000   -0.220
   139.60    4.740    0.000    5.000   -0.187
   139.70    4.735    0.000    5.000   -0.002
   139.80    4.735    0.000    5.000    0.032
   139.90    4.730    0.000    5.000    0.217
   140.00    4.730    0.000    5.000    0.253
   140.10    4.725    0.000    5.000    0.438
   140.20    4.720    0.000    5.000    0.625
   140.30    4.720    0.000    5.000    0.661
   140.40    4.720    0.000    5.000    0.698
   140.50    4.715    0.000    5.000    0.885
   140.60    4.715    0.000    5.000    0.922
   140.70    4.710    0.000    5.000    1.109
   140.80    4.710    0.000    5.000    1.147
   140.90    4.705    0.000    5.000    1.335
   141.00    4.700    0.000    5.000    1.524
   141.10    4.700    0.000    5.000    1.563
   141.20    4.695    0.000    5.000    1.753
   141.30    4.695    0.000    5.000    1.793
   141.40    4.695    0.000    5.000    1.832
   141.50    4.690    0.000    5.000    2.023
   141.60    4.690    0.000    5.000    2.063
   141.70    4.685    0.000    5.000    2.254
   141.80    4.685    0.000    5.000    2.295
   141.90    4.680    0.000    5.000    2.486
   142.00    4.680    0.000    5.000    2.528
   142.10    4.675    0.000    5.000    2.720
   142.20    4.675    0.000    5.000    2.762
   142.30    4.670    0.000    5.000    2.955
   142.40    4.670    0.000    5.000    2.998
   142.50    4.665    0.000    5.000    3.192
   142.60    4.665    0.000    5.000    3.235
   142.70    4.660    0.000    5.000    3.430
   142.80    4.660    0.000    5.000    3.474
   142.90    4.655    0.000    5.000    3.669
   143.00    4.655    0.000    5.000    3.713
   143.10    4.650    0.000    5.000    3.909
   143.20    4.650    0.000    5.000    3.954
   143.30    4.645    0.000    5.000    4.151
   143.40    4.645    0.000    5.000    4.197
   143.50    4.640    0.000    5.000    4.394
   143.60    4.640    0.000    5.000    4.440
   143.70    4.635    0.000    5.000    4.638
   143.80    4.635    0.000    5.000    4.685
   143.90    4.630    0.000    5.000    4.883
   144.00    4.630    0.000    5.000    4.931
   144.10    4.625    0.000    5.000    5.130
   144.20    4.625    0.000    5.000    5.179
   144.30    4.625    0.000    5.000    5.228
   144.40    4.620    0.000    5.000    5.427
   144.50    4.620    0.000    5.000    5.477
   144.60    4.615    0.000    5.000    5.677
   144.70    4.615    0.000    5.000    5.727
   144.80    4.610    0.000    5.000    5.927
   144.90    4.610    0.000    5.000    5.978
   145.00    4.610    0.000    5.000    6.029
   145.10    4.605    0.000    5.000    6.230
   145.20    4.605    0.000    5.000    6.281
   145.30    4.600    0.000    5.000    6.483
   145.40    4.600    0.000    5.000    6.535
   145.50    4.595    0.000    5.000    6.738
   145.60    4.595    0.000    5.000    6.791
   145.70    4.595    0.000    5.000    6.843
   145.80    4.590    0.000    5.000    7.047
   145.90    4.590    0.000    5.000    7.100
   146.00    4.590    0.000    5.000    7.153
   146.10    4.585    0.000    5.000    7.357
   146.20    4.585    0.000    5.000    7.411
   146.30    4.585    0.000    5.000    7.465
   146.40    4.580    0.000    5.000    7.670
   146.50    4.580    0.000    5.000    7.724
   146.60    4.580    0.000    5.000    7.779
   146.70    4.580    0.000    5.000    7.834
   146.80    4.575    0.000    5.000    8.039
   146.90    4.575    0.000    5.000    8.094
   147.00    4.575    0.000    5.000    8.149
   147.10    4.575    0.000    5.000    8.205
   147.20    4.570    0.000    5.000    8.410
   147.30    4.570    0.000    5.000    8.466
   147.40    4.570    0.000    5.000    8.522
   147.50    4.570    0.000    5.000    8.578
   147.60    4.570    0.000    5.000    8.634
   147.70    4.570    0.000    5.000    8.690
   147.80    4.565    0.000    5.000    8.896
   147.90    4.565    0.000    5.000    8.953
   148.00    4.565    0.000    5.000    9.010
   148.10    4.565    0.000    5.000    9.066
   148.20    4.565    0.000    5.000    9.123
   148.30    4.565    0.000    5.000    9.179
   148.40    4.565    0.000    5.000    9.236
   148.50    4.565    0.000    5.000    9.292
   148.60    4.565    0.000    5.000    9.349
   148.70    4.565    0.000    5.000    9.405
   148.80    4.565    0.000    5.000    9.462
   148.90    4.565    0.000    5.000    9.519
   149.00    4.565    0.000    5.000    9.575
   149.10    4.565    0.000    5.000    9.632
   149.20    4.565    0.000    5.000    9.688
   149.30    4.565    0.000    5.000    9.745
   149.40    4.565    0.000    5.000    9.801
   149.50    4.565    0.000    5.000    9.858
   149.60    4.565    0.000    5.000    9.914
   149.70    4.565    0.000    5.000    9.971
   149.80    4.565    0.000    5.000   10.027
   149.90    4.565    0.000    5.000   10.084
   150.00    4.570    0.000    5.000    9.990
   150.10    4.570    0.000    5.000   10.046
   150.20    4.570    0.000    5.000   10.102
   150.30    4.570    0.000    5.000   10.158
   150.40    4.570    0.000    5.000   10.214
   150.50    4.575    0.000    5.000   10.119
   150.60    4.575    0.000    5.000   10.174
   150.70    4.575    0.000    5.000   10.229
   150.80    4.575    0.000    5.000   10.285
   150.90    4.575    0.000    5.000   10.340
   151.00    4.580    0.000    5.000   10.244
   151.10    4.580    0.000    5.000   10.299
   151.20    4.580    0.000    5.000   10.354
   151.30    4.580    0.000    5.000   10.408
   151.40    4.585    0.000    5.000   10.312
   151.50    4.585    0.000    5.000   10.366
   151.60    4.585    0.000    5.000   10.420
   151.70    4.590    0.000    5.000   10.323
   151.80    4.590    0.000    5.000   10.377
   151.90    4.590    0.000    5.000   10.430
   152.00    4.595    0.000    5.000   10.333
   152.10    4.595    0.000    5.000   10.385
   152.20    4.595    0.000    5.000   10.438
   152.30    4.600    0.000    5.000   10.340
   152.40    4.600    0.000    5.000   10.392
   152.50    4.605    0.000    5.000   10.293
   152.60    4.605    0.000    5.000   10.345
   152.70    4.605    0.000    5.000   10.396
   152.80    4.610    0.000    5.000   10.297
   152.90    4.610    0.000    5.000   10.347
   153.00    4.615    0.000    5.000   10.247
   153.10    4.615    0.000    5.000   10.297
   153.20    4.620    0.000    5.000   10.197
   153.30    4.620    0.000    5.000   10.246
   153.40    4.625    0.000    5.000   10.145
   153.50    4.625    0.000    5.000   10.194
   153.60    4.630    0.000    5.000   10.092
   153.70    4.630    0.000    5.000   10.140
   153.80    4.635    0.000    5.000   10.037
   153.90    4.635    0.000    5.000   10.085
   154.00    4.640    0.000    5.000    9.982
   154.10    4.645    0.000    5.000    9.878
   154.20    4.645    0.000    5.000    9.924
   154.30    4.650    0.000    5.000    9.819
   154.40    4.655    0.000    5.000    9.714
   154.50    4.655    0.000    5.000    9.759
   154.60    4.660    0.000    5.000    9.653
   154.70    4.665    0.000    5.000    9.547
   154.80    4.665    0.000    5.000    9.590
   154.90    4.670    0.000    5.000    9.483
   155.00    4.675    0.000    5.000    9.376
   155.10    4.675    0.000    5.000    9.418
   155.20    4.680    0.000    5.000    9.309
   155.30    4.685    0.000    5.000    9.200
   155.40    4.685    0.000    5.000    9.241
   155.50    4.690    0.000    5.000    9.132
   155.60    4.695    0.000    5.000    9.021
   155.70    4.695    0.000    5.000    9.061
   155.80    4.700    0.000    5.000    8.950
   155.90    4.705    0.000    5.000    8.838
   156.00    4.705    0.000    5.000    8.877
   156.10    4.710    0.000    5.000    8.764
   156.20    4.715    0.000    5.000    8.651
   156.30    4.720    0.000    5.000    8.538
   156.40    4.720    0.000    5.000    8.574
   156.50    4.725    0.000    5.000    8.460
   156.60    4.730    0.000    5.000    8.345
   156.70    4.735    0.000    5.000    8.229
   156.80    4.735    0.000    5.000    8.264
   156.90    4.740    0.000    5.000    8.148
   157.00    4.745    0.000    5.000    8.031
   157.10    4.750    0.000    5.000    7.913
   157.20    4.755    0.000    5.000    7.795
   157.30    4.755    0.000    5.000    7.827
   157.40    4.760    0.000    5.000    7.708
   157.50    4.765    0.000    5.000    7.589
   157.60    4.770    0.000    5.000    7.469
   157.70    4.775    0.000    5.000    7.348
   157.80    4.775    0.000    5.000    7.377
   157.90    4.780    0.000    5.000    7.256
   158.00    4.785    0.000    5.000    7.134
   158.10    4.790    0.000    5.000    7.011
   158.20    4.795    0.000    5.000    6.888
   158.30    4.795    0.000    5.000    6.914
   158.40    4.800    0.000    5.000    6.790
   158.50    4.805    0.000    5.000    6.666
   158.60    4.810    0.000    5.000    6.540
   158.70    4.815    0.000    5.000    6.414
   158.80    4.815    0.000    5.000    6.439
   158.90    4.820    0.000    5.000    6.312
   159.00    4.825    0.000    5.000    6.185
   159.10    4.830    0.000    5.000    6.057
   159.20    4.835    0.000    5.000    5.928
   159.30    4.835    0.000    5.000    5.950
   159.40    4.840    0.000    5.000    5.820
   159.50    4.845    0.000    5.000    5.691
   159.60    4.850    0.000    5.000    5.560
   159.70    4.855    0.000    5.000    5.429
   159.80    4.855    0.000    5.000    5.448
   159.90    4.860    0.000    5.000    5.316
   160.00    4.865    0.000    5.000    5.184
   160.10    4.870    0.000    5.000    5.051
   160.20    4.875    0.000    5.000    4.917
   160.30    4.875    0.000    5.000    4.933
   160.40    4.880    0.000    5.000    4.799
   160.50    4.885    0.000    5.000    4.664
   160.60    4.890    0.000    5.000    4.528
   160.70    4.895    0.000    5.000    4.391
   160.80    4.895    0.000    5.000    4.405
   160.90    4.900    0.000    5.000    4.268
   161.00    4.905    0.000    5.000    4.130
   161.10    4.905    0.000    5.000    4.143
   161.20    4.910    0.000    5.000    4.005
   161.30    4.915    0.000    5.000    3.866
   161.40    4.915    0.000    5.000    3.877
   161.50    4.920    0.000    5.000    3.737
   161.60    4.925    0.000    5.000    3.597
   161.70    4.925    0.000    5.000    3.607
   161.80    4.930    0.000    5.000    3.466
   161.90    4.935    0.000    5.000    3.324
   162.00    4.940    0.000    5.000    3.182
   162.10    4.940    0.000    5.000    3.190
   162.20    4.945    0.000    5.000    3.047
   162.30    4.950    0.000    5.000    2.903
   162.40    4.955    0.000    5.000    2.759
   162.50    4.955    0.000    5.000    2.765
   162.60    4.960    0.000    5.000    2.620
   162.70    4.965    0.000    5.000    2.475
   162.80    4.965    0.000    5.000    2.479
   162.90    4.970    0.000    5.000    2.333
   163.00    4.975    0.000    5.000    2.187
   163.10    4.975    0.000    5.000    2.190
   163.20    4.980    0.000    5.000    2.042
   163.30    4.980    0.000    5.000    2.045
   163.40    4.985    0.000    5.000    1.897
   163.50    4.990    0.000    5.000    1.748
   163.60    4.990    0.000    5.000    1.750
   163.70    4.995    0.000    5.000    1.600
   163.80    4.995    0.000    5.000    1.601
   163.90    5.000    0.000    5.000    1.451
   164.00    5.000    0.000    5.000    1.451
   164.10    5.005    0.000    5.000    1.300
   164.20    5.010    0.000    5.000    1.149
   164.30    5.010    0.000    5.000    1.148
   164.40    5.015    0.000    5.000    0.996
   164.50    5.015    0.000    5.000    0.994
   164.60    5.020    0.000    5.000    0.841
   164.70    5.020    0.000    5.000    0.838
   164.80    5.020    0.000    5.000    0.836
   164.90    5.025    0.000    5.000    0.683
   165.00    5.025    0.000    5.000    0.679
   165.10    5.030    0.000    5.000    0.525
   165.20    5.030    0.000    5.000    0.522
   165.30    5.030    0.000    5.000    0.518
   165.40    5.035    0.000    5.000    0.363
   165.50    5.035    0.000    5.000    0.359
   165.60    5.035    0.000    5.000    0.354
   165.70    5.040    0.000    5.000    0.199
   165.80    5.040    0.000    5.000    0.194
   165.90    5.040    0.000    5.000    0.188
   166.00    5.040    0.000    5.000    0.183
   166.10    5.045    0.000    5.000    0.027
   166.20    5.045    0.000    5.000    0.021
   166.30    5.045    0.000    5.000    0.016
   166.40    5.050    0.000    5.000   -0.141
   166.50    5.050    0.000    5.000   -0.147
   166.60    5.050    0.000    5.000   -0.154
   166.70    5.050    0.000    5.000   -0.160
   166.80    5.050    0.000    5.000   -0.167
   166.90    5.055    0.000    5.000   -0.324
   167.00    5.055    0.000    5.000   -0.331
   167.10    5.055    0.000    5.000   -0.338
   167.20    5.055    0.000    5.000   -0.345
   167.30    5.055    0.000    5.000   -0.353
   167.40    5.055    0.000    5.000   -0.360
   167.50    5.055    0.000    5.000   -0.367
   167.60    5.055    0.000    5.000   -0.374
   167.70    5.060    0.000    5.000   -0.532
   167.80    5.060    0.000    5.000   -0.540
   167.90    5.060    0.000    5.000   -0.547
   168.00    5.060    0.000    5.000   -0.555
   168.10    5.060    0.000    5.000   -0.563
   168.20    5.060    0.000    5.000   -0.571
   168.30    5.060    0.000    5.000   -0.579
   168.40    5.060    0.000    5.000   -0.586
   168.50    5.060    0.000    5.000   -0.594
   168.60    5.060    0.000    5.000   -0.602
   168.70    5.060    0.000    5.000   -0.610
   168.80    5.060    0.000    5.000   -0.618
   168.90    5.060    0.000    5.000   -0.625
   169.00    5.060    0.000    5.000   -0.633
   169.10    5.060    0.000    5.000   -0.641
   169.20    5.060    0.000    5.000   -0.649
   169.30    5.060    0.000    5.000   -0.657
   169.40    5.060    0.000    5.000   -0.664
   169.50    5.060    0.000    5.000   -0.672
   169.60    5.060    0.000    5.000   -0.680
   169.70    5.060    0.000    5.000   -0.688
   169.80    5.060    0.000    5.000   -0.696
   169.90    5.060    0.000    5.000   -0.703
   170.00    5.055    0.000    5.000   -0.561
   170.10    5.055    0.000    5.000   -0.568
   170.20    5.055    0.000    5.000   -0.575
   170.30    5.055    0.000    5.000   -0.582
   170.40    5.055    0.000    5.000   -0.589
   170.50    5.055    0.000    5.000   -0.596
   170.60    5.055    0.000    5.000   -0.603
   170.70    5.055    0.000    5.000   -0.611
   170.80    5.055    0.000    5.000   -0.618
   170.90    5.055    0.000    5.000   -0.625
   171.00    5.050    0.000    5.000   -0.481
   171.10    5.050    0.000    5.000   -0.488
   171.20    5.050    0.000    5.000   -0.494
   171.30    5.050    0.000    5.000   -0.501
   171.40    5.050    0.000    5.000   -0.507
   171.50    5.045    0.000    5.000   -0.363
   171.60    5.045    0.000    5.000   -0.369
   171.70    5.045    0.000    5.000   -0.375
   171.80    5.045    0.000    5.000   -0.381
   171.90    5.040    0.000    5.000   -0.236
   172.00    5.040    0.000    5.000   -0.241
   172.10    5.040    0.000    5.000   -0.246
   172.20    5.040    0.000    5.000   -0.252
   172.30    5.040    0.000    5.000   -0.257
   172.40    5.035    0.000    5.000   -0.111
   172.50    5.035    0.000    5.000   -0.116
   172.60    5.035    0.000    5.000   -0.120
   172.70    5.035    0.000    5.000   -0.125
   172.80    5.035    0.000    5.000   -0.130
   172.90    5.030    0.000    5.000    0.016
   173.00    5.030    0.000    5.000    0.013
   173.10    5.030    0.000    5.000    0.009
   173.20    5.030    0.000    5.000    0.005
   173.30    5.030    0.000    5.000    0.001
   173.40    5.025    0.000    5.000    0.148
   173.50    5.025    0.000    5.000    0.144
   173.60    5.025    0.000    5.000    0.141
   173.70    5.025    0.000    5.000    0.138
   173.80    5.020    0.000    5.000    0.285
   173.90    5.020    0.000    5.000    0.283
   174.00    5.020    0.000    5.000    0.280
   174.10    5.015    0.000    5.000    0.428
   174.20    5.015    0.000    5.000    0.426
   174.30    5.015    0.000    5.000    0.424
   174.40    5.015    0.000    5.000    0.422
   174.50    5.010    0.000    5.000    0.571
   174.60    5.010    0.000    5.000    0.570
   174.70    5.010    0.000    5.000    0.568
   174.80    5.005    0.000    5.000    0.718
   174.90    5.005    0.000    5.000    0.717
   175.00    5.005    0.000    5.000    0.716
   175.10    5.000    0.000    5.000    0.866
   175.20    5.000    0.000    5.000    0.866
   175.30    5.000    0.000    5.000    0.866
   175.40    5.000    0.000    5.000    0.866
   175.50    4.995    0.000    5.000    1.017
   175.60    4.995    0.000    5.000    1.018
   175.70    4.995    0.000    5.000    1.018
   175.80    4.990    0.000    5.000    1.170
   175.90    4.990    0.000    5.000    1.171
   176.00    4.990    0.000    5.000    1.172
   176.10    4.985    0.000    5.000    1.324
   176.20    4.985    0.000    5.000    1.326
   176.30    4.980    0.000    5.000    1.479
   176.40    4.980    0.000    5.000    1.481
   176.50    4.980    0.000    5.000    1.484
   176.60    4.975    0.000    5.000    1.637
   176.70    4.975    0.000    5.000    1.641
   176.80    4.975    0.000    5.000    1.644
   176.90    4.970    0.000    5.000    1.798
   177.00    4.970    0.000    5.000    1.802
   177.10    4.970    0.000    5.000    1.805
   177.20    4.965    0.000    5.000    1.960
   177.30    4.965    0.000    5.000    1.965
   177.40    4.960    0.000    5.000    2.120
   177.50    4.960    0.000    5.000    2.125
   177.60    4.960    0.000    5.000    2.130
   177.70    4.955    0.000    5.000    2.286
   177.80    4.955    0.000    5.000    2.292
   177.90    4.955    0.000    5.000    2.298
   178.00    4.950    0.000    5.000    2.454
   178.10    4.950    0.000    5.000    2.461
   178.20    4.945    0.000    5.000    2.618
   178.30    4.945    0.000    5.000    2.625
   178.40    4.945    0.000    5.000    2.632
   178.50    4.940    0.000    5.000    2.790
   178.60    4.940    0.000    5.000    2.798
   178.70    4.940    0.000    5.000    2.806
   178.80    4.935    0.000    5.000    2.964
   178.90    4.935    0.000    5.000    2.972
   179.00    4.935    0.000    5.000    2.981
   179.10    4.930    0.000    5.000    3.140
   179.20    4.930    0.000    5.000    3.149
   179.30    4.925    0.000    5.000    3.309
   179.40    4.925    0.000    5.000    3.319
   179.50    4.925    0.000    5.000    3.328
   179.60    4.920    0.000    5.000    3.489
   179.70    4.920    0.000    5.000    3.499
   179.80    4.920    0.000    5.000    3.510
   179.90    4.915    0.000    5.000    3.671
   180.00    4.915    0.000    5.000    3.682
   180.10    4.915    0.000    5.000    3.693
   180.20    4.910    0.000    5.000    3.854
   180.30    4.910    0.000    5.000    3.866
   180.40    4.910    0.000    5.000    3.878
   180.50    4.905    0.000    5.000    4.040
   180.60    4.905    0.000    5.000    4.052
   180.70    4.905    0.000    5.000    4.065
   180.80    4.900    0.000    5.000    4.228
   180.90    4.900    0.000    5.000    4.241
   181.00    4.900    0.000    5.000    4.254
   181.10    4.895    0.000    5.000    4.418
   181.20    4.895    0.000    5.000    4.431
   181.30    4.895    0.000    5.000    4.445
   181.40    4.890    0.000    5.000    4.609
   181.50    4.890    0.000    5.000    4.623
   181.60    4.890    0.000    5.000    4.638
   181.70    4.890    0.000    5.000    4.652
   181.80    4.885    0.000    5.000    4.817
   181.90    4.885    0.000    5.000    4.832
   182.00    4.885    0.000    5.000    4.847
   182.10    4.885    0.000    5.000    4.862
   182.20    4.880    0.000    5.000    5.027
   182.30    4.880    0.000    5.000    5.043
   182.40    4.880    0.000    5.000    5.059
   182.50    4.875    0.000    5.000    5.225
   182.60    4.875    0.000    5.000    5.241
   182.70    4.875    0.000    5.000    5.257
   182.80    4.875    0.000    5.000    5.274
   182.90    4.870    0.000    5.000    5.441
   183.00    4.870    0.000    5.000    5.457
   183.10    4.870    0.000    5.000    5.474
   183.20    4.870    0.000    5.000    5.491
   183.30    4.870    0.000    5.000    5.508
   183.40    4.865    0.000    5.000    5.676
   183.50    4.865    0.000    5.000    5.693
   183.60    4.865    0.000    5.000    5.711
   183.70    4.865    0.000    5.000    5.728
   183.80    4.860    0.000    5.000    5.896
   183.90    4.860    0.000    5.000    5.915
   184.00    4.860    0.000    5.000    5.933
   184.10    4.860    0.000    5.000    5.951
